Pos,Nome,Categ,Swim,Bike,Run,Total
Pos,Nome,Categ,Swim,Bike,Run,Total
93,PEDRO NOBILE,35-39,00:31:59,02:35:23,02:09:03,05:22:24
5,TALITA ANTUNES,30-34,00:33:10,02:50:58,01:52:20,05:22:25
43,WLADIMIR SOARES,45-49,00:39:35,02:39:47,01:54:55,05:22:26
65,RAFAEL ALVES SIMPLICIO,30-34,00:34:31,02:47:04,01:55:32,05:22:41
94,THIAGO RODRIGUES CARNEIRO LOPES,35-39,00:33:51,02:33:43,02:07:31,05:22:42
69,GUSTAVO DIMAS,40-44,00:33:21,02:50:15,01:50:29,05:23:11
43,CHRISTIAN SMITH ALVES,25-29,00:26:51,02:47:17,02:02:43,05:23:23
6,DEBORA BOARETTO,30-34,00:30:53,02:50:33,01:56:53,05:23:25
95,GUILHERME BELINI,35-39,00:36:14,02:48:09,01:51:34,05:23:27
96,FERNANDO MELLO,35-39,00:37:34,02:46:24,01:50:59,05:23:36
44,JOAO FUENTES,45-49,00:33:00,02:44:32,01:59:48,05:23:48
98,THIAGO MALTA BORGES,35-39,00:29:54,02:58:33,01:46:40,05:23:49
10,JOHNAR OLSEN,50-54,00:34:57,02:47:03,01:55:57,05:23:55
70,GUSTAVO NEVES COUTO,40-44,00:28:42,02:48:17,02:01:20,05:23:58
68,RENATO DIB KAWANA,30-34,00:34:28,02:58:18,01:44:00,05:24:02
46,ALEXIS ROCKENBACH,45-49,00:38:42,02:47:00,01:48:54,05:24:04
99,GABRIEL HADDAD SILVA,35-39,00:34:13,02:48:59,01:54:31,05:24:11
69,RODERIK YAMASHITA,30-34,00:35:36,02:54:35,01:47:31,05:24:20
47,LUIZ CATTAPRETA,45-49,00:26:13,02:44:27,02:07:37,05:24:21
70,LUIZ FELIPE FAIM GARCIA,30-34,00:34:56,02:45:47,01:54:43,05:24:27
100,DANIEL GASPARY,35-39,00:26:08,02:50:09,01:59:43,05:24:36
71,FABIANO G TEIXEIRA,40-44,00:37:39,02:38:47,02:00:46,05:24:36
44,SAMUEL REHDER WIMMERS FERREIRA,25-29,00:36:14,02:45:12,01:55:06,05:24:39
11,WILSON ROSA,50-54,00:39:34,02:41:45,01:57:02,05:24:55
46,HAMILCAR DE MELLO,25-29,00:37:32,02:52:57,01:46:06,05:25:08
72,DIEGO VITAL LEITE CAMARATE,30-34,00:39:46,02:52:50,01:45:27,05:25:13
101,RODRIGO AUGUSTO RAMOS RODRIGUES,35-39,00:35:30,02:56:07,01:46:19,05:25:14
73,ARTHUR GIOVANNI GUARDA,30-34,00:37:19,02:53:54,01:46:16,05:25:18
72,ANGELO PAPALEO,40-44,00:41:15,02:53:49,01:43:07,05:25:27
6,OLIVIA HANCOCK,25-29,00:36:33,02:49:43,01:51:22,05:25:32
Pos,Nome,Categ,Swim,Bike,Run,Total
104,FERNANDO SEIXAS,35-39,00:39:10,02:49:19,01:48:39,05:26:03
105,RODRIGO D. F. FIORANI,35-39,00:34:44,02:48:27,01:53:39,05:26:06
74,MARCELO BARTOLI,30-34,00:34:03,02:51:53,01:51:17,05:26:16
75,ALEX OLIVEIRA,30-34,00:40:53,02:54:40,01:41:41,05:26:24
76,FELIPE SALAZAR,30-34,00:44:08,02:48:22,01:44:15,05:26:35
76,LEONARDO VASSOLER,30-34,00:36:52,02:57:06,01:45:40,05:26:35
106,RICARDO ASCENCAO,35-39,00:35:53,02:36:47,02:06:21,05:26:39
6,EDMAR ALVES MARTINS,55-59,00:40:20,02:42:15,01:55:19,05:26:43
47,CARLOS EDUARDO  ARAUJO DE FARIAS,25-29,00:40:41,02:46:54,01:54:28,05:26:51
49,GILBERTO DOS SANTOS MARCOS,45-49,00:31:17,03:00:10,--:--:--,05:26:54
48,LUAN MATOS,25-29,00:33:59,03:02:58,01:43:44,05:26:54
3,JULIANA LUSTOSA,40-44,00:37:08,02:47:57,01:54:49,05:27:03
73,ANDRE LUIZ CHAAR BARROS,40-44,00:35:21,02:45:59,01:57:20,05:27:10
107,JOSÉ AUGUSTO TOVAR,35-39,00:38:16,02:41:49,01:57:34,05:27:28
108,GABRIEL LEAL,35-39,00:27:22,02:46:33,02:05:35,05:27:31
109,GUSTAVO LUZ TAVORA,35-39,00:29:58,02:48:38,02:02:53,05:27:43
1,SILVIA SCHREER,45-49,00:34:28,02:52:53,01:52:10,05:27:52
79,MARCELO CARVALHO,30-34,00:36:03,02:45:12,01:58:22,05:27:55
110,RICARDO DE FREITAS SILVA DENYS,35-39,00:44:08,02:44:42,01:51:00,05:28:00
74,FABIANO F PERUZZO,40-44,00:31:24,02:43:29,02:06:41,05:28:05
51,DIOGO MENEGAZ,45-49,00:28:24,02:51:10,02:01:59,05:28:07
111,ADRIANO BORGES DE CARVALHO,35-39,00:38:19,02:54:49,01:46:27,05:28:16
52,ELIONAI DIAS SOARES,45-49,00:38:19,02:56:07,01:48:31,05:28:19
113,ARMANDO LEITE,35-39,00:37:11,02:56:39,01:48:20,05:28:28
53,ANDRE BARREIRA DA SILVA ROCHA,45-49,00:38:05,--:--:--,01:53:00,05:28:34
114,ADRIANO MARCONDES FROES,35-39,00:32:02,02:51:13,01:58:49,05:28:36
7,ALEXANDRA ARROJADO CORREIA PEREIRA,30-34,00:31:46,02:52:41,01:56:01,05:28:42
115,BRUNO VITORIO,35-39,00:36:53,02:45:27,01:59:56,05:28:53
54,MAURICIO MELLADO,45-49,00:36:13,02:47:03,01:59:16,05:29:01
2,CARLA ABRUNHOSA,45-49,00:35:00,02:57:47,01:50:57,05:29:03
Pos,Nome,Categ,Swim,Bike,Run,Total
81,LEANDRO VIEIRA,30-34,00:28:39,03:08:02,01:48:46,05:29:07
116,MARCELO ZANELLA SANVICENTE,35-39,00:34:15,02:59:13,01:45:19,05:29:19
50,EDOARDO FRESCHET,25-29,00:29:00,03:00:20,01:54:19,05:29:38
77,LUIS GUSTAVO GARCIA GONÇALVES,40-44,00:32:19,02:38:09,02:09:11,05:29:42
117,FELIPPE AUGUSTO LELIS,35-39,00:43:17,02:54:03,01:47:08,05:30:10
118,NICOLA BRAGA,35-39,00:34:14,02:50:57,01:56:25,05:30:13
56,MARCIO LEANDRO GARBIN,45-49,00:35:13,02:39:28,02:09:59,05:30:13
119,AIRTON SILVA,35-39,--:--:--,--:--:--,--:--:--,05:30:27
120,ALESSANDRO SILVA,35-39,00:32:28,02:56:35,01:56:08,05:30:39
82,HUGO CORRÁ,30-34,00:37:15,02:47:41,01:58:49,05:30:41
78,ANDRE MARTINS,40-44,00:36:14,02:57:22,01:51:03,05:30:43
83,RICARDO ROCHA DE SOUZA,30-34,00:30:06,02:50:58,02:04:30,05:30:45
8,PAMELA SIQUEIRA STEIN,30-34,00:39:39,02:56:58,01:46:16,05:30:46
57,ALEXANDRE COSTA DOS SANTOS,45-49,00:39:08,02:55:59,01:48:37,05:30:51
84,RAFAEL BRAGAGNOLO,30-34,00:35:23,02:42:46,02:06:24,05:31:10
8,CARLOS ANDERSON  DE PAULA AUGUSTO,55-59,00:44:43,02:42:19,01:55:10,05:31:12
121,ALUIZIO JUNIOR,35-39,00:32:47,02:42:30,02:09:41,05:31:17
51,ANDRE MARTINEZ,25-29,00:41:40,02:54:24,01:46:01,05:31:25
79,MARIVALDO MALTA JUNIOR,40-44,00:47:44,02:43:44,01:50:30,05:31:31
58,WILLIANS ISAAC,45-49,00:21:13,02:46:47,02:14:46,05:31:32
80,WAN ROUXINOL,40-44,00:29:17,03:03:22,01:52:01,05:31:41
122,DANILO NAKAGAWA,35-39,00:40:22,02:42:47,02:00:40,05:31:59
12,JOSE FRANCISCO RAMOS ZANCA,50-54,00:40:59,02:39:55,02:04:14,05:32:28
86,MARIO DAVILA,30-34,00:33:22,02:59:54,01:51:39,05:32:33
123,ANDRÉ DE CURCI ARRUDA,35-39,00:37:44,02:49:57,01:56:48,05:32:34
61,ALESSANDRO TEIXEIRA,45-49,00:41:37,02:56:32,01:47:27,05:33:02
81,WANDERLEI JIMENEZ,40-44,00:40:48,02:49:52,01:53:30,05:33:03
124,ISMAEL ALVES RODRIGUES JÚNIOR,35-39,00:28:03,02:52:19,02:04:19,05:33:16
3,FERNANDA HALAH,45-49,00:37:08,02:57:38,01:50:21,05:33:16
12,RENATA ORTIZ DE ASSIS FAZZANI,35-39,00:38:00,--:--:--,01:59:19,05:33:27
Pos,Nome,Categ,Swim,Bike,Run,Total
126,MARCOS LOPES DE VASCONCELOS,35-39,00:31:45,02:45:07,02:07:58,05:33:34
87,BRUNO DODI NETO,30-34,00:34:34,02:57:13,01:49:39,05:33:35
82,MARCUS CHIGANER,40-44,00:38:09,02:50:52,01:53:57,05:33:38
127,RODRIGO OLIVEIRA SOARES DA SILVA,35-39,00:34:23,02:55:01,01:56:43,05:33:41
9,PRISCILA RODRIGUES DOS REIS SILVA,30-34,00:38:10,02:49:21,02:01:06,05:33:42
88,THIAGO DE ALMEIDA RIBEIRO PESTANA,30-34,00:30:20,02:53:54,02:03:40,05:33:52
62,WALTER FEITAL,45-49,00:30:54,02:50:13,02:05:52,05:33:55
83,MAURICIO MORITA,40-44,00:29:41,02:56:37,01:57:46,05:34:04
84,EURICO CAMPOS,40-44,00:34:30,02:53:53,01:54:20,05:34:10
52,RENATO NICOLI SAMPAIO,25-29,00:35:44,02:55:49,01:56:24,05:34:10
86,LUCIANO LIMA,40-44,00:28:32,02:51:43,02:07:12,05:34:24
128,FELIPE MIRANDA,35-39,00:35:55,02:49:17,02:03:00,05:34:25
89,BRUNO PAES GUIMARAES,30-34,00:37:10,02:59:01,01:51:03,05:34:25
129,FERNANDO HENRIQUE ATALA XAVIER,35-39,00:37:34,02:48:38,02:01:47,05:34:30
10,DARLENE OLIVEIRA,30-34,00:36:00,03:06:48,01:43:10,05:34:31
1,MARILZA CANDIDA SALDANHA,50-54,00:36:48,02:59:37,01:52:19,05:34:45
90,ANDRE SCHUARTZ,30-34,00:32:52,02:39:12,02:16:33,05:34:47
131,BRUNO VIEIRA RODRIGUES,35-39,00:32:56,02:48:57,02:03:07,05:34:52
132,RONALDO ALVES FERREIRA FILHO,35-39,00:35:25,03:04:46,01:47:26,05:34:54
53,ÁLEX DAVE SZRAJBMAN,25-29,00:38:37,02:49:14,02:01:17,05:35:01
133,NEYBER JUNIOR,35-39,00:32:13,02:48:17,02:05:39,05:35:04
134,ERWAN YANN RENAUT,35-39,00:40:59,02:48:58,01:51:49,05:35:08
54,LUCAS RODRIGUES DE CARVALHO,25-29,00:34:15,02:46:03,02:06:47,05:35:11
87,BRUNO MELLO R SANTOS,40-44,00:34:27,03:00:25,01:51:52,05:35:15
91,FERNANDO CESAR DE SOUZA JUNIOR,30-34,00:38:00,03:07:01,01:40:52,05:35:17
88,FERNANDO SESTO,40-44,00:30:30,02:41:09,02:17:58,05:35:20
135,RICARDO CARDOZO FILHO,35-39,00:30:43,02:52:49,02:01:31,05:35:26
136,ALEX DOS SANTOS CARNEIRO,35-39,00:42:59,02:49:02,01:56:38,05:35:35
4,SANDRA KAWASAKI,45-49,00:33:58,02:54:33,01:59:21,05:35:50
137,FLAVIO RAFAEL  FAE,35-39,00:42:22,02:42:34,02:03:06,05:35:50
Pos,Nome,Categ,Swim,Bike,Run,Total
8,LEONARDO JUNG,18-24,00:36:13,02:54:53,01:58:24,05:35:53
90,ALEXANDRE FONTES,40-44,00:35:37,02:57:20,01:52:35,05:36:06
138,LEOPOLDO BECKER,35-39,00:36:41,02:55:29,01:56:18,05:36:25
11,DÉBORA BOMBONATO BORSATTO,30-34,00:35:05,02:58:49,01:56:41,05:36:56
12,MAÍRA LUCAS,30-34,00:33:10,03:10:20,01:47:47,05:37:17
92,RICARDO FRANCISCO  AGUIAR,40-44,00:31:51,02:37:19,02:21:26,05:37:23
92,WALTER JUNIOR,30-34,00:40:55,02:54:43,01:51:39,05:37:28
66,CAIO GUIMARAES,45-49,00:38:17,03:03:22,01:46:38,05:37:39
67,FABIO FARIAS,45-49,00:43:25,02:54:24,01:52:03,05:37:50
93,EDER RAMOS,40-44,00:36:11,02:49:37,02:05:47,05:37:55
141,RENATO WRIGHT,35-39,00:34:06,02:50:13,02:05:01,05:37:57
142,ARTHUR MOSCATTO JUNIOR,35-39,00:38:53,02:58:11,01:54:17,05:38:00
93,GABRIEL GIL BRAS MARIA,30-34,00:40:02,02:56:20,01:52:07,05:38:07
68,PAULO SÉRGIO REBELLO MARRA,45-49,00:30:29,02:58:05,01:58:25,05:38:15
94,DOUGLAS NOVAIS TEIXEIRA,30-34,00:32:08,02:44:26,02:13:04,05:38:22
94,JOSE SUDRE,40-44,00:36:18,02:48:53,02:05:36,05:38:39
95,DANIEL AUGUSTO OLIVEIRA FELIX CORREA,30-34,00:30:33,02:54:41,02:04:28,05:38:42
143,RONALDO GUILHERME,35-39,00:37:09,02:49:12,02:02:03,05:38:46
96,RAPHAEL COUTO PIMENTEL,30-34,00:28:02,03:10:30,01:50:08,05:38:55
145,EDUARDO XAMBRE,35-39,00:36:06,03:02:35,01:51:42,05:39:08
13,MARIO TOMAS,50-54,00:36:13,02:53:53,02:03:37,05:39:20
146,LEONARDO CURI,35-39,00:33:54,02:55:51,01:59:06,05:39:21
9,JOAO FELIPE CALARGE WOLLNER,18-24,00:33:23,02:46:47,02:14:10,05:39:22
9,VICTOR ZABAN BITTENCOURT,18-24,00:33:36,03:02:02,01:55:34,05:39:22
95,FREDERICO PIEPER,40-44,00:40:12,02:52:00,01:58:04,05:39:25
147,FABIO MONTEIRO,35-39,00:33:25,02:58:20,01:58:34,05:39:41
96,FONSECA PAULO EDUARDO,40-44,00:42:09,02:55:33,01:54:08,05:40:00
97,RAPHAEL DE FARIA E SILVA,40-44,00:40:34,03:06:57,01:43:11,05:40:17
4,XAN FIGUEIREDO,40-44,00:37:25,02:55:19,01:59:32,05:40:18
11,LUIS OTÁVIO GUEDES DE MELLO DIAS,18-24,00:32:41,02:58:42,02:00:39,05:40:23
Pos,Nome,Categ,Swim,Bike,Run,Total
148,BERNARDO RAMOS,35-39,00:32:26,02:48:09,02:13:57,05:40:49
97,MARCELO SANTANA AGAPITO DA SILVA,30-34,00:41:21,02:59:05,01:45:40,05:40:57
98,FERNANDO SOUZA,30-34,00:39:45,02:53:47,02:00:22,05:41:00
99,DANIEL GRECO,40-44,00:31:02,02:41:19,02:19:31,05:41:09
149,LUCAS BEATRIZ,35-39,00:29:01,02:56:29,02:09:05,05:41:19
99,LUIS PHILLIPE DIEZ,30-34,00:34:53,02:57:33,02:00:30,05:41:29
13,MARINA STRAZZER,30-34,00:41:12,02:57:18,01:54:23,05:41:35
69,DENER JUSTINO,45-49,00:42:25,02:49:57,01:56:13,05:41:40
70,ELTON PÁSSARO,45-49,00:27:51,02:37:55,02:28:47,05:41:42
100,VICTOR COUTINHO RABELO,30-34,00:41:54,--:--:--,01:35:44,05:41:48
55,SERGIO JUNIOR,25-29,00:37:42,02:54:36,02:00:02,05:41:55
101,FELIPPE REBELO,30-34,00:33:49,02:55:36,02:02:39,05:41:55
100,ALEXANDER PEIXOTO,40-44,00:40:45,02:51:03,02:01:30,05:42:12
102,LUIZ BOLOGNINI,30-34,00:28:53,02:51:37,02:14:04,05:42:15
71,WILSON OLIVEIRA PAULINO,45-49,00:38:42,02:55:22,01:59:59,05:42:22
101,EDUARDO ZANELLA,40-44,00:36:06,02:55:16,02:01:55,05:42:22
1,MANOELA CARRANO,18-24,00:27:27,02:54:45,02:15:14,05:42:31
12,GUSTAVO GASPAR,18-24,00:35:59,02:46:27,02:14:13,05:42:38
150,FERNANDO COUTINHO,35-39,--:--:--,--:--:--,02:03:19,05:42:40
102,FERNANDO BUENO DE CASTRO,40-44,00:35:08,03:05:41,01:50:50,05:42:44
14,DIANA BANDEIRA DIAS,30-34,00:36:39,02:53:13,02:06:02,05:42:51
103,RODRIGO SOARES CUNHA,40-44,00:38:06,02:48:33,02:07:47,05:42:51
104,GUSTAVO ONOZATO USHIMARU,40-44,00:36:06,02:52:49,02:05:34,05:42:52
105,GIANMARCO LIBANO,40-44,00:34:25,03:00:35,01:57:22,05:42:55
151,DEAJAN MONTANHA,35-39,00:35:42,02:48:33,02:13:02,05:42:55
104,SAULO SARTORIO,30-34,00:36:06,02:52:02,02:07:46,05:42:57
6,FERNANDA LOPER CORREA,40-44,--:--:--,--:--:--,02:06:23,05:42:58
56,RUBEN DARIO  ROSALES CHAVEZ,25-29,00:38:00,02:58:26,01:55:15,05:42:59
152,LUIZ GUSTAVO BAPTISTA MADEIRA PIPA,35-39,00:28:56,02:56:18,02:09:05,05:43:02
72,RENATA VILHENA SILVA,45-49,00:34:23,02:48:07,02:13:33,05:43:05
Pos,Nome,Categ,Swim,Bike,Run,Total
153,FELIPE GOMES OLIVEIRA,35-39,00:40:00,02:59:07,01:53:21,05:43:48
106,VAGNER RALHA,40-44,00:36:04,02:57:45,02:02:35,05:43:48
107,JEFFERSON SILVA,40-44,00:40:34,02:45:59,02:01:49,05:43:52
14,IUSKA SAMPAIO CUNHA,35-39,00:40:32,03:07:28,01:49:08,05:43:57
74,LUIS GUSTAVO ABDALLA,45-49,00:35:01,02:56:38,02:05:45,05:44:01
15,ALEXANDRE UCHOA,50-54,00:40:33,03:03:19,01:49:28,05:44:08
108,LEONARDO LOUREIRO,40-44,00:36:30,02:50:38,02:05:07,05:44:18
57,GUILHERME MOURA,25-29,00:37:57,03:02:41,01:54:44,05:44:30
15,CLARISSA DU BOCAGE,35-39,00:35:41,03:13:51,01:45:26,05:44:32
2,FLAVIA TOLEDO,50-54,00:34:44,03:00:22,02:04:57,05:44:47
109,DIOGO CASTILHO,40-44,00:29:40,02:53:42,02:07:55,05:45:04
156,WAGNER SOBRAL DA SILVA,35-39,00:43:17,02:49:07,01:59:27,05:45:14
16,MARIZA HELENA DE ARAÚJO SOUZA,35-39,00:41:56,03:02:23,01:53:55,05:45:15
106,FRANCISCO NEUDO CHAVES,30-34,00:39:49,02:59:19,01:56:23,05:45:30
3,MELISSA ILHA MARTINS,50-54,--:--:--,--:--:--,01:50:40,05:45:30
107,LEONARDO MELLO,30-34,00:31:30,02:57:00,02:08:49,05:45:36
110,CLEBER JESUS,40-44,00:38:52,02:59:07,01:59:18,05:45:49
108,BRUNO SOUSA,30-34,00:35:39,02:50:04,02:12:19,05:45:52
109,LUIZ FELIPE DE FARIA E CUNHA MONTEIRO,30-34,00:31:55,03:00:33,02:05:03,05:45:54
111,PAULO SILVA FILHO,40-44,00:47:32,03:01:45,01:41:57,05:45:56
7,MARINA PEIXOTO FRAGUAS,40-44,00:45:31,03:03:43,01:47:04,05:46:11
15,REBECA FALCONI CATTA PRETA,30-34,00:28:24,03:08:07,02:03:52,05:46:15
16,RICARDO AREDE,50-54,00:32:09,02:52:51,02:12:12,05:46:18
16,MONIQUE AHERN BERNARDI,30-34,00:44:55,03:01:32,01:48:00,05:46:22
17,RAFAELLA CARTIER DE CARVALHO,35-39,00:31:21,02:59:00,02:08:15,05:46:22
158,ALEX SANDER CASATI,35-39,00:33:49,02:54:29,02:08:12,05:46:27
11,FERNANDO ANTONIO CARVALHO DE SOUZA,55-59,00:38:08,02:57:36,02:04:09,05:46:34
114,JULIO ALBERNAZ,40-44,00:40:50,02:57:36,01:52:10,05:46:35
159,BRUNO LUCAS,35-39,00:35:33,02:49:52,02:10:39,05:46:44
8,FABIANA MARZAN,40-44,00:45:04,02:55:14,01:59:40,05:46:59
Pos,Nome,Categ,Swim,Bike,Run,Total
160,RENATO BRITO,35-39,00:35:39,02:54:37,02:05:07,05:47:21
161,FELIPE ISTAMATI,35-39,00:31:34,02:54:22,02:12:37,05:47:24
162,WARLEY TAVARES,35-39,00:34:49,02:54:12,02:07:00,05:47:29
6,MONICA ANDRADE,45-49,00:29:17,03:03:17,02:07:50,05:47:37
163,MAURICIO MACHADO,35-39,00:39:11,02:58:46,02:01:53,05:47:39
110,FRANCO CARRION,30-34,00:39:09,02:51:29,02:09:11,05:47:48
115,SEVERINO CARLOS NUNES DE  ARAUJO,40-44,00:42:55,02:57:49,01:58:04,05:47:55
111,RODRIGO SOUZA,30-34,00:38:20,03:00:40,02:03:15,05:48:14
18,CAMILA CRICOR CALAIGIAN,35-39,00:38:22,03:06:46,01:53:49,05:48:22
112,WAGNER SILVA DA CONCEIÇÃO,30-34,00:42:55,03:05:46,01:50:04,05:48:25
164,ANGELO CELSO OLIVEIRA E SILVA,35-39,00:39:50,03:19:41,01:37:22,05:48:26
19,JORGE CRUZ,50-54,00:42:27,02:59:07,01:57:18,05:48:28
116,RODRIGO SOUZA,40-44,00:33:10,03:01:57,02:03:33,05:48:36
117,MAYKO MELO,40-44,00:39:09,02:54:18,02:03:13,05:48:44
19,ANA LUCIA CONSTANTINO CUNHA,35-39,00:36:19,02:59:57,02:04:11,05:48:48
59,JOSÉ AMÉRICO VICARI JUNIOR,25-29,00:37:10,02:56:32,02:08:41,05:48:56
165,IGOR BUENO,35-39,00:33:30,02:55:07,02:10:43,05:49:04
76,RAFAEL FERNANDES,45-49,00:31:31,02:48:11,02:20:01,05:49:04
118,MARCIO HIRSZBERG,40-44,00:39:54,02:54:06,02:05:00,05:49:10
77,MASSAAKI SAKAGAMI,45-49,00:32:18,02:55:20,02:13:16,05:49:13
113,GABRIEL TAVARES G SILVA,30-34,00:34:42,03:08:00,01:53:57,05:49:16
166,MARCUS ALVES,35-39,00:36:39,03:02:52,01:58:43,05:49:21
167,RODRIGO VITASOVIC GOMES,35-39,00:41:19,02:59:05,01:56:40,05:49:22
20,CAROLINA GOUVÊA,35-39,00:35:57,03:14:23,01:48:07,05:49:34
12,AUGUSTO DE MENEZES VAZ,55-59,00:37:10,03:00:08,02:05:00,05:49:46
120,RICARDO FERREIRA,40-44,00:31:15,02:59:40,02:10:01,05:49:58
13,ROBERTO NISHIKAWA,55-59,00:37:26,02:58:44,02:02:48,05:49:58
168,RODOLFO CEPPAS BASTOS,35-39,00:39:12,02:58:21,02:00:33,05:50:01
121,DAMIAO LEONARDO CAETANO,40-44,00:38:54,--:--:--,02:10:49,05:50:01
114,PEDRO HENRIQUE  VIANNA PEREIRA,30-34,00:43:06,02:53:50,02:04:04,05:50:02
Pos,Nome,Categ,Swim,Bike,Run,Total
8,LUCILA R M MANZOLI,45-49,00:35:59,02:59:49,02:07:12,05:50:07
78,ALFREDO LOPES PEREIRA FILHO,45-49,00:37:14,03:03:11,01:56:30,05:50:13
169,VITOR MARTINS,35-39,00:38:07,02:53:01,02:11:57,05:50:21
115,FLAVIO DE ALMEIDA VALE,30-34,00:38:41,02:49:34,02:14:02,05:50:34
13,VICTOR ESPINOSA,18-24,00:38:40,03:06:47,01:56:50,05:50:34
79,JACSON BERNARDY,45-49,00:39:25,03:04:24,01:55:25,05:50:38
122,IGOR PRADO,40-44,00:34:10,02:57:43,02:07:37,05:51:04
123,LUCIANO BUZO,40-44,00:34:26,02:49:50,02:18:42,05:51:13
173,THIAGO DOS SANTOS FONSECA,35-39,00:32:18,03:05:22,02:05:04,05:51:15
21,JULIANA  VIEIRA,35-39,00:44:26,03:07:36,01:50:30,05:51:20
60,KENNEDY CARVALHO,25-29,00:37:31,02:45:24,02:20:39,05:51:23
22,CAROLINA DE AGUIAR MOREIRA,35-39,00:37:06,03:06:33,02:00:33,05:51:28
124,MARCELO P SAMBUDIO,40-44,00:39:34,02:55:12,02:07:01,05:51:30
2,LARA MUNDIM,18-24,00:40:10,03:10:54,01:51:45,05:51:44
174,ANDRE DOMINGUES CUNHA,35-39,00:43:18,03:09:47,01:49:03,05:51:54
125,JOSE ANDRE  ESCOBAR,40-44,00:39:40,02:59:31,02:00:54,05:52:03
175,KLEBER MARCONDES,35-39,00:33:18,02:57:59,02:15:01,05:52:04
9,ANDREA CARDOSO,45-49,00:36:26,02:57:34,02:11:34,05:52:16
176,FABRICIO NAKAO,35-39,00:39:19,02:54:06,02:11:15,05:52:31
61,RODRIGO FERRER,25-29,00:40:22,02:52:24,02:13:06,05:52:37
178,FELIPE BEZERRA,35-39,00:35:38,02:57:26,02:10:03,05:52:41
179,ANDERSON SANTOS  DOS SANTOS,35-39,00:35:56,03:05:39,01:57:30,05:52:50
10,MARCELLA TCHEH,45-49,00:38:05,03:10:09,01:54:02,05:52:57
81,RICARDO MALACHIAS CICOLELO,45-49,00:38:12,02:54:38,02:11:57,05:53:04
8,GABRIELA MORAES,25-29,00:43:29,03:14:00,01:48:46,05:53:06
15,ANDRÉ GALINDO,55-59,00:40:36,02:49:33,02:09:31,05:53:27
126,GUSTAVO HENRIQUE CORDEIRO CAVALCANTI,40-44,00:33:13,02:47:01,02:22:44,05:53:44
117,RODOLFO TALLARIDA SERRA PEREIRA,30-34,00:34:39,03:06:26,02:02:12,05:53:46
21,ALBOR RENONES,50-54,00:38:28,03:06:20,02:00:44,05:53:47
180,BERNARDO COUTINHO DA TRINDADE,35-39,00:36:49,03:08:12,01:59:28,05:53:50
Pos,Nome,Categ,Swim,Bike,Run,Total
182,JOAO BACELLAR,35-39,00:32:18,03:00:29,02:10:01,05:53:55
183,MICHELL BARBOSA PEIXOTO,35-39,00:38:33,02:47:53,02:08:50,05:54:03
127,GLAUCIO DE LIMA E CASTRO,40-44,00:37:47,03:00:01,02:05:43,05:54:04
3,MARIANA RABISCHOFFSKY,18-24,00:39:10,02:55:58,02:13:03,05:54:06
83,DANIEL VALENTE DE MORAES ALVES,45-49,00:32:48,03:11:26,02:02:32,05:54:11
24,CYNTHIA BEATRIZ TOSTES FERREIRA,35-39,00:36:38,03:07:07,01:59:35,05:54:13
185,GEORGE EARP,35-39,00:32:41,03:03:24,02:05:56,05:54:22
119,GUILHERME BATISTA TRENTINI,30-34,00:37:06,02:58:22,02:09:31,05:54:29
186,THIAGO SCAF,35-39,00:44:17,03:02:29,02:00:59,05:54:31
9,LETICIA VELLOSO,40-44,00:39:08,03:16:50,01:51:05,05:54:37
19,MARIEL TREVILLA MERAZ,30-34,00:51:22,03:10:15,01:47:39,05:54:38
84,MARCIANO ALVES,45-49,00:41:17,02:55:43,02:09:23,05:54:40
187,MARCIO GUIMARÃES,35-39,00:34:21,03:03:18,02:04:11,05:55:01
85,IURI SOUZA,45-49,00:46:14,02:47:01,02:11:12,05:55:02
121,FELIPE MARTINS,30-34,00:38:56,03:19:03,01:48:18,05:55:05
122,PAULO ROBIN PRESTES,30-34,00:39:36,03:06:43,02:00:10,05:55:12
10,ANDREA FOLEGATTI,40-44,00:40:19,03:17:33,01:44:08,05:55:14
87,LEONARDO BEER,45-49,00:34:46,03:02:43,02:04:40,05:55:30
88,MARCOS ROGÉRIO RIBEIRO,45-49,00:36:49,02:44:38,02:24:50,05:55:47
124,ALICIO DEL NERO NETO,30-34,00:34:48,03:00:52,02:11:04,05:56:01
128,DANIEL RAMPAZZO MATHIAS,40-44,00:39:47,02:54:10,02:12:07,05:56:03
125,RAFAEL CHIANCA,30-34,00:40:08,03:02:25,02:01:14,05:56:07
4,ANA SILVIA DAVINI PALLER,50-54,00:36:44,02:54:26,02:15:05,05:56:14
25,MAHIRA BARROS,35-39,00:35:14,03:04:38,02:09:12,05:56:15
126,GABRIEL AZEVEDO,30-34,00:39:42,03:02:32,02:05:55,05:56:16
189,ALEX FRANCISCO CASADO,35-39,00:39:21,02:56:25,02:13:36,05:56:23
129,ESTEVAN PAIVA,40-44,00:44:04,03:05:23,01:48:55,05:56:26
190,BRUNO VARGAS,35-39,00:41:23,02:56:44,02:08:56,05:56:39
191,FABIO MAGALHAES,35-39,00:35:49,03:01:11,02:12:41,05:56:43
192,SERGIO SILVA,35-39,00:39:04,02:54:41,02:11:56,05:56:55
Pos,Nome,Categ,Swim,Bike,Run,Total
127,ANDREW HANCOCK,30-34,00:38:25,02:53:35,02:13:17,05:56:56
