Pos,Nome,Categ,Swim,Bike,Run,Total
130,FABIO CALPACCI LEONE,40-44,00:38:40,02:55:53,02:14:19,05:56:59
128,RICARDO SALES,30-34,00:42:36,03:05:16,02:00:42,05:57:00
194,LAFFAYETTE MORAIS,35-39,00:39:45,02:56:03,02:10:07,05:57:11
129,JUAN TEIXEIRA,30-34,00:40:40,03:07:38,02:01:39,05:57:17
20,GABRIELA CAMARA CAMPOS BERNARDES SIQUIERA,30-34,00:40:01,03:11:08,01:57:15,05:57:25
131,BERNARDO JANNUZZI,40-44,00:29:29,03:04:02,02:12:14,05:57:30
130,ZAKI KATTAN BEDA,30-34,00:33:01,03:00:29,02:15:37,05:57:36
196,RICARDO MOLITOR,35-39,00:38:42,03:03:46,02:07:05,05:57:38
197,DOUGLAS MENON,35-39,00:48:15,02:44:01,02:15:49,05:57:43
91,SERGIO SOARES CARVALHO,45-49,00:39:17,03:16:31,01:48:59,05:57:43
92,LUIZ FERNANDO ROMAN AYRES,45-49,00:41:54,03:07:24,01:55:07,05:57:49
131,ALVARO LEONARDO  QUIROZ VILLARDI,30-34,00:51:18,02:50:31,02:08:42,05:57:54
93,RICARDO  FARINA PIOVESAN ,45-49,00:49:46,02:57:43,02:00:36,05:57:58
21,NATASHA MELMAN,30-34,00:34:42,03:13:38,02:01:39,05:58:00
132,CAIO SIMIONI NEVES,30-34,00:43:59,02:54:03,02:09:55,05:58:03
26,ERIKA NAKAMURA DA COSTA,35-39,00:38:39,03:19:14,01:52:50,05:58:08
132,ANDRE MEIRELLES,40-44,00:34:04,02:55:10,02:18:34,05:58:11
198,DANIEL IENO,35-39,00:37:01,02:56:51,02:13:04,05:58:17
22,NICOLE POVEL ROCHA MELLO,30-34,00:36:56,03:09:24,02:04:55,05:58:18
133,RAFAEL MUNHOZ,30-34,00:37:46,02:59:04,02:11:22,05:58:30
16,SAULO CEZAR SANTOS,55-59,00:33:23,03:00:24,02:15:39,05:58:31
17,JOSÉ CARLOS GOMES PEREIRA FILHO,55-59,00:47:13,03:05:28,01:55:37,05:58:33
134,BRUNO DE AVILLA DA FONSECA E SILVA,30-34,00:36:04,03:02:57,02:07:19,05:58:47
199,BRUNO ZONETTI,35-39,00:36:55,03:00:23,02:12:33,05:58:48
200,JOSÉ ALEXANDRE  LEMOS,35-39,00:33:27,03:30:18,01:49:23,05:58:55
135,ALVARO CAMARGO,30-34,00:44:52,02:54:41,02:12:11,05:59:22
18,ALEX BRITO,55-59,00:48:08,03:02:05,02:01:21,05:59:25
136,CAUÊ RODRIGUES AMARAL,30-34,00:33:42,03:06:41,02:09:14,05:59:29
137,ROMULO DIAS,30-34,00:41:35,--:--:--,01:57:47,05:59:30
Pos,Nome,Categ,Swim,Bike,Run,Total
201,MARCELO MENCK LOHMANN,35-39,00:39:09,03:11:25,01:59:00,05:59:52
138,MARCO VINICIOS ARAÚJO ZAHRA,30-34,00:41:29,03:17:07,01:49:29,05:59:59
19,CARLOS COSTA,55-59,00:37:36,02:59:16,02:12:51,06:00:23
202,LEANDRO FELIPE CARMONA FUSCALDO,35-39,00:29:19,03:09:38,02:13:40,06:00:23
133,RUBEM HERZOG,40-44,00:31:43,02:57:18,02:17:55,06:00:40
23,FERNANDA VOLPI,30-34,00:39:04,03:17:51,01:53:58,06:00:41
3,EDISON ARAUJO VIANA,60-64,00:44:11,03:12:10,01:54:58,06:00:46
134,RODRIGO AMIL,40-44,00:40:52,02:53:54,02:14:26,06:00:48
23,LEONILDO SOUZA,50-54,00:47:42,03:10:57,01:55:15,06:00:59
4,JORGE HERBERT MAYERLE,60-64,00:31:42,03:03:30,02:13:35,06:01:18
27,ANA MARIA DA FONSECA,35-39,00:36:22,03:12:00,02:04:08,06:01:40
95,IRIO  POMPERMAYER JUNIOR ,45-49,00:38:38,03:02:16,02:09:14,06:01:44
24,SEIGO NAKAMURA,50-54,00:36:24,02:56:27,02:17:45,06:01:53
62,DANIEL SARTORE GOMES DE OLIVEIRA,25-29,00:42:32,03:14:05,01:56:37,06:01:58
135,ÓRION ASCENCIO,40-44,00:38:12,03:06:43,02:08:14,06:02:13
136,DANIEL BIAGGIO,40-44,00:36:39,02:52:42,02:22:49,06:02:21
139,RAUL RIZZO BASTOS,30-34,--:--:--,--:--:--,--:--:--,06:02:28
96,ANGELO LANZA,45-49,00:36:51,02:48:15,02:26:22,06:02:29
63,VICTOR LUZ DOS SANTOS,25-29,00:30:09,03:07:57,02:14:06,06:02:33
24,ADRIANA VASCONCELOS COUTINHO,30-34,00:40:10,03:09:16,02:05:48,06:02:38
5,TEREZA SOARES,50-54,00:34:13,03:15:02,--:--:--,06:02:53
204,CARLOS FURLANETTI BARROS JR,35-39,00:32:13,03:09:13,02:10:40,06:02:54
140,RODRIGO ALBERTO DE OLIVEIRA,30-34,00:42:57,02:56:59,02:14:30,06:03:07
205,RICARDO MIRANDA,35-39,00:32:14,02:55:05,02:26:45,06:03:08
206,DANIEL CURTIS,35-39,00:36:06,03:13:04,02:04:09,06:03:12
11,ANA PAULA TEIXEIRA ABDALLA,45-49,00:43:24,03:04:32,02:03:26,06:03:18
97,ANDRÉ FERNANDO NASCIMENTO,45-49,00:37:47,02:58:30,02:18:29,06:03:25
98,MIGUEL HUANG,45-49,00:40:02,03:02:47,02:10:53,06:03:28
137,CLÁUDIO ABREU,40-44,00:35:49,02:47:42,02:29:18,06:03:30
208,JEFERSON PANTOJA VITORIANO,35-39,00:42:06,03:09:17,02:03:50,06:03:30
Pos,Nome,Categ,Swim,Bike,Run,Total
138,LEANDRO LIERS DE OLIVEIRA,40-44,00:42:50,03:09:04,02:04:54,06:03:32
209,LEONARDO PINTO,35-39,00:31:44,03:11:48,02:12:30,06:03:33
99,MARCUS LOPES,45-49,00:38:40,03:02:52,02:12:56,06:03:56
140,ABILIO MARTINS JUNIOR MARTINS,40-44,00:47:01,02:59:52,02:05:23,06:03:56
141,MOACIR FARIA,40-44,00:39:27,03:03:45,02:11:26,06:04:16
144,MARCO AURÉLIO  HOLLANDA,40-44,00:37:29,03:08:39,02:08:09,06:04:47
141,EMILIO CAPRETZ NETO,30-34,00:39:50,02:49:07,02:25:32,06:04:52
141,FELIPE CONCEIÇÃO DE SOUZA,30-34,00:41:01,03:12:46,02:01:56,06:04:52
145,GUILHERME BERNERT,40-44,00:30:25,02:50:45,02:34:45,06:05:03
101,EULER RIBEIRO FILHO,45-49,00:34:44,03:23:32,01:57:49,06:05:07
25,DANIELLA CONTI RODRIGUES,30-34,00:39:46,03:12:00,02:03:02,06:05:13
1,NADIA TEIXEIRA DE SIQUEIRA,60-64,00:46:05,03:12:07,01:57:05,06:05:22
146,PEDRO CUNHA,40-44,00:36:07,03:11:31,02:10:12,06:05:25
143,RAFAEL SILVEIRA PIRES,30-34,00:46:14,03:13:39,01:53:33,06:05:37
104,CAIO RIBEIRO,45-49,00:37:25,03:12:26,02:00:38,06:06:08
144,RODRIGO KOLANIAN GOUVEIA,30-34,00:34:46,03:03:40,02:20:44,06:06:27
64,LEO MARQUES,25-29,00:37:36,03:25:36,01:56:39,06:06:27
147,EDUARDO WOSTEMBERG,40-44,00:33:26,03:01:31,02:23:36,06:06:39
12,CATIA TOMAZ DE CARVALHO,45-49,00:46:52,03:13:05,01:52:01,06:06:53
25,LUIS FERNANDO MORAN DE OLIVEIRA,50-54,00:38:39,03:06:32,02:13:35,06:06:56
148,ALEXANDRE SOARES,40-44,00:52:57,03:04:49,01:58:12,06:06:58
145,GUILHERME HEIBER,30-34,00:39:46,02:48:19,02:29:38,06:07:09
105,PAULO CEZAR  MARINHO,45-49,00:36:25,02:55:09,02:23:17,06:07:19
212,JAIRO AUGUSTO CAMPOS PAIVA,35-39,00:35:50,03:12:38,02:06:42,06:07:24
213,LEONARDO CARVALHO PIMENTA,35-39,00:30:38,03:02:45,02:23:20,06:07:33
28,VIRGINIA SECOLI,35-39,00:47:51,03:24:11,01:44:44,06:07:45
13,LEILA MARIA  DE AZEREDO SANTANA,40-44,00:39:47,03:11:46,02:06:36,06:07:59
29,MARIANA BAPTISTA FREDERICO RODRIGUES,35-39,00:38:34,03:07:30,02:12:17,06:08:21
214,HUGH HONORATO,35-39,00:32:24,03:14:16,02:13:07,06:08:26
26,JORGE WATANABE,50-54,00:36:52,03:03:11,02:20:06,06:08:26
Pos,Nome,Categ,Swim,Bike,Run,Total
27,WANDER MANOEL GARCEZ RIBEIRO,50-54,00:44:22,02:58:15,02:16:37,06:08:30
107,YURI UETI UEHARA KUNIYOSHI,45-49,00:40:17,03:13:25,02:03:42,06:08:36
26,MARIA CABRERA,30-34,00:38:02,03:14:50,02:06:43,06:08:45
13,CARLA CUNHA,45-49,00:41:02,03:22:06,01:58:24,06:09:03
6,NOELI NEGRINI,50-54,--:--:--,--:--:--,02:07:48,06:09:09
149,LEONARDO MIRANDA,40-44,00:33:03,02:56:41,02:31:10,06:09:28
20,ETIENNE VERNET,55-59,00:36:17,03:04:50,02:17:23,06:09:30
215,GILBERTO PEREIRA,35-39,00:44:22,03:05:09,02:05:25,06:09:47
146,GUILHERME PERES,30-34,00:40:28,03:04:43,02:09:08,06:10:03
108,DANILO DA SILVA,45-49,00:49:38,03:07:06,02:00:34,06:10:04
147,RAPHAEL AZUAGA,30-34,00:40:16,03:10:45,02:06:07,06:10:13
109,WILLIAM QUIRINO FERREIRA,45-49,00:42:52,03:13:17,02:03:34,06:10:15
28,ROGÉRIO MAURICIO GOMES,50-54,00:46:54,03:07:21,02:06:29,06:10:18
148,FABRICIO ZAMBONI,30-34,00:40:16,02:46:18,02:33:41,06:10:23
216,FABRICIO ARAUJO,35-39,00:43:08,02:59:29,02:18:02,06:10:32
150,ALEXANDRE PELOSI,40-44,00:33:49,03:04:04,02:20:56,06:10:38
110,MARCELLO TEIXEIRA DE OLIVEIRA,45-49,00:35:58,03:23:31,01:56:20,06:10:53
218,EDUARDO SORENSEN,35-39,00:31:14,02:59:14,02:34:25,06:11:11
219,RICARDO SALDANHA,35-39,00:31:06,03:00:22,02:33:22,06:11:29
220,RODRIGO STUQUE,35-39,00:38:24,03:05:34,02:16:26,06:11:32
221,DANIEL HIDEKI DI PETTA,35-39,00:35:35,03:06:30,02:16:28,06:11:38
65,FELIPE ROS,25-29,00:35:55,03:05:48,02:23:16,06:11:45
149,ANDRÉ FILLIPE POKREVIESKI,30-34,00:43:32,03:05:20,02:13:48,06:12:03
33,MIRIAN CARVALHO,35-39,00:38:19,03:05:07,02:19:44,06:12:06
66,AUGUSTO MIRANDA SANTANA,25-29,00:46:39,03:13:57,02:02:07,06:12:15
151,LUIZ FELIPE NOGUEIRA,40-44,00:37:35,03:09:06,02:13:33,06:12:19
150,FILIPE EDUARDO ALONSO SILVA,30-34,00:42:50,03:05:01,02:06:14,06:12:32
152,ESTEVAN BÚRIGO E SILVA,40-44,00:32:03,--:--:--,02:05:14,06:12:38
223,JANDERSON BRITO PEREIRA,35-39,00:38:50,03:08:59,02:14:54,06:12:53
153,ALAN TAKAO  GONÇALVES HASEGAWA,40-44,00:33:48,03:22:58,02:08:22,06:13:02
Pos,Nome,Categ,Swim,Bike,Run,Total
27,LIVIA BELLOMI,30-34,00:40:41,03:14:06,02:09:07,06:13:26
112,MARCIO PEREIRA DA SILVA JUNIOR,45-49,00:39:27,03:10:21,02:11:38,06:13:28
151,DIOGO BRUM PEREIRA LIBORIO,30-34,00:43:37,03:03:17,02:17:54,06:13:37
152,PEDRO DE AGUIAR DUARTE,30-34,00:41:29,03:04:31,02:18:14,06:13:42
224,LEONARDO BRAGA GARCEZ,35-39,00:38:21,02:47:43,02:39:41,06:13:43
155,GABRIEL CAVALCANTI,40-44,00:33:36,03:14:25,02:11:13,06:13:47
225,LUIS NEVES,35-39,00:39:39,02:56:06,02:28:04,06:14:24
157,RODRIGO JORDÃO,40-44,00:39:29,03:08:19,02:15:19,06:14:26
158,VICENTE JUSTO,40-44,00:35:43,02:55:55,02:30:12,06:14:29
153,LOUIS HARANG,30-34,00:41:43,03:15:23,02:09:47,06:14:38
35,FABIANA URBANO,35-39,00:41:57,03:13:46,02:10:30,06:14:59
115,EMERSON DA COSTA PEREIRA MARTINS,45-49,00:34:29,03:10:16,02:24:17,06:15:09
14,VANESSA MORAES,40-44,00:45:18,03:07:36,02:09:35,06:15:14
226,GLAUCIO FRUTUOSO,35-39,00:34:03,03:05:19,02:22:07,06:15:15
14,PATRICIA CHERMAN,45-49,00:47:03,03:06:09,02:10:44,06:15:17
227,BRUNO LEAL,35-39,00:34:56,02:50:27,02:40:36,06:15:19
228,THIAGO ARAUJO,35-39,00:39:13,03:11:09,02:12:23,06:15:34
154,DANIEL ROSA,30-34,00:39:18,03:14:01,02:11:13,06:15:41
160,RODRIGO LACERDA,40-44,00:38:14,03:22:05,01:57:58,06:15:43
155,TADEU MOREIRA DE CLASSE,30-34,00:44:50,03:11:58,02:06:15,06:15:48
161,PEDRO COELHO,40-44,00:40:18,03:12:12,02:10:24,06:16:02
116,ANDRÉ LUIZ SILVA,45-49,00:40:16,03:03:56,02:20:25,06:16:06
4,NATALIA SALEMA,18-24,00:46:57,03:10:28,02:02:34,06:16:06
117,MARCELO ALVES ARAUJO,45-49,00:43:29,03:17:54,02:04:54,06:16:13
119,ANDRÉ WELLER,45-49,00:35:48,03:04:57,02:20:17,06:16:34
162,RONALDO AFONSO TOLEDO DE PAIVA,40-44,00:44:00,03:15:57,02:07:12,06:16:48
230,RAFAEL LIMA,35-39,00:40:01,03:15:42,02:13:08,06:16:49
231,KAÊ THURLER,35-39,00:36:18,03:04:17,02:27:45,06:17:26
29,REINALDO MIGUEL GOMES,50-54,00:47:43,03:15:37,02:06:13,06:17:27
67,RAFAEL LEITE DA SILVA,25-29,00:49:53,02:57:13,02:20:28,06:17:27
Pos,Nome,Categ,Swim,Bike,Run,Total
120,FERNANDO VIGGIANO,45-49,00:38:30,03:14:32,02:08:36,06:17:27
30,FRANK RUDIGER,50-54,00:38:26,03:01:51,02:20:25,06:17:38
157,MARCELO VARELA,30-34,00:48:25,03:10:31,02:05:15,06:17:53
233,LUIZ HENRIQUE DA CHAGAS,35-39,00:38:13,03:23:28,02:06:11,06:18:13
164,GUSTAVO LEIVAS DEVOTO,40-44,00:36:30,03:13:24,02:15:14,06:18:16
158,THIAGO CAVALCANTI,30-34,00:43:39,03:21:28,02:02:57,06:18:17
31,MARCELO VERISSIMO DE MELLO,50-54,00:33:12,03:27:17,02:07:10,06:18:55
122,MARCOS ALVES,45-49,00:33:23,03:06:06,02:28:40,06:18:58
28,DEBORA GUIMARAES SOUSA,30-34,00:31:57,03:30:24,02:07:50,06:19:00
165,RICARDO GUIDI,40-44,00:38:12,03:11:48,02:15:39,06:19:11
234,MAURICIO PAZ,35-39,00:36:28,03:20:14,02:11:40,06:19:14
235,JOAO HUEB,35-39,00:36:35,03:16:05,02:09:32,06:19:26
166,FELIPE OLIVEIRA,40-44,00:36:11,03:04:08,02:26:55,06:19:59
236,FREDERICO VIANNA AMARAL DE SOUZA CRUZ,35-39,00:45:31,03:13:02,02:03:03,06:20:00
167,MARIO JOSE NEVARES CADENGUE,40-44,00:36:36,03:03:39,02:26:21,06:20:09
32,JULIO SOARES,50-54,00:37:10,03:06:40,02:27:55,06:20:31
124,MARCO AURÉLIO RAMOS PEREIRA,45-49,00:45:08,03:21:24,02:00:04,06:20:40
168,JOSÉ COSTA,40-44,00:40:38,03:12:48,02:13:38,06:20:47
160,CAIO VAN DEURSEN,30-34,00:35:45,03:22:02,02:06:33,06:20:56
125,JOSÉ WALDEZ GUIMARÃES JÚNIOR,45-49,00:40:39,03:18:06,02:08:51,06:21:18
68,VINICIUS BARBARESCO,25-29,01:02:09,03:06:02,01:55:04,06:21:20
169,RAMON CARLOS MACHADO,40-44,00:41:27,03:28:44,01:58:53,06:21:36
239,ANDERSON NAZARIO,35-39,00:42:50,03:05:22,02:20:00,06:21:37
5,LARISSA MAGALHÃES DE ALCANTARA CRUZ,18-24,00:40:37,03:28:56,02:04:30,06:21:55
29,MAYARA CANTO CORREA LIMA,30-34,00:36:46,03:13:27,02:23:21,06:22:04
161,BRUNO TOLEDO,30-34,00:46:15,03:17:48,02:01:11,06:22:17
240,PAULO SCHMIDT PIMENTEL,35-39,00:42:33,03:04:44,02:22:04,06:22:29
241,EDUARDO CARVALHO,35-39,00:36:13,03:08:29,02:24:58,06:23:00
170,MARCIO TAMURA,40-44,--:--:--,--:--:--,02:18:18,06:23:14
33,MARCELO DE OLIVEIRA  HIRGA,50-54,00:37:37,03:16:10,02:17:15,06:23:22
Pos,Nome,Categ,Swim,Bike,Run,Total
243,OCTAVIO AUGUSTO CARNEIRO PEREIRA,35-39,00:33:48,03:10:40,02:28:13,06:23:28
126,RODRIGO NASCIMENTO,45-49,00:38:26,02:55:12,02:36:40,06:23:35
162,FABIO NASCIMENTO BRANDÃO,30-34,00:41:32,03:25:45,02:05:01,06:23:44
30,VERIDIANA DOS SANTOS DE ARAUJO,30-34,00:44:42,03:10:34,02:18:56,06:23:55
31,DEBORA TERRIBILLI DA COSTA,30-34,00:38:54,03:18:13,02:14:35,06:24:08
244,RICARDO DE MOURA MARTINS,35-39,00:43:15,03:21:42,02:10:30,06:24:45
127,BRUNO DE SANTANA SILVA,45-49,00:46:12,03:04:41,02:22:37,06:24:50
15,LAWRENE GONZALEZ,40-44,00:44:30,03:16:27,02:11:28,06:25:03
32,TATIANE GOMES FERREIRA,30-34,00:40:58,03:49:10,01:48:57,06:25:39
36,ANTONIO CARLOS DE LIMA,50-54,00:52:52,03:08:39,02:13:49,06:25:44
245,DORIVAL THORP,35-39,00:44:11,03:13:36,02:19:08,06:25:54
246,IDEMAR FELIX,35-39,00:38:38,03:23:40,02:09:22,06:26:07
6,JULIANA FUENTES,18-24,00:47:17,03:12:38,02:17:46,06:26:23
16,ROSECLER OLIVEIRA AMORIM DA COSTA,40-44,00:47:22,03:12:27,02:17:40,06:26:23
17,THAIS MOURA,40-44,00:39:58,03:30:53,02:06:08,06:26:30
69,RENAN CREMONESI,25-29,00:41:11,03:05:47,02:29:48,06:26:54
247,FELIPE MAZZINI,35-39,00:36:04,03:05:29,02:30:11,06:27:04
70,VICTOR DA SILVA SIERRA FERNANDEZ,25-29,00:35:29,03:14:40,02:23:08,06:27:15
171,ALESSANDRO PINTO,40-44,00:38:04,03:13:00,02:25:17,06:27:16
71,BRUNO HENRIQUE SILVA,25-29,00:53:41,03:06:36,02:15:51,06:27:35
18,ELISANGELA TORIGOE,40-44,00:43:00,03:21:20,02:13:44,06:27:38
163,BRUNO MARCHINI,30-34,00:37:34,03:05:11,02:36:49,06:27:44
128,VICTOR CANONGIA MOURA,45-49,00:35:51,03:12:43,02:31:09,06:27:58
248,ALEXANDRO LUCAS DE ALMEIDA,35-39,00:44:31,03:28:17,02:06:20,06:28:01
33,PRISCILA NOVELLO,30-34,00:45:44,03:12:24,02:13:11,06:28:03
173,NELIO SANTOS DIAS MAZARAK,40-44,00:36:14,03:06:27,02:35:58,06:28:13
174,MARCELO CORREIA DE MELLO,40-44,00:56:53,03:32:07,01:45:45,06:28:15
164,LEONARDO RODRIGUES LIMA,30-34,00:49:46,02:59:50,02:29:53,06:28:41
34,MARA FLAVIA SOUZA ARAUJO,30-34,00:56:50,03:10:41,02:09:03,06:28:42
249,RICARDO SARTORIO,35-39,00:46:46,03:09:59,02:21:22,06:28:55
Pos,Nome,Categ,Swim,Bike,Run,Total
250,CIRO PEREIRA GONÇALVES,35-39,00:46:52,03:30:49,01:56:57,06:29:07
175,FELIPE LEITE,40-44,00:41:06,03:15:22,02:20:39,06:30:13
35,RACHEL TAVARES,30-34,00:36:52,03:44:28,02:00:53,06:30:19
19,IZABELA VILARDO,40-44,00:43:16,03:19:56,02:16:03,06:30:23
176,KLEBER HENRIQUE GONÇALVES,40-44,00:43:53,03:12:41,02:21:41,06:30:42
253,ALDO TOLEDO JUNIOR,35-39,00:45:26,03:17:33,02:16:50,06:31:22
2,ADELI MENDES DE GAVINA,55-59,--:--:--,--:--:--,--:--:--,06:31:27
72,EDUARDO FELIPE ESPÍNDOLA STÜPP,25-29,00:44:19,03:07:21,02:30:05,06:31:44
36,JOANA PONTES OLIVEIRA,30-34,00:39:14,03:22:58,02:19:34,06:32:00
165,JORGE KORT,30-34,00:36:51,03:19:50,02:24:05,06:32:17
38,RICARDO SOUZA,50-54,00:48:14,03:15:59,02:21:01,06:32:44
255,MIGUEL MEDEIROS,35-39,00:44:39,03:15:51,02:20:14,06:32:48
177,MARCELO PERES GOMES,40-44,00:46:48,03:23:22,02:12:38,06:32:54
129,ALEX SEIKEN  MASSUTANI,45-49,00:46:55,03:06:52,02:27:25,06:32:57
166,TIAGO OCANHA,30-34,00:40:49,03:36:26,02:05:50,06:33:11
39,MARIO ISSA,50-54,00:42:12,03:01:53,02:40:28,06:33:23
178,PAULO MALDI DE GODOY,40-44,00:29:46,03:16:10,02:35:22,06:33:24
179,GUILHERME GOUVEA,40-44,00:52:26,03:12:35,02:13:01,06:33:32
20,ALESSANDRA OLIVEIRA,40-44,00:40:21,03:40:07,01:59:29,06:33:34
21,SIMONE SIEBRA ZUWICK,40-44,00:38:12,03:24:42,02:16:02,06:34:29
167,CARLOS EDUARDO ROTHIER,30-34,00:44:25,03:14:44,02:10:08,06:34:35
24,EDSON OLIVEIRA,55-59,00:47:35,03:09:54,02:25:30,06:35:06
132,DAN YAMAMURA,45-49,00:38:30,03:06:55,02:43:58,06:35:23
25,ENIO FRAGA DA SILVA,55-59,00:33:25,02:58:34,02:53:35,06:35:34
180,RICARDO CUBA,40-44,00:53:01,03:15:34,02:09:58,06:35:36
181,MAURO ABDALLA,40-44,00:34:51,03:27:35,02:24:02,06:35:57
37,MARIANA CASTELO,35-39,00:45:47,03:12:12,02:28:18,06:36:01
22,PRISCILA ARAUJO,40-44,00:43:01,03:11:27,02:27:29,06:36:16
37,MONICA MARUYAMA,30-34,00:49:02,03:13:12,02:26:08,06:36:48
134,FREDERICO KASTRUP,45-49,00:39:21,03:06:31,02:41:28,06:36:55
Pos,Nome,Categ,Swim,Bike,Run,Total
23,CARLOS JOSE MENEZES SILVA,40-44,00:48:58,03:15:15,02:22:20,06:36:56
11,LUCIANA THAIS PILZ,25-29,00:48:44,03:20:02,02:18:35,06:36:56
4,ROSANGELA SANTOS,55-59,00:51:29,03:28:01,02:09:07,06:37:09
168,WALLACE DA COSTA KASPRZYKOWSKI,30-34,00:42:59,03:27:57,02:03:47,06:37:15
257,MARCELO CANEVELLO FERREIRA,35-39,00:38:09,03:31:42,02:20:44,06:37:50
26,FRANCISCO MONTEIRO,55-59,00:38:07,02:52:21,02:56:58,06:38:10
182,RAMMON PEREIRA,40-44,00:36:30,03:15:19,02:36:14,06:38:16
38,PAULA MAKAROV,35-39,00:43:48,03:30:53,02:15:13,06:39:23
259,DANIEL BENTES,35-39,00:37:41,03:15:21,02:31:46,06:39:24
169,JONAS CORREIA,30-34,00:44:03,03:05:51,02:42:38,06:39:28
24,SUSANA BARREIROS FURTADO DIAS,40-44,00:41:05,03:17:17,02:29:33,06:39:54
260,BRUNO SANTOS DE OLIVEIRA,35-39,00:38:39,02:47:35,03:05:03,06:39:59
261,ALEXANDRE DUARTE,35-39,00:45:04,03:21:43,02:19:17,06:40:01
41,ANTONIO VELLOSO,50-54,00:44:35,03:27:40,02:16:24,06:40:08
39,SARA ABRAHÃO,35-39,00:50:51,03:31:06,02:05:06,06:40:14
262,RICARDO LUZ,35-39,00:48:14,03:29:04,02:08:14,06:40:15
7,ANGELA KUSMA,50-54,00:48:40,03:17:21,02:23:00,06:40:59
40,FERNANDA SILVA,35-39,00:35:33,03:26:26,02:26:08,06:41:06
2,LEONARDO CURVELO,C,00:40:26,03:23:55,02:25:35,06:41:17
170,DIEGO GOMES,30-34,00:37:40,03:33:29,02:17:50,06:42:51
263,LUIZ PENHA,35-39,00:38:16,03:15:13,02:41:35,06:42:57
264,JOÃO ROBERTO CAETANO JUNIOR,35-39,00:39:33,03:23:38,02:28:49,06:43:20
74,PATRICK BULUS,25-29,00:35:45,03:31:17,02:02:57,06:43:24
76,LUCAS DE JESUS,25-29,00:41:41,03:45:02,02:06:29,06:43:40
265,DANIEL GOMES,35-39,00:34:42,03:37:26,02:17:18,06:43:47
136,EDUARDO REIBSCHEID,45-49,00:35:05,03:29:19,02:26:46,06:43:48
1,JUAN ANTONIO,65-69,00:39:25,03:17:04,02:33:25,06:43:55
77,VITOR JORGE,25-29,00:37:47,03:38:14,02:16:36,06:44:08
266,JAMES FERRETTI STEIN,35-39,00:40:36,03:10:04,02:41:11,06:44:34
78,GABRIEL DINIZ ALMEIDA,25-29,00:39:53,03:30:58,02:21:29,06:44:41
Pos,Nome,Categ,Swim,Bike,Run,Total
267,FERNANDO HENRIQUE DE FREITAS DUARTE,35-39,00:43:36,03:37:00,02:10:51,06:45:16
41,JANAINA CARNEIRO,35-39,00:50:59,03:19:58,02:24:11,06:45:18
268,ANTONIO CARNEIRO,35-39,00:43:06,03:21:45,02:21:41,06:45:34
183,ANDRÉ HOSTALÁCIO FREITAS,40-44,00:35:23,03:13:41,02:39:37,06:45:41
79,RAFAEL AUGUSTO GALANTE MATHIAS,25-29,00:42:07,03:30:32,02:18:03,06:45:51
171,GILSON DE PAULA,30-34,00:42:28,03:09:12,02:43:33,06:45:54
184,WALMIR LOPES CAMPOS,40-44,00:38:00,03:27:00,02:27:52,06:46:00
269,IGOR CURSI,35-39,00:44:12,03:07:53,02:33:58,06:46:34
14,RAPHAEL MACHADO,18-24,00:28:01,03:06:32,03:03:56,06:46:45
185,GUSTAVO FAOUR,40-44,00:36:06,03:24:13,02:30:34,06:47:07
172,MIGUEL DE SOUZA ESTEVES,30-34,00:43:38,03:23:38,02:31:08,06:47:14
270,ANDRE DOS SANTOS LOPES,35-39,00:48:30,03:44:11,02:05:30,06:47:25
173,EDUARDO CASTRO,30-34,00:35:59,03:42:22,02:17:54,06:47:29
174,BRUNO ROMA,30-34,00:49:17,03:09:31,02:32:51,06:47:39
44,CARLOS SANTOS,50-54,00:44:27,03:21:21,02:27:52,06:47:54
271,VINICIUS PICKLER AMARAL,35-39,00:46:31,03:20:50,02:22:06,06:48:04
186,DEYVISSON BASTOS,40-44,00:51:26,03:12:04,02:28:23,06:48:09
175,RUY FACHINI NETO,30-34,00:35:21,02:44:45,03:21:29,06:48:48
272,RODRIGO RAMOS,35-39,00:41:58,03:34:37,02:19:31,06:49:37
187,ERIC COSTA,40-44,00:35:43,03:15:56,02:43:44,06:49:47
188,LUIZ PAULO ALAMBERT,40-44,00:29:48,03:20:49,02:45:23,06:50:02
273,LEANDRO LENTINE,35-39,00:41:07,03:14:41,02:42:52,06:50:07
42,ELIANA MELLO VILLAS BOAS,35-39,00:37:38,03:14:39,02:50:23,06:50:21
176,THIAGO EICHENBERG,30-34,00:40:57,03:07:52,02:47:54,06:50:25
9,PAOLA DE GARA  GERONIMI,50-54,00:46:59,03:10:49,--:--:--,06:50:34
177,BRENO GANDOLFI,30-34,00:29:15,02:57:21,03:14:05,06:50:34
137,ROGERIO TSUKUDA,45-49,00:40:17,03:33:48,02:21:46,06:50:34
274,ALEX LUZ,35-39,00:42:58,03:16:47,02:38:27,06:50:38
275,MARCOS GIACOMELLI POLETTO,35-39,00:43:37,03:15:12,02:38:46,06:50:50
38,MONIQUE RUFFI,30-34,00:45:01,03:44:41,02:04:26,06:50:52
Pos,Nome,Categ,Swim,Bike,Run,Total
276,CARLOS MARTINS,35-39,00:45:22,03:32:12,02:19:08,06:50:53
138,FERNANDO MARINHO,45-49,00:42:19,03:06:47,02:53:31,06:51:01
25,LUCIANA MOCCO,40-44,00:36:43,03:14:33,02:49:51,06:51:13
