Pos,Nome,Pais,Swim,Bike,Run,Total
1,DANIELLE MACK,,01:02:52,05:10:55,03:31:32,09:50:03
2,SHIAO-YU LI,,01:06:04,05:13:07,03:45:41,10:10:43
3,KATHARINA GROHMANN,,01:09:39,05:06:53,03:59:01,10:21:10
4,JANA CANDOVA,,01:08:59,05:31:44,04:03:34,10:50:04
5,STEF PUSZKA,,01:05:19,05:41:42,04:34:24,11:27:11
6,EMI SAKAI,,01:09:49,06:20:36,04:01:45,11:37:51
7,ALI FITCH,,01:01:15,06:11:20,05:23:33,12:42:58
