Pos,Nome,Categ,Swim,Bike,Run,Total
22,JOSE CARLOS JUNIOR TOZELLI,45-49,00:45:29,02:50:42,01:36:53,05:22:57
97,EUSTAQUIO PEREIRA,35-39,00:40:24,02:42:58,01:50:05,05:23:01
23,ALEXSANDER STANISCI,45-49,00:41:49,02:48:35,01:42:23,05:23:04
98,HEBERT COSTA,35-39,00:39:19,02:46:16,01:49:29,05:23:05
98,PAOLO FARRIS,35-39,00:37:36,02:48:04,01:50:15,05:23:05
100,FELIPE STEINER,35-39,00:40:15,02:48:02,01:45:48,05:23:09
24,CARLOS EDUARDO  SOUZA,45-49,00:30:30,02:45:52,01:59:31,05:23:30
68,EDUARDO DE CARVALHO ANTUNES,30-34,00:33:02,02:51:57,01:52:53,05:23:33
101,EDER PAULO VIEIRA MAETA,35-39,00:40:36,02:47:48,01:46:32,05:23:33
102,RODRIGO FERNANDEZ,35-39,00:39:18,02:38:58,01:58:55,05:23:43
103,ROBERTO SILVA,35-39,00:37:48,02:49:49,01:50:37,05:23:55
59,ROGERIO DE QUEIROZ,40-44,00:41:19,02:50:57,01:42:11,05:24:02
70,ROMULO NASCIMENTO,30-34,00:31:37,03:11:00,01:34:42,05:24:05
12,LUIZ FERNANDO BARBOSA MANDICO,18-24,00:37:43,03:00:54,01:35:26,05:24:08
25,LUIZ LEAO,25-29,00:35:29,02:51:24,01:44:50,05:24:08
25,FABIO GUSMÃO THOMAZ DE AQUINO,45-49,00:34:05,02:47:35,01:53:37,05:24:16
104,EDUARDO HAIDAR,35-39,00:38:54,02:43:54,01:46:00,05:24:16
26,CAIO INACIO,25-29,00:27:22,02:47:46,02:04:39,05:24:23
27,RAPHAEL RIBEIRO,25-29,00:42:26,02:48:36,01:45:18,05:24:26
71,PAULO PRADO,30-34,00:41:02,02:52:36,01:41:53,05:24:27
105,MICHELL BARBOSA PEIXOTO,35-39,00:40:58,02:35:19,01:56:48,05:24:39
106,FABRICIO GUSTAVO SALFER DA CUNHA,35-39,00:45:01,02:42:56,01:50:01,05:24:41
107,FELIPE MAURICIO FRANCO,35-39,00:36:54,02:45:49,01:55:24,05:24:42
60,CARLOS CAMPOS,40-44,00:30:59,02:48:07,01:54:47,05:24:57
108,EDUARDO FERREIRA CERQUEIRA,35-39,00:35:29,02:44:10,01:56:32,05:25:03
109,LUIZ CARVALHO,35-39,00:31:00,03:06:47,01:40:50,05:25:10
28,VITOR ABRAAO BONFIM MATOS NUNES,25-29,00:38:20,02:56:00,01:36:42,05:25:12
Pos,Nome,Categ,Swim,Bike,Run,Total
9,MARIANA RAMIREZ FORTUNA,35-39,00:41:26,02:55:04,01:38:43,05:25:14
2,JESSICA MOREIRA BATISTA,45-49,00:37:36,02:55:11,01:46:48,05:25:15
72,RONAN WAEGER RAPOSO,30-34,00:30:04,02:49:55,02:00:03,05:25:19
29,RAFAEL BELLIZIA AMARAL,25-29,00:32:14,02:50:24,01:57:02,05:25:24
111,DAVID BODINI,35-39,00:37:56,02:42:45,01:56:38,05:26:14
73,LUIZ PRADO BASTOS TELLECHEA,30-34,00:37:57,02:49:46,01:47:50,05:26:15
74,GUIDO BRUNELLI,30-34,00:37:12,03:00:24,01:40:42,05:26:32
76,GUILHERME RODRIGUES,30-34,00:46:47,02:51:20,01:37:53,05:26:48
112,ADENILSON BRAZ,35-39,00:37:08,02:36:57,02:06:12,05:27:06
26,WANDER GLOVINSKY,45-49,00:32:27,02:40:40,02:05:03,05:27:16
10,PATRICIA PEIXOTO SIMON,35-39,00:33:12,02:55:24,01:51:48,05:27:33
113,GABRIEL SAUD,35-39,00:36:24,-16:56:40,01:51:58,05:27:33
114,BRUNO BARJUD,35-39,00:42:31,02:48:51,01:47:21,05:27:37
61,GUILHERME  BERNERT ,40-44,00:35:31,02:49:48,01:53:12,05:27:41
61,REINALDO CARINHANHA,40-44,00:43:55,02:44:53,01:50:26,05:27:41
78,GABRIEL LUIZ DE MENDONÇA AUGUSTO,30-34,00:42:48,02:44:11,01:50:13,05:28:00
4,XAN FIGUEIREDO,40-44,00:38:49,02:54:15,01:47:09,05:28:11
30,LUCAS RAFAEL PIRES DE SOUZA,25-29,00:37:10,02:45:26,01:56:18,05:28:12
6,ISADORA JEHA,30-34,00:42:43,03:01:29,01:36:58,05:28:17
115,LUIZ GIURNO,35-39,00:42:13,02:47:41,01:44:42,05:28:19
116,FABIO DIAS,35-39,00:39:04,02:38:29,02:03:53,05:28:30
63,RAFAEL VIEIRA,40-44,00:38:59,02:51:22,01:48:55,05:28:43
28,JOSE VILLANOVA,45-49,00:36:05,02:50:23,01:53:40,05:28:43
117,ALMIR LEMES JUNIOR,35-39,00:41:18,02:41:57,01:55:29,05:28:44
118,HENRIQUE ALVES,35-39,00:35:27,02:39:16,02:00:48,05:28:48
29,RICARDO ARAUJO,45-49,00:34:00,02:48:41,01:57:31,05:28:52
119,DIOGO CASTILHO,35-39,00:31:22,02:49:11,01:58:58,05:29:17
64,MARCO ANTONIO GALDEANO,40-44,00:36:40,02:53:40,01:48:03,05:29:20
30,ALESSANDRO FELIX,45-49,00:45:59,02:45:05,01:44:06,05:29:22
120,RAFAEL FERRAZ MARTINS,35-39,00:36:29,02:57:29,01:48:39,05:29:28
Pos,Nome,Categ,Swim,Bike,Run,Total
80,GUILHERME FREIRE,30-34,00:35:14,02:47:18,01:59:29,05:29:38
121,GEOVANI E GIANE MIRANDA,35-39,00:41:17,02:39:27,01:56:24,05:29:46
11,FERNANDA STRANG,35-39,00:32:59,02:44:27,02:06:19,05:29:48
81,DAVI BARBOSA DE ALBUQUERQUE,30-34,00:47:21,02:44:33,01:46:06,05:29:49
122,RODRIGO TEIXEIRA CLETO,35-39,00:38:08,02:48:18,01:52:46,05:29:56
123,CEZAR MACHADO,35-39,00:45:16,02:48:32,01:48:51,05:30:01
65,DANILO CASABONA,40-44,00:36:08,02:49:11,01:56:33,05:30:03
13,MARCELO MALTA PEPE GONZAGA,18-24,00:32:21,02:52:00,01:58:12,05:30:08
66,JULIANO LIMA,40-44,00:38:01,02:55:01,01:46:25,05:30:11
125,FERNANDO ARAUJO,35-39,00:36:00,02:54:10,01:54:18,05:30:16
2,CAMILA VASONE,25-29,00:37:34,02:52:13,01:53:03,05:30:16
126,GEORGE EARP,35-39,00:34:14,02:51:12,01:53:48,05:30:20
83,FELIPE LACERDA,30-34,00:36:52,02:57:25,01:48:47,05:30:22
127,DANIEL IENO,35-39,00:38:26,02:49:22,01:53:42,05:30:29
84,ARTHUR FARIA,30-34,00:29:45,02:46:37,02:06:23,05:30:40
67,EDUARDO GUILHON ARAUJO,40-44,00:35:31,03:00:10,01:45:42,05:30:41
68,KLAY TOBER SANTAROSA,40-44,00:36:52,02:46:03,01:57:17,05:30:44
85,FERNANDO IAZZETTA,30-34,00:36:17,02:48:26,01:58:51,05:30:46
32,SILVIO CESAR SHERVENINAS,45-49,00:38:00,02:46:59,01:56:53,05:30:48
33,JOSE RAIMUNDO RIBERIO DOS REIS,45-49,00:38:02,02:52:34,01:42:35,05:30:51
128,EDUARDO JULIO,35-39,00:45:26,02:38:06,01:59:53,05:30:56
86,MARCOS LIXA,30-34,00:41:07,02:48:40,01:48:32,05:31:09
7,RAFAELA LOPES,30-34,00:37:32,02:55:37,01:51:39,05:31:14
5,CARLA ABRUNHOSA,40-44,00:35:50,02:57:46,01:51:58,05:31:28
3,MONIQUE GOMES DE ARAUJO,25-29,00:35:54,02:54:54,01:55:22,05:31:31
130,THIAGO SOUZA SALVIANO,35-39,00:47:47,02:45:46,01:44:15,05:31:31
14,AUGUSTO AFFONSO AREIAS JUNIOR,50-54,00:35:47,02:43:18,02:05:14,05:31:36
131,LAMARTINE SOARES,35-39,--:--:--,--:--:--,--:--:--,05:31:49
4,GRACIEMA BERTOLETTI,45-49,00:39:03,02:58:09,01:47:13,05:31:52
87,DOUGLAS CRISTIANO ALVES,30-34,00:36:35,02:59:49,01:47:05,05:31:57
Pos,Nome,Categ,Swim,Bike,Run,Total
69,FABIO RODRIGUES PLANAS,40-44,00:31:10,02:46:22,02:05:30,05:31:57
12,GALAH SANZ,35-39,00:39:08,02:55:32,01:48:55,05:32:00
132,ARMANDO LEITE,35-39,00:40:39,02:55:48,01:49:07,05:32:07
31,BRUNO BERGAMO,25-29,00:40:33,02:58:49,01:42:20,05:32:09
88,ANDREW HANCOCK,30-34,00:41:00,02:48:57,01:51:34,05:32:09
89,CARLOS BERTONI,30-34,00:40:12,02:47:41,01:55:20,05:32:13
133,RODRIGO GIROLLA,35-39,00:42:25,02:46:29,01:50:33,05:32:13
70,CHRISTIANO BERNARDI,40-44,00:37:14,02:42:10,02:04:39,05:32:19
134,ANDRE TAMASAUSKAS,35-39,00:35:28,02:44:06,01:59:51,05:32:26
34,ALEXANDRE DE BARROS PERDAO,45-49,00:29:44,02:47:03,02:08:07,05:32:30
15,ADALBERTO SPIER,50-54,00:40:46,02:43:20,02:02:30,05:32:32
90,THIAGO DE ALMEIDA RIBEIRO PESTANA,30-34,00:30:27,03:02:53,01:53:46,05:33:03
71,ALEXANDRE VASCONCELLOS,40-44,00:33:31,02:43:07,02:08:26,05:33:06
91,FERNANDO CESAR DE SOUZA JUNIOR,30-34,00:40:44,02:58:53,01:40:05,05:33:10
72,OSWALDO LUIS MASSOCA SONSINI,40-44,00:37:44,02:50:49,01:55:15,05:33:10
73,ADILSON MARMORI,40-44,00:40:03,02:51:31,01:51:51,05:33:11
136,FABIO QUEIROZ,35-39,00:33:28,02:53:55,02:00:00,05:33:17
92,DIMITRIUS FABIANO MORTARELI,30-34,00:33:40,02:42:39,02:11:01,05:33:20
74,PABLO DUTRA MARTUSCELLI,40-44,00:44:32,02:50:57,01:49:18,05:33:25
16,ARI DE BRITO JUNIOR,50-54,00:37:54,02:47:59,01:59:32,05:33:40
8,JULIANA CALCENA,30-34,00:39:25,02:52:36,01:53:54,05:34:05
93,GABRIEL BORGES DE VASCONCELOS,30-34,00:34:33,02:46:52,02:06:25,05:34:28
94,MARCELO DA SILVA BRAGA,30-34,00:46:46,02:44:45,01:51:04,05:34:43
14,VICTOR ZABAN BITTENCOURT,18-24,00:33:46,02:55:15,01:57:46,05:34:46
75,OCTAVIO CUNHA,40-44,00:32:52,02:55:28,01:55:56,05:34:51
76,ISAIAS ROBSON LOURENCO,40-44,00:42:22,02:42:28,02:03:00,05:34:57
137,RUI DE OLIVEIRA BARBOSA,35-39,00:37:06,02:46:14,01:56:05,05:35:12
13,ANA LUCIA SIQUEIRA MALAGODI,35-39,00:37:19,02:59:19,01:52:48,05:35:22
95,VINICIUS CAMARGO SANTOS,30-34,00:34:43,02:49:08,02:04:35,05:35:30
32,LEONARDO VIEIRA DE OLIVEIRA,25-29,00:43:05,02:58:36,01:45:25,05:35:31
Pos,Nome,Categ,Swim,Bike,Run,Total
138,FABRICIO NAKAO,35-39,00:38:54,02:52:11,01:56:35,05:35:36
17,MARCELO AUGUSTO DE OLIVEIRA FILHO,50-54,00:36:16,02:56:35,01:53:54,05:35:38
139,MARCELO FRANCA,35-39,00:38:21,02:58:32,01:46:30,05:35:47
77,JEFERSON PASSOS PEREIRA,40-44,00:36:39,03:05:19,01:41:38,05:35:50
78,MARCELO PERAL,40-44,00:42:33,02:57:08,01:45:44,05:35:54
1,ANA SILVIA PALLER,50-54,00:37:08,02:49:38,01:58:40,05:35:58
38,ROGERIO SANTOS,45-49,00:43:14,02:43:56,02:01:33,05:35:58
96,ERASMO VIANA,30-34,00:44:47,02:50:51,01:46:54,05:36:09
140,NELSON SILVA LOPES,35-39,00:41:14,02:43:13,01:58:47,05:36:14
79,JEFFERSON YOSHIZUMI,40-44,00:36:44,02:45:56,02:05:45,05:36:14
97,AMAURI DOMINGUES,30-34,00:37:32,02:40:36,02:11:49,05:36:17
80,HENRIQUE CORE,40-44,00:39:38,02:49:14,01:50:19,05:36:25
141,VINICIUS FULANETE CORREA,35-39,00:35:32,02:44:13,02:08:54,05:36:30
82,NILTON LEITE,40-44,00:44:30,02:53:26,01:45:47,05:36:37
98,FABIO PIRES DOS REIS,30-34,00:41:55,02:47:01,01:57:20,05:36:43
142,RODRIGO VIEIRA TEIXEIRA,35-39,00:37:29,03:03:13,01:46:59,05:36:49
143,ALEXANDRO LUCAS DE ALMEIDA,35-39,00:45:38,--:--:--,--:--:--,05:36:55
144,BRUNO VARELLA,35-39,00:38:10,02:55:28,01:56:34,05:37:10
99,RAFAEL REIS,30-34,00:36:44,02:53:58,01:58:57,05:37:24
145,REGIS GONÇALVES,35-39,00:41:11,02:53:19,01:55:36,05:37:27
40,CLAUDIONEI RUSSI,45-49,00:44:55,02:48:06,01:57:13,05:37:27
7,ZANOTELLI DAVID,55-59,00:35:06,02:48:27,02:03:46,05:37:29
41,ELIEZER RIBEIRO ANTUNES JUNIOR,45-49,00:40:10,02:50:23,01:56:41,05:37:32
83,RICARDO DE CASTRO,40-44,00:38:52,02:55:28,01:52:10,05:37:33
33,MARCOS GOBATTI,25-29,00:31:02,02:53:49,02:06:26,05:37:34
146,RODRIGO AUGUSTO RAMOS RODRIGUES,35-39,00:37:35,02:53:02,01:59:42,05:37:35
147,BRUNO COLELLA,35-39,00:29:34,02:59:19,01:59:45,05:37:41
18,WITNEY JUNIOR,50-54,00:37:37,02:48:46,01:57:52,05:37:42
42,SANDRO PEREIRA,45-49,00:39:03,02:51:53,01:59:25,05:37:43
148,ROGER FARES,35-39,00:34:22,02:49:11,02:07:05,05:38:13
Pos,Nome,Categ,Swim,Bike,Run,Total
84,RODOLFO CHEDID,40-44,00:41:06,02:42:21,02:06:58,05:38:25
149,ANTONIO ZANGRANDI,35-39,00:44:37,02:51:27,01:54:42,05:38:40
150,ALAN AIRES LOPES,35-39,00:42:51,02:53:21,01:51:08,05:38:41
151,MAXWEL CAPSY BOGA RIBEIRO,35-39,00:38:24,02:50:47,02:03:02,05:38:44
152,DENIS BRAIDATTO,35-39,00:39:30,03:01:22,01:50:14,05:38:46
153,WISLANN DOS SANTOS,35-39,00:46:22,02:59:31,01:39:18,05:38:51
85,MARCIO AZEVEDO,40-44,00:37:58,02:49:11,02:02:59,05:38:56
6,SILVIA MION MITSUHASHI,40-44,00:38:37,02:54:40,01:58:17,05:38:59
86,MARCEL ANTONIALLI,40-44,00:39:56,02:47:59,02:01:32,05:39:16
154,FABIO RODRIGUES GUZZO,35-39,00:34:58,02:55:03,02:02:22,05:39:17
87,EDUARDO VAZ,40-44,00:38:51,02:52:25,01:55:02,05:39:19
88,CARLOS HENRIQUE MELO JUNIOR,40-44,00:38:47,02:53:07,01:52:24,05:39:27
100,LEONARDO DE PAULA BRANCALHAO DE OLIVEIRA,30-34,00:43:28,02:47:18,02:00:04,05:39:29
155,ALESSANDRO GUIMARAES,35-39,00:37:26,02:50:33,01:57:29,05:39:34
101,OSVALDO CARVALHO,30-34,00:33:16,02:54:33,02:03:22,05:39:35
34,LUCAS DA SILVEIRA MOTA,25-29,00:44:19,02:55:36,01:52:10,05:40:08
89,RODRIGO GUIMARAES DE OLIVEIRA,40-44,00:39:45,02:50:42,01:59:47,05:40:16
102,MARIO IVAN CAVALCANTE DE OLIVEIRA JUNIOR,30-34,00:36:43,02:52:29,02:04:06,05:40:49
43,VICTOR ALMEIDA,45-49,00:41:03,02:39:15,02:09:24,05:41:07
157,GABRIEL LEAL,35-39,00:31:38,02:55:26,02:03:16,05:41:29
90,LUCIANO BUZO,40-44,00:39:47,02:47:29,02:06:24,05:41:31
158,FABIO YANAGUITA,35-39,00:43:24,02:58:17,01:47:40,05:41:36
91,EVERTON JORDAO,40-44,00:43:10,02:45:33,02:07:03,05:41:54
103,AKIO EZAKI,30-34,00:48:59,02:45:39,01:57:57,05:41:58
92,LEANDRO GRANO,40-44,00:37:37,02:56:07,01:59:33,05:41:59
14,ISABELA CHEN,35-39,00:37:40,03:07:08,01:50:11,05:42:12
8,EDMAR ALVES MARTINS,55-59,00:40:40,02:52:22,01:57:57,05:42:16
93,ANDRE BARREIRA DA SILVA ROCHA,40-44,00:43:45,02:51:00,01:59:10,05:42:27
7,MARCELLA TCHEH,40-44,00:39:44,03:02:00,01:50:17,05:42:37
94,PAULO CEZAR MARINHO,40-44,00:39:52,02:47:06,01:59:28,05:42:43
Pos,Nome,Categ,Swim,Bike,Run,Total
159,BRENO FRANCO LOPES,35-39,00:42:29,02:44:51,02:03:42,05:42:44
104,LUIZ HENRIQUE PAULA PAIVA,30-34,00:40:51,02:46:38,02:03:21,05:42:45
95,ABILIO MARTINS JUNIOR MARTINS,40-44,00:44:26,-1.13:46:40,02:01:43,05:43:01
160,MARCELO ZANELLA SANVICENTE,35-39,00:39:30,02:58:33,01:49:21,05:43:07
105,MARCOS JOSE BUOSI,30-34,00:42:17,02:48:26,01:58:03,05:43:17
96,FABIO PESSANHA WAGNER DE BRITO,40-44,00:41:44,02:46:36,02:04:33,05:43:20
106,DIOGO JUNQUEIRA,30-34,00:31:35,03:12:20,01:49:05,05:43:21
97,FABIO RAMOS,40-44,00:37:53,02:46:28,02:09:17,05:43:23
98,MARCOS BAUMGART,40-44,00:38:45,02:43:08,02:10:37,05:43:44
161,RAFAEL RODRIGUES DO ESPIRITO SANTO,35-39,00:36:33,02:47:25,02:11:06,05:44:01
107,FREDY GEORGE GADOTTI,30-34,00:45:49,02:53:12,01:57:12,05:44:09
108,VICENZO QUIROZ,30-34,00:35:25,02:46:36,02:15:02,05:44:15
162,ANDERSON ASSUNCAO,35-39,00:38:58,02:53:43,02:01:16,05:44:17
19,JOSE ROBERTO PAPALEO,50-54,00:38:27,02:58:49,01:57:43,05:44:29
99,VANDERLEY RICARDO,40-44,00:41:04,02:57:15,01:55:45,05:44:42
100,JOSE SUDRE,40-44,00:37:49,02:45:18,02:14:13,05:44:46
109,RAFAEL OSCAR BARRETO,30-34,00:36:47,03:10:19,01:48:56,05:45:06
5,REBECA MARTINO,45-49,00:39:10,03:07:37,01:51:37,05:45:20
163,RONALDO TEODORO,35-39,00:37:11,02:51:42,02:07:58,05:45:24
46,MARCELO PASSOS DINIZ,45-49,00:42:10,02:55:47,01:58:34,05:45:29
164,RENATO DESIO,35-39,00:34:20,02:58:58,02:05:03,05:45:32
110,RAFAEL RAMOS BERNARDO,30-34,00:34:41,02:52:43,02:06:52,05:45:33
47,ADILSON GOMES DA COSTA,45-49,00:40:08,03:04:44,01:51:57,05:45:39
101,FABIO SOUZA,40-44,00:36:29,02:58:52,01:56:53,05:45:42
15,ANA CLAUDIA DO CARMO RODRIGUES,35-39,00:33:21,03:04:37,02:00:00,05:45:52
48,PAULO FERREIRA,45-49,00:37:08,02:48:17,02:13:20,05:46:03
2,HURSULA FORTKAMP,50-54,00:40:54,03:08:40,01:47:23,05:46:03
102,FERNANDO GALVAO,40-44,00:45:45,02:58:09,01:53:42,05:46:03
111,GEISON MOURA SILVA,30-34,00:36:17,02:56:52,01:57:42,05:46:12
112,GUILHERME TORRES,30-34,00:32:52,02:54:09,02:06:51,05:46:14
Pos,Nome,Categ,Swim,Bike,Run,Total
20,LEONARDO NEGREIROS,50-54,00:44:08,02:57:17,01:54:40,05:46:20
49,DAN YAMAMURA,45-49,00:39:22,02:49:02,02:11:24,05:46:21
8,PAOLA REBELATTO ALCÂNTARA,40-44,00:45:10,02:57:24,01:54:10,05:46:32
113,MICHEL GOTTLIEB,30-34,00:43:06,02:57:04,01:53:29,05:46:41
11,JULIA HEIDE RIBEIRO,30-34,00:40:10,03:08:16,01:49:58,05:46:44
50,LUIZ GERALDO MARTINS,45-49,00:38:14,03:01:20,01:57:56,05:46:50
114,DOUGLAS ESTEVES,30-34,00:47:18,02:55:18,01:57:31,05:46:52
166,ROBERTO MIQUELINO DE OLIVEIRA BECK,35-39,00:38:06,03:05:27,01:55:39,05:46:55
51,WILTER HUGO SILVA,45-49,00:41:23,02:48:03,02:10:12,05:47:05
36,LUIZ AUGUSTO ROSA FILHO,25-29,00:38:48,03:08:13,01:52:28,05:47:07
12,PRISCILA SILVESTRE,30-34,00:37:11,03:01:45,02:00:45,05:47:08
21,MARCELO LEAL,50-54,00:43:01,02:50:47,01:57:47,05:47:10
52,ADAILTON AGUIAR,45-49,00:38:04,02:46:12,02:14:12,05:47:13
167,JULIANO PAIVA MATOS,35-39,00:42:26,02:52:25,02:01:33,05:47:20
6,MARCIA AMARO MARQUES DE ALMEIDA,45-49,00:39:12,02:56:49,02:03:58,05:47:22
115,FELIPE ISTAMATI,30-34,00:34:18,02:53:38,02:09:55,05:47:27
169,ANDRE VILLELA,35-39,00:39:33,02:55:37,01:59:25,05:47:32
116,JOAO PAULO MOREIRA DINIZ,30-34,00:40:05,03:02:40,01:57:19,05:47:40
117,RAFAEL MELLO PEREIRA,30-34,00:36:43,02:52:13,02:09:48,05:47:44
54,SERGIO BITTENCOURT,45-49,00:33:01,02:57:54,02:08:23,05:47:54
103,SANDRO MITSUHASHI,40-44,00:43:05,02:57:03,02:00:38,05:48:04
22,NELSON MUNHOZ JR,50-54,00:40:30,03:00:22,01:57:55,05:48:04
118,AIRTON SILVA,30-34,00:46:17,02:47:59,02:03:46,05:48:16
4,ERIKA MAGRISSE,25-29,00:42:13,02:55:42,02:04:48,05:48:47
170,PAULO BIVAR,35-39,00:32:33,02:52:18,02:14:02,05:48:48
119,THIAGO MELO DO ESPIRITO SANTO,30-34,00:49:57,02:56:05,01:50:23,05:48:56
9,LEILA MARIA DE AZEREDO SANTANA,40-44,00:42:38,03:04:26,01:50:46,05:49:12
23,JOSE NETTO,50-54,00:38:07,02:54:08,02:06:19,05:49:18
107,IVAN FRANCISCO KONESKI,40-44,00:34:17,03:16:09,01:50:19,05:49:21
108,WALDEMAR BUFFA FILHO,40-44,00:34:03,02:59:02,02:06:10,05:49:30
Pos,Nome,Categ,Swim,Bike,Run,Total
171,THIAGO VIDAL,35-39,00:35:24,03:11:34,01:52:21,05:49:39
109,OLDAIR BARBOSA,40-44,00:40:51,02:56:09,02:05:33,05:49:57
173,CAIO MOREALI,35-39,00:41:53,02:52:58,02:05:03,05:50:05
55,MARCELO GAIA OLIVEIRA,45-49,00:35:21,02:53:25,02:13:53,05:50:06
110,ROGERIO CRESCENCIO,40-44,00:45:46,-34.15:23:20,02:03:35,05:50:09
120,BRUNO PESTANA,30-34,00:35:51,02:38:23,02:28:48,05:50:21
16,ELISA BACELLAR DE SOUZA,35-39,00:31:24,02:58:02,02:11:52,05:50:27
111,RENATO  MANSO,40-44,00:37:49,02:42:46,02:23:50,05:50:35
17,CAMILA CRICOR CALAIGIAN,35-39,00:40:55,03:02:32,01:56:12,05:50:43
112,ROBERTO MACEDO,40-44,00:35:56,03:11:22,01:52:21,05:50:44
113,JOAO GUILHERME MODENESE,40-44,00:36:02,02:50:15,02:15:50,05:50:49
121,THIAGO GUIMARAES FERREIRA DA COSTA,30-34,00:39:13,02:54:15,02:08:40,05:50:51
174,BRUNO RUGGI,35-39,00:34:34,03:10:39,01:57:04,05:51:06
174,OSMAR WORM FILHO,35-39,00:40:33,02:48:32,02:13:22,05:51:06
37,RODRIGO FERRER,25-29,00:37:52,02:56:11,02:09:14,05:51:15
114,ANDRE MEIRELLES,40-44,00:36:17,02:51:35,02:13:20,05:51:18
115,MARCELO CASTRO,40-44,00:40:55,03:04:46,01:52:14,05:51:22
122,RENNE CAMPOS,30-34,00:39:31,03:03:14,01:58:10,05:51:28
176,CARLOS EDUARDO DI MONACO,35-39,00:39:42,03:01:15,01:59:49,05:51:31
24,MURILO LEITE,50-54,00:44:15,02:59:31,01:57:01,05:51:34
177,LEONARDO WERNECK DE CARVALHO,35-39,00:43:11,03:07:54,01:47:21,05:51:37
1,LEONARDO CURVELO,C,00:42:27,02:58:03,02:00:15,05:51:52
116,FRANCO LAGHETTO,40-44,00:37:33,02:54:31,02:07:01,05:51:57
10,ROBERTO NISHIKAWA,55-59,00:38:48,02:57:21,02:04:02,05:52:01
25,LEONARDO DINIZ,50-54,00:35:03,02:57:41,02:09:15,05:52:07
178,MARCELO LEITE,35-39,00:38:11,02:59:34,02:04:10,05:52:08
179,FELIPE CRESTANI,35-39,00:37:53,02:56:15,02:09:51,05:52:14
117,ROBERTO VICTOR HEGG,40-44,00:40:41,02:58:56,02:03:34,05:52:26
18,AMANDA OLIVEIRA,35-39,00:34:08,03:06:36,02:05:19,05:52:37
26,JEAN REBETEZ,50-54,00:37:46,02:56:20,02:11:03,05:52:37
Pos,Nome,Categ,Swim,Bike,Run,Total
38,LUCAS MARCHI,25-29,00:37:25,02:46:17,02:18:35,05:52:39
180,EVANDRO MACENTE SASANO,35-39,00:39:25,02:57:42,02:07:12,05:52:40
123,JACSON RABELLO NATAL,30-34,00:36:22,02:49:45,02:17:50,05:52:40
118,ROMULO MARCZUK,40-44,00:46:09,03:00:40,01:49:32,05:52:41
181,VICTOR CAVALCANTE,35-39,00:34:48,03:07:32,01:58:39,05:52:49
119,CARLOS ALEXANDRE DA SILVA NETO,40-44,00:43:51,02:57:42,02:01:15,05:53:02
120,LEONARDO LOUREIRO,40-44,00:37:59,02:51:36,02:11:27,05:53:03
56,RICARDO MALACHIAS CICOLELO,45-49,00:41:30,02:56:04,02:06:15,05:53:03
57,GILMAR BATISTA,45-49,00:51:02,02:56:59,01:50:32,05:53:04
121,OSMAR SOUZA,40-44,00:38:12,02:52:07,02:14:27,05:53:29
182,DANILLO BARBIZAN,35-39,00:34:57,03:00:13,02:08:11,05:53:31
183,MARCELO MINTO,35-39,00:37:22,03:07:54,01:59:47,05:53:43
184,ALEX TURNES,35-39,00:41:11,02:49:44,02:14:23,05:53:46
122,LORENZO CARLO OLIVEIRA MOULIN,40-44,00:37:34,03:09:20,01:50:48,05:53:49
3,ANDREA LARANJEIRA,50-54,00:39:05,03:01:30,02:02:04,05:53:59
11,JUANITA AGOSTINI,40-44,00:42:11,03:04:08,01:59:34,05:54:10
13,ANDREA CABIANCA,30-34,00:37:08,03:01:43,02:07:44,05:54:15
5,CAMILA LEE,25-29,00:32:54,02:55:47,02:19:06,05:54:21
123,JULIO VENTURA,40-44,00:55:41,02:51:54,01:57:55,05:54:21
124,RODRIGO TOSTES,40-44,00:39:40,03:01:46,02:01:30,05:54:28
125,FRANCISCO EMANUEL DE SOUTO CRASTO JUNIOR,40-44,00:41:26,02:47:57,02:09:56,05:54:40
2,ANDRE LUIZ MACEDO,C,00:46:18,02:50:54,02:08:20,05:54:44
1,RUBENS AMARAL NETO,60-64,00:36:01,03:03:06,02:05:46,05:54:53
12,TATIANA LUEBKE,40-44,00:46:06,03:07:23,01:54:53,05:54:58
185,ADRIANO FRANCA,35-39,00:44:59,03:08:03,01:51:54,05:55:11
124,MIGUEL BOVO,30-34,00:38:31,02:55:31,02:12:01,05:55:23
5,RITA APPEZZATO,50-54,00:39:08,03:03:18,02:05:18,05:55:24
125,RICARDO GASPARINO RIBAS,30-34,00:40:23,02:59:56,02:04:50,05:55:28
39,GIORGIO SIMONETTI,25-29,00:38:04,02:54:59,02:08:39,05:55:35
186,JOSÉ AUGUSTO TOVAR,35-39,00:45:42,02:50:24,02:06:49,05:55:36
Pos,Nome,Categ,Swim,Bike,Run,Total
60,WALDYR LEITE,45-49,00:39:57,02:55:01,02:09:16,05:55:38
126,JOAO RICARDO,40-44,00:43:45,02:59:44,02:03:01,05:55:45
61,MARCELO MANSOLDO,45-49,00:46:01,03:00:55,02:01:00,05:55:46
40,THIAGO BUCK,25-29,00:44:48,02:53:05,02:08:59,05:55:49
126,MARCO CENCI,30-34,00:36:29,02:57:33,02:09:03,05:55:50
7,LETICIA LACROIX DE OLIVEIRA,45-49,00:42:24,02:54:59,02:10:47,05:55:57
127,RENATO CORDEIRO,40-44,00:43:25,03:09:25,01:53:50,05:56:00
