Pos,Nome,Categ,Swim,Bike,Run,Total
2,FELIPE CARVALHO DA SILVA BERGAMINI,25-29,00:29:42,02:33:17,01:30:38,04:38:52
10,FELIPE SILVA ALVAREZ,35-39,00:31:27,02:27:29,01:34:21,04:39:14
10,LEANDRO GRIPPO,30-34,00:30:03,02:32:10,01:31:59,04:39:29
1,VANESSA GIANINNI,35-39,00:27:52,02:35:09,01:31:44,04:39:35
11,RODRIGO FIGUEIREDO CANTAL,35-39,00:32:46,02:31:29,01:28:54,04:39:42
3,GUILHERME GRISI,25-29,00:29:39,02:37:14,01:26:38,04:39:44
2,ADRIANO GODOI,40-44,00:39:39,02:27:18,01:27:46,04:39:47
12,MARCELLO CALDAS NETTO,35-39,00:28:13,02:35:03,01:31:25,04:39:51
3,MARCELO ABDO,40-44,00:26:32,02:29:24,01:39:40,04:40:15
4,HENRIQUE PINEDA,40-44,00:31:16,02:30:11,01:34:19,04:40:30
3,RENATO CARVALHO,45-49,00:29:54,02:33:56,01:30:21,04:40:48
4,JAIRO PAULA PESSOA JUNIOR,25-29,00:27:30,02:34:21,01:34:27,04:41:18
11,VINICIUS DOMINGUES,30-34,00:33:25,02:28:04,01:35:04,04:41:34
5,AZARIAS FEITOSA JUNIOR,40-44,00:30:40,02:26:04,01:40:23,04:42:17
12,CARLOS DINIZ,30-34,00:34:57,02:34:04,01:27:46,04:42:19
13,LEANDRO VIEIRA,30-34,00:31:14,02:33:51,01:32:41,04:42:21
13,FABRICIO OLIVEIRA,35-39,00:34:26,02:27:30,01:35:07,04:42:49
14,RAFAEL PRESOTTO CORDEIRO,35-39,00:38:20,02:34:39,01:24:48,04:43:09
14,GEUSENIR JUNIOR,30-34,00:34:02,02:32:47,01:30:43,04:43:14
2,LUCAS DA COSTA SILVA,18-24,00:35:33,02:27:21,01:35:07,04:44:03
1,MARCIO FERREIRA,50-54,00:31:38,02:33:05,01:34:05,04:44:51
15,MARCOS GEBER ANDREAZZA,35-39,00:32:58,02:32:27,01:34:20,04:44:55
Pos,Nome,Categ,Swim,Bike,Run,Total
16,MARCOS RENÃ³,35-39,00:33:04,02:25:23,01:39:57,04:44:59
15,TIAGO FILIPPO,30-34,00:34:28,02:27:11,01:38:10,04:45:03
17,THIAGO SARDINHA,35-39,00:35:34,02:30:18,01:33:28,04:45:27
1,MARIA CECILIA CARVALHO,25-29,00:31:36,02:31:18,01:36:46,04:45:34
6,ROBERTO NITRINI,40-44,00:31:02,02:32:40,01:35:59,04:45:50
18,MAX DO VALE COSTA,35-39,00:36:10,02:28:46,01:33:57,04:45:51
7,CARLOS EDUARDO TABA,40-44,00:32:54,02:33:52,01:34:06,04:46:05
16,JOAO LEAL,30-34,00:33:21,02:25:30,01:41:01,04:46:29
17,YURI ISOGAI,30-34,00:37:40,02:27:59,01:36:18,04:46:35
3,ALBERTO FERREIRA NASCIMENTO PESTANA DA COSTA,18-24,00:36:08,02:35:30,01:27:18,04:46:49
19,LUCIANO ABREU,35-39,00:31:09,02:29:55,01:39:49,04:46:57
20,BERNARDO RIBEIRO,35-39,00:31:14,02:32:35,01:38:01,04:47:04
21,WAGNER SIQUEIRA ROMÃO R,35-39,00:30:11,02:32:59,01:39:15,04:47:06
18,DENIS REINERT,30-34,00:31:12,02:34:03,01:36:46,04:47:23
22,GELSON LUIZ PIERRE JUNIOR,35-39,00:33:22,02:35:55,01:32:34,04:47:37
6,FELIPE OHYA ARAUJO,25-29,00:31:53,02:28:10,01:41:09,04:48:08
4,MICHEL KLAUMANN CLARINDA,18-24,00:34:13,02:33:03,01:34:10,04:48:29
8,LUCIANO GOMES,40-44,00:35:03,02:30:32,01:37:16,04:48:32
23,MURILO BARIZON,35-39,00:31:15,02:33:21,01:38:00,04:48:47
24,JULIANO PEREIRA,35-39,00:35:51,02:26:23,01:39:48,04:49:06
25,RAFAEL NIRO TORQUATO ALVES,35-39,00:35:35,02:33:43,01:35:32,04:49:20
26,FABIO BARBAGLI,35-39,00:30:16,02:36:10,01:37:30,04:49:50
27,BRUNO XAVIER DE LIMA,35-39,00:38:15,02:33:45,01:31:22,04:49:53
19,RAFAEL RAMOS,30-34,00:28:53,02:40:07,01:36:16,04:49:56
28,SERGIO ALMEIDA JUNIOR,35-39,00:27:20,02:37:56,01:38:55,04:50:03
20,ANDRÉ YAMAMOTO,30-34,00:33:41,02:35:55,01:35:41,04:50:16
30,HEITOR MOREIRA,35-39,00:30:57,02:35:40,01:37:47,04:50:25
21,CAIO FOCACCIA,30-34,00:30:52,02:33:14,01:40:46,04:50:43
9,MAURICIO ANTONELLI LEHOCZKI,40-44,00:35:22,02:36:31,01:32:20,04:51:19
5,FABIO SAMPAIO GARCEZ RIBEIRO,18-24,00:35:13,02:34:29,01:35:45,04:51:25
Pos,Nome,Categ,Swim,Bike,Run,Total
2,LIVIA MENDES,35-39,00:33:56,02:38:55,01:34:09,04:51:29
7,RAPHAEL HENRIQUES,25-29,00:32:32,02:34:07,01:39:23,04:51:30
22,LUIS CARLOS RUIZ,30-34,00:39:12,02:31:00,01:34:59,04:51:57
31,ALEXANDRE FERREIRA,35-39,00:34:44,02:35:57,01:34:59,04:52:24
10,PEDRO BERREDO,40-44,00:29:29,02:26:47,01:50:42,04:52:30
32,ANDERSON  SOUZA,35-39,00:35:21,02:36:15,01:34:58,04:52:31
23,GUSTAVO TAVEIRA,30-34,00:26:54,02:37:57,01:42:58,04:52:37
8,JOAO VICENTE GONCALVES ROCHA,25-29,00:30:50,02:33:32,01:42:21,04:53:04
33,FERNANDO CESAR DE AVELLAR,35-39,00:30:48,02:35:07,01:40:48,04:53:07
9,MAYCKON DOS SANTOS,25-29,00:33:11,02:37:46,01:36:01,04:53:10
10,RODRIGO MUNERATTI,25-29,00:36:35,02:34:18,01:35:42,04:53:11
24,RICARDO CARRASCO RUBIO,30-34,00:30:12,02:33:19,01:44:40,04:53:12
25,DIEGO GARCIA,30-34,00:33:40,02:41:22,01:32:44,04:53:18
11,GUSTAVO CORREA,25-29,00:37:41,02:30:57,01:39:40,04:53:25
26,WESLLEY FIGUEIREDO,30-34,00:36:03,02:39:49,01:32:35,04:53:34
27,RICARDO LAMOGLIA,30-34,00:31:01,02:38:35,01:37:34,04:53:45
34,RENATO CAVALCANTI,35-39,00:37:12,02:33:26,01:38:13,04:53:50
12,FILIPPO GERONIMI,25-29,00:32:13,02:29:57,01:46:50,04:54:08
3,VICTOR PEREIRA,50-54,00:34:40,02:27:06,01:46:52,04:54:29
11,GIANCARLO SCHRAMM AMBROSI,40-44,00:33:16,02:32:51,01:41:26,04:54:40
28,PEDRO MAIA,30-34,00:30:32,02:37:30,01:42:38,04:54:57
35,RENATO LUCAS,35-39,00:32:32,02:29:55,01:45:41,04:54:58
3,MARIA EDUARDA DE ARRUDA FALCÃO VASCONCELLOS,35-39,00:28:42,02:42:42,01:37:44,04:55:04
4,LUCIANA HADDAD,35-39,00:35:54,02:43:00,01:32:25,04:55:17
12,FELIPE MATOS,40-44,00:30:27,02:33:01,01:45:37,04:55:18
13,JACQUES MARCEL ABRAMOVITCH,40-44,00:31:03,02:38:19,01:40:34,04:55:44
1,ANA LUIZA BARBOSA DE OLIVEIRA,40-44,00:39:14,02:44:23,01:26:13,04:55:49
30,GUILHERME DIAS RODRIGUES,30-34,00:35:34,02:41:54,01:32:40,04:55:52
13,LUIZ MAURO GROHS,25-29,00:35:37,02:40:11,01:34:13,04:55:55
31,CHRISTIAN TAGUCHI,30-34,00:35:56,02:34:18,01:38:31,04:56:01
Pos,Nome,Categ,Swim,Bike,Run,Total
36,EDUARDO DA SILVA GUARILHA,35-39,00:32:24,02:36:35,01:42:12,04:56:21
37,BRUNO DE REZENDE PINNA,35-39,00:31:27,02:37:43,01:40:50,04:56:24
38,CLAUDIO TADASHI SATO,35-39,00:34:12,02:37:51,01:39:58,04:56:28
32,RAFAEL MARQUEZ GONÇALVES,30-34,00:36:37,02:34:52,01:39:30,04:56:36
39,GUILHERME CORREIA,35-39,00:36:18,02:37:40,01:37:06,04:56:47
14,CLAUDIO SANTOS,40-44,00:33:17,02:32:37,01:43:03,04:57:11
15,ELISSON SAYAGO DIAS,40-44,00:36:14,02:42:36,01:30:32,04:57:13
33,RODRIGO AKIRA SAKUGAWA,30-34,00:33:05,02:44:58,01:35:05,04:58:05
34,JONATAS ANTUNES,30-34,00:37:06,02:37:33,01:37:49,04:58:23
16,EDERSON ANDREATTA,40-44,00:31:53,02:39:10,01:41:43,04:58:37
17,BERNARDO GIFFONI,40-44,00:33:47,02:40:11,01:39:12,04:58:39
18,FABIO CARNEIRO,40-44,00:36:08,02:32:57,01:44:55,04:58:48
41,LUIZ FRANCA,35-39,00:29:58,02:33:15,01:50:57,04:58:50
42,MARCELO AUGUSTO FANTI DE BARROS,35-39,00:37:30,02:34:38,01:41:11,04:58:59
43,TIAGO ROSSI,35-39,00:30:54,02:38:26,01:42:58,04:59:16
6,GIOVANNI BATTISTINI,18-24,00:32:37,02:40:04,01:41:59,04:59:31
19,MAURICIO BORGES,40-44,00:37:19,02:38:14,01:38:28,04:59:32
44,JORGE CALS COELHO FILHO,35-39,00:29:27,02:43:57,01:39:22,04:59:39
45,EDSON GONCALVES RODRIGUES,35-39,00:42:09,-12:30:00,01:32:39,04:59:41
46,PEDRO BARBAN,35-39,00:33:52,02:32:02,01:47:14,04:59:48
20,SANDRO TABOSA,40-44,00:38:00,02:37:48,01:36:22,04:59:48
21,RAPHAEL ZAGURY,40-44,00:37:02,02:32:41,01:43:25,04:59:49
22,ANDRE APOLLONIO,40-44,00:32:38,02:43:02,01:36:52,04:59:53
4,FERNANDO GONZALEZ GIL,50-54,00:45:31,02:32:38,01:33:43,04:59:54
4,UBIRATAN DE ANDRADE JUNIOR,45-49,00:40:31,02:29:30,01:42:14,05:00:00
48,RAFAEL FARINA,35-39,00:37:59,02:35:38,01:39:08,05:00:07
35,MARCOS FERREIRA,30-34,00:41:17,02:37:10,01:33:58,05:00:09
5,CARLOS SANGIORGIO,50-54,00:36:13,02:35:22,01:40:15,05:00:10
23,CLAUDIO BISCOLA,40-44,00:38:02,02:38:27,01:37:44,05:00:36
49,DOUGLAS MESQUITA ROCHA,35-39,00:36:16,02:36:23,01:40:44,05:00:43
Pos,Nome,Categ,Swim,Bike,Run,Total
36,BRUNO ALVES DE MENEZES,30-34,00:36:07,02:35:57,01:41:22,05:01:04
50,ARIEL SHARON DE ASSIS BRITO,35-39,00:34:25,02:38:57,01:40:01,05:01:09
51,RAPHAEL BITTENCOURT,35-39,00:34:46,02:36:01,01:45:21,05:01:38
52,RICARDO HENRIQUE MORGON,35-39,00:38:15,02:34:44,01:41:44,05:01:45
6,AMILCAR F ALTEMANI,50-54,00:32:54,02:36:56,01:45:04,05:01:49
24,GUTEMBERG GUTO,40-44,00:32:06,02:36:09,01:48:01,05:01:49
53,IVAN OLIVEIRA,35-39,00:38:53,02:39:45,01:37:40,05:01:56
5,JORGE MOREIRA,45-49,00:39:56,02:39:36,01:35:50,05:01:57
14,FELIPE MERLINO,25-29,00:34:15,02:39:49,01:42:14,05:02:05
6,RODRIGO ANDRADE,45-49,00:29:58,02:40:07,01:45:15,05:02:09
25,VINICIUS DE LUCA,40-44,00:34:27,02:42:27,01:37:38,05:02:10
7,JOSEAN DE AZEVEDO BORGES,45-49,00:35:50,02:36:44,01:44:37,05:02:26
8,JORGE HENRIQUE ARBEX,45-49,00:30:58,02:39:10,01:47:14,05:02:35
16,RAFAEL CAZARIN,25-29,00:36:04,-1.02:56:40,01:40:53,05:02:39
26,GUILHERME GONCALVES,40-44,00:30:48,02:43:47,01:42:22,05:03:02
38,CHRISTOPHER BORNMAN,30-34,00:33:57,02:42:11,01:39:43,05:03:11
54,GUSTAVO GOMES DE FARIA,35-39,00:33:37,02:33:32,01:46:54,05:03:15
9,MARCO CONGILIO,45-49,00:33:20,02:39:48,01:45:22,05:03:39
27,BRUNO BORBA LEITE,40-44,00:32:21,02:40:00,01:45:34,05:03:47
17,GEORGE CERQUEIRA,25-29,00:40:43,02:38:44,01:37:21,05:04:04
5,CRISTINE LOPES,35-39,00:38:58,02:42:17,01:35:08,05:04:05
39,RAFAEL RODOLFO CARVALHO DOS SANTOS,30-34,00:40:52,02:47:06,01:30:59,05:04:19
18,PEDRO ZARUR,25-29,00:31:37,02:36:07,01:51:29,05:04:31
7,EDSON NAKAGAWA,50-54,00:32:50,02:43:23,01:41:54,05:04:36
55,ELBER BARBOSA JR,35-39,00:37:33,02:38:48,01:38:29,05:04:43
56,JOSE GONCALVES,35-39,00:37:28,02:40:12,01:41:32,05:04:51
57,FELIPE LUZ CAGALI,35-39,00:35:16,02:30:52,01:52:26,05:04:58
7,JONATHAN SOUZA,18-24,00:34:07,02:47:17,01:39:26,05:05:13
8,MATHEUS COSTA,18-24,00:38:49,02:43:36,01:35:33,05:05:16
19,HENDRIX VIEGA,25-29,00:41:02,02:38:55,01:39:52,05:05:17
Pos,Nome,Categ,Swim,Bike,Run,Total
58,BRUNO TUPINAMBÁ,35-39,00:39:14,02:35:09,01:41:23,05:05:24
20,BRUNO CORREIA,25-29,00:36:32,02:38:53,01:43:35,05:05:32
59,GUSTAVO DIMAS,35-39,00:34:16,02:42:52,01:40:36,05:05:34
40,ANDRE AUGUSTO PIMENTEL RENTES,30-34,00:34:15,02:39:31,01:46:01,05:05:44
41,CLAUDIO CAPO JUNIOR,30-34,00:38:58,02:37:16,01:44:12,05:05:47
42,RAFAEL APPEL,30-34,00:29:43,02:49:11,01:39:51,05:05:55
29,RODRIGO OLIVEIRA,40-44,00:32:47,02:40:12,01:47:52,05:06:17
60,FABIO JUNIOR LEITE DE SOUZA PINTO,35-39,00:34:54,02:40:01,01:43:27,05:06:47
1,CLAUDIA SCALDINI,30-34,00:37:05,02:38:33,01:45:55,05:07:01
61,FABIO PEREIRA,35-39,00:40:09,02:39:24,01:39:45,05:07:10
63,MARCELO FERREIRA,35-39,00:35:43,02:33:05,01:53:51,05:07:38
30,LEONARDO PERRONE POERNER,40-44,00:32:40,02:36:42,01:53:31,05:07:41
31,CELSO SAKAKURA,40-44,00:31:42,02:41:47,01:48:10,05:08:04
43,TIAGO BUZATTO DE LIMA,30-34,00:45:25,02:35:44,01:39:51,05:08:09
44,TIAGO DA SILVA NEVES,30-34,00:41:26,02:36:19,01:43:23,05:08:21
32,DANIEL BAENA,40-44,00:31:11,02:39:07,01:51:09,05:08:25
64,FELIPE DIAS,35-39,00:27:59,02:45:26,01:48:35,05:08:30
33,RODRIGO SEBOLLELA DUQUE ESTRADA REGIS,40-44,00:34:22,02:45:04,01:42:52,05:08:47
45,AUGUSTO OLIVEIRA,30-34,00:38:20,02:41:25,01:43:51,05:08:51
34,RICHARD GOMES,40-44,00:41:29,02:38:48,01:42:31,05:09:04
65,THIAGO RODRIGUES CARNEIRO LOPES,35-39,00:37:38,02:32:23,01:49:47,05:09:04
66,RODOLFO MANCINI,35-39,00:37:59,02:44:10,01:37:16,05:09:06
67,RAFAEL SODRE GONCALVES,35-39,00:38:08,02:42:37,01:38:57,05:09:10
35,ALEXANDRE ROCHA,40-44,00:33:52,02:41:04,01:45:50,05:09:14
2,THELMA D'AMELIO,40-44,00:40:03,02:39:59,01:43:06,05:09:21
21,JEFFERSON BRITTO,25-29,00:31:11,02:38:17,01:55:17,05:09:40
46,RODRIGO FLAVIO FERREIRA SILVA,30-34,00:39:18,02:35:29,01:41:04,05:09:45
10,ROGERIO DE ALMEIDA,45-49,00:34:31,02:39:30,01:46:15,05:09:51
36,GIULIANO BARISSA,40-44,00:33:57,02:35:01,01:54:51,05:10:02
22,VINICIUS MAGALHAES,25-29,00:34:02,02:50:40,01:39:09,05:10:32
Pos,Nome,Categ,Swim,Bike,Run,Total
11,MARCELO MATEUS,45-49,00:37:06,02:51:19,01:33:44,05:10:39
47,EMANUEL GOUVEA,30-34,00:37:48,02:44:47,01:41:14,05:10:53
70,CESAR URBANETZ,35-39,00:37:35,02:45:30,01:41:41,05:10:54
71,DANIEL SCHMIDT,35-39,00:33:27,02:38:49,01:52:07,05:11:09
72,RICARDO SCHULTZ,35-39,00:37:49,02:33:52,01:53:07,05:11:27
73,CARLOS VICENTE FERREIRA JUNIOR,35-39,00:31:33,02:49:27,01:43:26,05:11:37
12,GUSTAVO DUARTE,45-49,00:33:17,02:43:04,01:48:07,05:11:39
48,DOUGLAS JANDOZA,30-34,00:36:04,02:43:51,01:42:25,05:11:42
9,JORGE WATANABE,50-54,00:39:11,02:44:54,01:40:05,05:11:42
37,ANDRE DA SILVA SOUSA,40-44,00:35:59,02:46:48,01:42:01,05:11:47
38,RODRIGO SPAGOLLA,40-44,00:39:19,02:38:52,01:45:03,05:11:49
23,MURILLO ORLANDI,25-29,00:32:41,02:44:21,01:42:26,05:11:50
2,ALBERTO GERONIMI,55-59,00:39:39,02:32:22,01:51:31,05:11:53
49,ROBERTO CORRÊA NETO,30-34,00:33:13,02:36:26,01:55:49,05:12:10
39,BRUNO BONI,40-44,00:36:37,02:47:54,01:40:16,05:12:20
40,LUIS OTÁVIO PEREIRA MARQUES,40-44,00:37:29,02:40:13,01:46:05,05:12:37
50,PEDRO IVO FERREIRA GONCALVES,30-34,00:36:59,02:41:28,01:47:36,05:12:38
74,FELIPE DALBIANCO GONZAGA,35-39,00:34:04,02:50:32,01:42:31,05:12:58
75,MARCELO GUIMARÃES FRANCISCO,35-39,00:41:12,02:37:47,01:46:49,05:13:03
76,IGOR PROVINCIALI,35-39,00:36:04,02:39:24,01:47:54,05:13:06
41,RAFAEL BARAJAS,40-44,00:30:25,02:45:31,01:49:47,05:13:07
51,GUILHERME GARCIA,30-34,00:34:00,02:41:37,01:51:09,05:13:16
42,JEFERSON DE SOUZA SALVAYA,40-44,00:37:40,02:41:29,01:46:31,05:13:19
77,ERNESTO D ANDREA JUNIOR,35-39,00:32:38,02:47:33,01:45:55,05:13:23
13,GUILHERME B. MACEDO SOARES,45-49,00:31:34,02:51:04,01:42:29,05:13:25
44,ANDRE DE SOUZA DANTAS VIEIRA,40-44,00:38:05,02:43:36,01:44:33,05:13:52
78,ALBERTO SOARES LUNDGREN CORREA,35-39,00:34:32,02:37:56,01:54:00,05:13:56
79,FREDERICO MIRANDA,35-39,00:35:31,-17:13:20,01:51:47,05:13:57
52,ANDRE ELIAS DOS SANTOS,30-34,00:33:41,02:47:37,01:44:39,05:14:05
45,DOUGLAS TORRES,40-44,00:37:47,02:40:25,01:48:57,05:14:11
Pos,Nome,Categ,Swim,Bike,Run,Total
53,HENRIQUE SALES,30-34,00:34:54,02:40:44,01:51:15,05:14:19
46,RAFAEL FARIA ANDRADE PINTO,40-44,00:37:54,02:44:42,01:40:24,05:14:38
55,SERGIO FALCÃO ROLLO NETO,30-34,00:37:42,02:36:33,01:51:49,05:14:45
80,LEANDRO PIRES,35-39,00:39:45,02:45:52,01:41:03,05:14:53
14,ANDREI LUIS BRATZ,45-49,00:33:23,02:42:54,01:52:26,05:14:57
81,SERGIO ROBERTO FERREIRA JUNIOR,35-39,00:37:26,02:47:56,01:43:16,05:14:57
82,MARCILIO PEREIRA FALCAO,35-39,00:33:44,02:41:48,01:52:20,05:15:06
47,RENATO GOULART,40-44,00:40:03,02:34:15,01:54:12,05:15:28
83,FERNANDO DE OLIVEIRA DOMINGUES LADEIRA,35-39,00:34:05,02:44:05,01:51:16,05:15:34
84,FERNANDO JOSE BARBOSA DA COSTA JUNIOR,35-39,00:37:53,02:37:58,01:52:19,05:15:36
56,THALES WAYAND,30-34,00:42:43,02:45:21,01:41:15,05:16:01
85,CAIO GURGEL,35-39,00:35:49,02:38:50,01:53:17,05:16:08
86,PABLO SIQUEIRA DE MEDEIROS,35-39,00:41:35,--:--:--,--:--:--,05:16:14
57,BERNARDO MARQUES CORREA,30-34,00:39:11,02:40:57,01:49:24,05:16:17
48,CLAITON DE BARBOSA,40-44,00:35:20,02:35:55,01:57:45,05:16:35
58,FABIO MEDEIROS,30-34,00:41:12,02:43:37,01:44:20,05:16:42
87,FABRICIO ARAUJO,35-39,00:29:58,02:48:43,01:51:23,05:17:00
88,RAFAEL CASTIGLIA,35-39,00:31:48,02:40:58,01:57:16,05:17:01
3,LUIZ AUGUSTO DA CUNHA ANDRADE,55-59,00:40:22,02:42:01,01:42:30,05:17:04
3,MAZON GONÇALVES SOFIA,40-44,00:36:51,02:44:09,01:49:34,05:17:07
49,JEFERSON HEINLIK,40-44,00:37:12,02:42:57,01:48:40,05:17:18
50,MARCO VIDAL,40-44,00:34:58,02:46:06,01:44:32,05:17:36
3,MÔNICA TAVARES,30-34,00:32:48,02:49:33,01:51:15,05:17:51
16,CLAUDIO ROBERTO VASCONCELLOS,45-49,00:33:50,02:39:21,01:56:19,05:18:00
89,ANDRE SOUSA,35-39,00:34:15,02:49:26,01:46:55,05:18:06
51,GUSTAVO MONTEIRO DE CHODRAUI,40-44,00:36:51,02:42:33,01:48:44,05:18:09
59,EDUARDO MÜNCHEN,30-34,00:36:33,02:40:08,01:54:56,05:18:20
17,LUIZ CLAUDIO MANDARINO FREIRE,45-49,00:38:00,02:53:23,01:38:20,05:18:34
52,RAPHAEL RITTER,40-44,00:37:17,02:47:17,01:39:29,05:18:44
90,EDUARDO AMANTINI,35-39,00:35:50,02:40:00,01:55:05,05:18:53
Pos,Nome,Categ,Swim,Bike,Run,Total
91,GUILHERME BELINI,35-39,00:39:40,02:47:03,01:43:35,05:18:55
60,GENESIO FERREIRA,30-34,00:34:06,02:44:04,01:54:11,05:19:05
1,PATRICIA SCOLARI,45-49,00:44:48,02:48:35,01:38:13,05:19:11
6,RAFAELA MAURINA,35-39,00:40:49,02:56:53,01:34:41,05:19:18
18,DIOGO MENEGAZ,45-49,00:33:06,02:44:58,01:55:08,05:19:44
24,DANILO SERRANO,25-29,00:39:25,02:50:22,01:41:49,05:19:49
61,MAURO ALFREDO,30-34,00:37:35,02:38:57,01:57:26,05:19:52
7,PALOMA BARBOSA DE GODOY VASCONCELOS PIRANI,35-39,00:42:38,02:52:29,01:37:22,05:19:52
53,ANDRE DA HORA,40-44,00:38:07,02:43:39,01:49:39,05:19:54
54,ANDREAS YAMAGATA,40-44,00:33:20,02:46:00,01:52:02,05:20:14
10,LUIZ HENRIQUE GALVAO,18-24,00:34:01,02:44:22,01:54:12,05:20:20
11,JOSE FRANCISCO RAMOS ZANCA,50-54,00:42:04,02:37:49,01:51:28,05:20:25
62,MARCELO FIGUEIREDO,30-34,00:32:59,02:46:43,01:54:49,05:20:35
92,GIOVANI BUENO RAFAGNIN,35-39,00:36:17,02:49:33,01:45:35,05:20:36
63,EDUARDO LEAL,30-34,00:36:18,02:48:44,01:46:36,05:20:37
55,LUIZ PIRES,40-44,00:37:31,02:53:17,01:42:33,05:20:55
64,ROBSON MANOEL,30-34,00:37:47,02:41:00,01:56:12,05:20:57
8,CRISTINE STAHLSCHMIDT,35-39,00:35:43,02:45:45,01:53:00,05:20:58
94,ANTONIO GUSTAVO DA SILVA PEREIRA,35-39,00:38:18,02:55:38,01:39:55,05:21:18
20,MAURICIO MELLADO,45-49,00:36:49,02:47:35,01:50:11,05:21:23
65,GUSTAVO FEITOSA,30-34,00:37:21,02:40:18,01:57:13,05:21:37
12,HENRIQUE MERLINO,50-54,00:36:40,02:52:00,01:45:16,05:21:37
66,YURI MARTINS,30-34,00:36:30,02:44:32,01:53:13,05:21:47
56,CHRISTIANO BARBOSA,40-44,00:33:04,02:38:18,02:01:42,05:21:52
57,FEDERICO GADALETA,40-44,00:30:49,02:51:56,01:51:57,05:21:54
95,SERGIO RAMON,35-39,00:34:09,02:46:38,01:54:03,05:21:57
21,LEONARDO CABRAL,45-49,00:33:53,02:48:53,01:49:36,05:21:58
13,LUIS FELIPE WRIGHT,50-54,00:34:02,02:40:47,01:58:56,05:21:58
58,CARLOS EDUARDO ALENCAR,40-44,00:34:35,02:47:27,01:51:50,05:22:21
4,DEBORA CARVALHO,30-34,00:32:30,02:51:33,01:53:22,05:22:35
Pos,Nome,Categ,Swim,Bike,Run,Total
96,MAURI RAMOS ANDRADE LEITE,35-39,00:37:51,02:43:35,01:52:59,05:22:41
67,RAFAEL MEDEIROS,30-34,00:39:44,02:38:25,01:51:43,05:22:49
5,TALITA ANTUNES,30-34,00:36:52,02:56:47,01:43:26,05:22:54
