Pos,Nome,Categ,Swim,Bike,Run,Total
62,FERNANDO IAZZETTA,30-34,00:33:06,02:54:54,01:56:11,05:32:31
63,RICARDO L. ASSAF,35-39,00:35:21,02:51:13,01:59:07,05:32:37
63,DIEGO ANTONIO ALMEIDA,30-34,00:34:37,02:52:42,01:57:00,05:32:45
3,GUZA REZE DE AQUINO SILVA,30-34,00:41:02,03:02:00,01:42:30,05:32:47
64,PABLO SIQUEIRA DE MEDEIROS,35-39,00:38:18,02:55:49,01:49:05,05:32:56
42,CLAUDIO KANO,40-44,00:38:06,02:50:34,01:55:53,05:33:14
65,GABRIEL SILVA,35-39,00:36:12,02:48:46,02:02:03,05:33:18
66,FELIPE LUZ CAGALI,35-39,00:31:59,02:48:01,02:07:18,05:33:27
43,GUILHERME GONCALVES,40-44,00:29:17,03:00:18,01:56:58,05:33:38
5,NADJA OLIVEIRA,35-39,00:37:58,02:54:20,01:55:52,05:33:50
64,EDUARDO LEAL,30-34,00:36:04,02:54:47,01:54:06,05:33:56
Pos,Nome,Categ,Swim,Bike,Run,Total
65,JONATAS ANTUNES,30-34,00:36:39,02:54:18,01:55:49,05:34:00
66,ROBSON MANOEL,30-34,00:35:40,02:47:14,02:05:42,05:34:08
19,LUIS FELIPE WRIGHT,45-49,00:31:31,03:04:28,01:50:41,05:34:25
44,RICARDO ABI DAUD,40-44,00:33:00,02:47:23,02:07:44,05:34:58
4,MARIA EDUARDA DE ARRUDA FALCÃO VASCONCELLOS,30-34,00:29:25,03:07:23,01:50:57,05:34:59
67,ROBERTO WOJTYLA ALEXANDRE DIENER,35-39,00:34:25,02:58:47,01:54:30,05:35:00
68,MARCELO DE OLIVEIRA,35-39,00:33:00,02:48:17,02:07:02,05:35:03
20,EDUARDO MARQUES,45-49,00:33:37,02:57:06,01:58:18,05:35:03
69,MARCO AURELIO PEREIRA RODRIGUES,35-39,00:36:22,02:55:31,01:57:44,05:35:45
70,ANDRE VILHENA,35-39,00:36:23,03:00:22,01:50:57,05:35:49
2,LUIZ FELIPE MOURA,55-59,00:39:18,02:56:48,01:53:41,05:35:49
45,CHRISTIAN LENZ-CESAR,40-44,00:27:31,02:58:29,02:04:09,05:35:57
46,FABIO CARDOSO DE CARVALHO,40-44,00:38:16,02:51:42,01:57:25,05:36:10
24,FERNANDO ARAGAO,25-29,00:34:02,02:37:16,02:19:05,05:36:22
67,VICTOR GREY,30-34,00:26:59,03:10:37,01:50:36,05:36:22
71,ALVARO ALEAGI,35-39,00:29:29,02:50:06,02:09:56,05:36:31
5,MARIANA BRÜGGER,30-34,00:36:21,02:54:35,02:00:29,05:36:45
25,MARCELO TONELLI PINHEIRO,25-29,00:33:08,03:00:11,01:56:57,05:37:03
26,DIOGO SALOMÃO,25-29,00:32:37,02:58:21,01:58:17,05:37:13
6,ERIKA ANDREA IZIDIO SZPEKTOR,35-39,00:41:12,02:57:47,01:51:39,05:37:14
68,LEONARDO VIANOR,30-34,00:32:01,03:08:17,01:51:09,05:37:31
69,DAVID ALVES DE ARAUJO,30-34,00:35:45,02:51:26,02:04:33,05:38:02
70,FERNANDO COUTINHO,30-34,00:41:33,02:59:26,01:49:07,05:38:06
71,EDER PAULO VIEIRA MAETA,30-34,00:39:24,02:54:12,01:57:35,05:38:08
72,GUILHERME FARIAS,35-39,00:34:43,02:56:03,02:01:29,05:38:28
3,ROBERTO PEREIRA RODRIGUES,55-59,00:35:32,02:44:06,02:08:04,05:38:37
73,DANIEL LIMA,35-39,00:38:51,02:51:20,02:01:15,05:38:57
3,VIRGINIA VASCONCELOS,40-44,00:37:46,02:58:16,01:57:31,05:38:57
27,PEDRO ZARUR,25-29,00:29:48,02:48:57,02:13:14,05:39:06
74,LEANDRO ASSUMPCAO,35-39,00:34:54,02:38:58,02:20:46,05:39:15
Pos,Nome,Categ,Swim,Bike,Run,Total
72,SAULO FILHO,30-34,00:34:50,03:06:18,01:50:21,05:39:22
73,GUSTAVO HENRIQUE GOMES SBRUZZI,30-34,00:41:59,02:53:09,01:55:35,05:39:39
47,ALEXANDRE ROCHA,40-44,00:34:38,03:03:15,01:49:14,05:39:48
74,FERNANDO JOSE BARBOSA DA COSTA JUNIOR,30-34,00:39:02,02:59:30,01:55:02,05:40:14
76,FREDSON DA SILVA FERREIRA,35-39,00:34:30,03:03:24,01:53:05,05:40:22
75,GUSTAVO FEITOSA,30-34,00:33:59,02:45:58,02:14:41,05:40:32
4,TATIANA VENDRAMINI CARDOSO MACHADO,25-29,00:42:11,03:04:14,01:47:46,05:40:34
77,BRUNO VIVACQUA,35-39,00:34:19,02:52:55,02:04:50,05:40:38
21,EDUARDO RIBEIRO,45-49,00:34:59,02:58:08,02:00:52,05:40:41
22,ROBERT JONES,45-49,00:38:53,02:57:20,01:57:23,05:40:53
48,ROGERIO FREITAS,40-44,00:36:28,03:07:44,01:45:52,05:40:57
23,MARCELO NATALINI,45-49,00:35:39,02:54:09,02:02:46,05:41:03
76,ANDRE FERNANDES DE SOUZA,30-34,00:36:35,02:46:54,02:08:30,05:41:07
9,FÁBIO GEMAQUE,18-24,00:32:55,02:59:16,02:02:04,05:41:10
77,VICTOR PARAHYBA,30-34,00:38:08,02:51:40,02:04:07,05:41:12
49,LEONARDO MICHELSEM MONTEIRO DE BARROS,40-44,00:38:01,02:56:21,01:57:53,05:41:33
10,CAIO INACIO,18-24,00:25:16,02:51:12,02:19:21,05:41:36
10,LEONARDO SPEZZANO,50-54,00:35:54,03:01:55,01:56:47,05:41:51
11,MARCELO AUGUSTO DE OLIVEIRA FILHO,50-54,00:34:18,03:01:24,01:58:18,05:42:06
78,OLEGARIO E SILVA,30-34,00:39:05,02:55:57,01:55:02,05:42:20
78,RODRIGO PEREIRA,35-39,00:37:20,02:52:28,02:04:59,05:42:34
28,ANDRE HENRIQUE DE TOLEDO LEME PALLAORO,25-29,00:34:27,02:52:17,02:09:49,05:42:36
4,ADOLFO OLIVEIRA,55-59,00:39:43,02:41:08,02:14:04,05:42:40
29,RODRIGO MELO,25-29,00:36:02,03:09:19,01:49:56,05:42:42
30,WALLACE DA COSTA KASPRZYKOWSKI,25-29,00:33:46,03:14:07,01:46:23,05:42:55
79,WISLANN DOS SANTOS,35-39,00:43:33,03:01:23,01:47:54,05:43:01
50,EDUARDO GUILHON ARAUJO,40-44,00:32:34,03:04:41,01:57:22,05:43:05
24,ALEXANDRE FONTENELLE RIBEIRO DE OLIVEIRA,45-49,00:37:21,02:54:44,02:02:30,05:43:07
79,THIAGO RODRIGUES CARNEIRO LOPES,30-34,00:38:33,02:50:07,02:05:18,05:43:17
52,GLAUCIO COELHO,40-44,--:--:--,02:46:12,02:09:35,05:43:17
Pos,Nome,Categ,Swim,Bike,Run,Total
31,RENATO DEFANTI,25-29,00:39:29,03:01:04,01:52:00,05:43:18
80,THIAGO CARDOSO,35-39,00:38:08,03:02:30,01:52:50,05:43:26
80,BRUNO EMILIO COSTA,30-34,00:42:11,03:01:43,01:53:20,05:43:27
5,ORIVAL ANDRIES JUNIOR,55-59,00:30:16,03:01:10,02:04:50,05:43:34
