Pos,Nome,Categ,Swim,Bike,Run,Total
53,RODRIGO EVANGELHO,40-44,00:36:00,02:52:15,02:07:00,05:43:39
6,PAULA ROVANI,30-34,00:38:37,02:58:24,01:59:54,05:43:48
81,DANIEL SOUSA,35-39,00:38:07,02:52:41,02:04:26,05:44:09
82,ANDRE CAMARA,35-39,00:33:10,02:52:51,02:07:14,05:44:39
54,DIOGO MENEGAZ,40-44,00:32:04,02:58:13,02:08:05,05:44:44
83,MANOEL ANDRADE JUNIOR,35-39,00:38:44,03:09:21,01:48:44,05:44:53
7,TATIANA DA SILVA DOS SANTOS SALVADOR,30-34,00:33:46,03:06:59,01:58:54,05:45:27
82,FLAVIO GB,30-34,00:35:09,02:54:14,02:05:20,05:45:34
84,NILSON MACENA DA SILVA JUNIOR,35-39,00:35:23,03:11:38,01:50:41,05:45:34
6,LUIZ IRAN GUIMARAES,55-59,00:33:11,02:54:43,02:11:21,05:45:46
32,CARLOS CASSIANO LOPES,25-29,00:34:20,03:00:25,02:03:11,05:46:07
12,OSCAR MAGALHAES,50-54,00:32:17,03:10:38,01:57:41,05:46:18
85,HELIO BONORA,35-39,00:32:04,02:56:29,02:10:10,05:46:26
33,CAIO SOUZA,25-29,00:36:49,03:02:30,01:58:42,05:46:28
25,RAFAEL FERNANDES,45-49,00:32:30,02:52:00,02:13:46,05:46:41
5,PAULA MEY DE AGUIAR E SOUSA,25-29,00:37:18,03:05:54,01:57:01,05:46:43
83,ANDRE LUIS ALMEIDA DO CARMO,30-34,00:30:35,03:13:45,01:55:07,05:46:48
86,MAURILO VILAS BOAS,35-39,00:34:33,02:59:55,02:04:28,05:46:52
87,IGOR FERREIRA DOS ANJOS,35-39,00:37:13,02:57:49,02:05:13,05:47:02
88,DANIEL CORREIA,35-39,00:37:13,02:56:25,02:03:25,05:47:09
56,KARIM HOSAM SALHA,40-44,00:33:39,03:04:21,02:01:42,05:47:09
84,EDUARDO ROCHA FILHO,30-34,00:33:37,02:53:03,02:10:51,05:47:19
26,ANDRE LUIZ DE MORAES VODOPIVES,45-49,00:39:15,03:03:09,01:56:15,05:47:36
89,RAFAEL ALCIDES RAPHAEL,35-39,00:28:06,03:08:11,02:01:24,05:47:38
90,FABRICIO AQUINO,35-39,00:35:36,03:00:57,02:03:15,05:47:38
27,ADILSON GOMES DA COSTA,45-49,00:35:35,03:10:07,01:51:02,05:47:43
Pos,Nome,Categ,Swim,Bike,Run,Total
91,FABIANO FERRAZ PERUZZO,35-39,00:29:30,02:51:15,02:21:24,05:47:52
28,LUIZ CLAUDIO MANDARINO FREIRE,45-49,00:36:20,03:11:05,01:51:36,05:48:06
85,ANDRE VILLELA,30-34,00:36:44,02:53:39,02:06:07,05:48:11
92,ANDERSON MACHADO,35-39,00:32:38,03:05:01,02:00:55,05:48:13
29,EDUARDO DE PAOLI MENESCAL,45-49,00:36:46,02:44:27,02:19:21,05:48:24
1,ANA SILVIA PALLER,50-54,00:35:03,03:01:19,02:04:55,05:48:27
57,EMERSON BETTA,40-44,00:34:50,02:55:23,02:10:57,05:48:27
93,WAN ROUXINOL,35-39,00:32:35,03:03:22,02:03:31,05:48:43
94,ROBERTO STANCHI,35-39,00:39:03,03:00:04,02:03:19,05:48:47
86,THIAGO DA SILVA PEREIRA SOARES,30-34,00:33:46,02:59:46,02:05:35,05:48:56
7,CLAUDIA CARDILLI FREITAS,35-39,00:43:16,02:57:02,02:03:00,05:49:17
30,RICARDO FERLA,45-49,00:29:31,03:02:09,02:10:23,05:49:22
95,GUILHERME FERNANDES DE MORAES,35-39,00:32:09,02:57:25,02:13:31,05:49:41
96,DIOGO CASTILHO,35-39,00:30:21,02:59:40,02:11:44,05:49:42
97,ADRIANNO FALZONI ALVES,35-39,00:41:34,02:56:08,02:05:07,05:49:42
87,MAXWEL CAPSY BOGA RIBEIRO,30-34,00:38:01,03:05:01,01:59:11,05:49:46
98,ROBERTO SILVA,35-39,00:38:21,02:54:01,02:13:12,05:50:55
89,RODOLFO MONTAGNER,30-34,00:31:35,03:00:15,02:11:50,05:51:12
8,MIRELE DREWS,35-39,00:45:31,02:58:38,02:00:16,05:51:15
6,JULIANA SALGADO,25-29,00:39:06,03:13:39,01:53:01,05:51:18
99,RICARDO ASCENCAO,35-39,00:39:24,02:51:40,02:09:14,05:51:18
90,ROGERIO FURLANETTI ALVES,30-34,00:38:51,02:59:55,02:03:59,05:51:24
91,ROGER FARES,30-34,00:32:29,03:00:37,02:11:04,05:51:35
31,SERGIO BITTENCOURT,45-49,00:31:28,03:03:32,02:09:12,05:51:52
8,PAULA REZENDE,30-34,00:38:21,03:24:26,01:42:56,05:51:54
9,MAYRA ANDREA DORIA MATTANA,35-39,00:37:48,03:10:59,01:54:56,05:52:00
4,LETICIA LACROIX DE OLIVEIRA AMARANTE,40-44,00:41:33,03:03:03,02:00:10,05:52:07
32,MARCUS MARTINS,45-49,00:36:13,03:00:02,02:10:10,05:52:25
34,EDUARDO PALU DE CORDOVA,25-29,00:32:14,03:02:27,02:10:21,05:52:27
5,MARIANA PIZA,40-44,00:37:28,03:07:50,01:59:22,05:52:31
Pos,Nome,Categ,Swim,Bike,Run,Total
10,MARIA GENNARI,35-39,00:40:55,03:08:33,01:57:00,05:52:35
58,MARCELO LEONARDO CRISTIANO,40-44,00:37:29,02:58:58,02:04:51,05:52:47
100,JOSE PAULO BLAK,35-39,00:34:11,02:54:13,02:11:10,05:52:48
33,BEN-HUR ALBERGARIA FILHO,45-49,00:36:27,03:02:29,02:04:43,05:53:08
59,ELIVAR COELHO OLIVEIRA,40-44,00:39:56,03:01:21,02:04:34,05:53:08
60,RICARDO COLOMBO,40-44,00:33:28,02:52:23,02:17:29,05:53:11
35,PEDRO BERGAMINI,25-29,00:39:18,03:01:35,02:06:29,05:53:12
92,VINICIUS DE FARIA CUNHA,30-34,00:41:34,03:17:36,01:43:01,05:53:23
9,CLARITA DENARDI,30-34,00:35:11,03:10:03,02:00:58,05:53:35
61,ALEXANDRE C C F RODRIGUES,40-44,00:30:39,03:01:15,02:13:24,05:53:37
62,JAMERSON DE FARIA MARRA,40-44,00:37:35,03:11:58,01:55:21,05:53:46
93,RENATO PELLIZZARI,30-34,00:41:39,03:03:03,02:01:29,05:53:52
63,ROGER DE ABREU CARDOSO,40-44,00:43:16,03:01:12,02:00:01,05:53:56
64,JEFFERSON DE DECCO TEIXEIRA,40-44,00:33:07,03:03:35,02:11:00,05:53:59
7,WALDEMARO FERREIRA,55-59,00:37:57,03:05:11,02:03:17,05:54:06
34,AUGUSTO RAMOS DE AZEVEDO,45-49,00:32:31,03:06:23,02:05:45,05:54:19
94,JOSE ARTHUR LOPES FERREIRA NETO,30-34,00:44:33,02:56:46,02:01:35,05:54:22
95,JANSEN COSTA,30-34,00:39:52,03:05:36,02:03:49,05:54:46
65,FLÁVIO REIS,40-44,00:34:00,03:01:44,02:07:22,05:54:51
13,JOSE EDUARDO GARCIA,50-54,00:36:13,03:08:41,02:01:59,05:54:52
66,MARCELO COUTO,40-44,00:43:06,03:09:46,01:53:53,05:55:01
7,TATIANA DUGAICH,25-29,--:--:--,03:03:32,02:02:30,05:55:11
36,ALEXANDRE CORREIA,25-29,00:33:45,03:09:20,02:05:26,05:55:32
101,RODOLFO CHEDID,35-39,00:35:51,02:54:45,02:16:42,05:55:34
96,GABRIEL RAMPO,30-34,00:37:54,02:58:56,02:08:29,05:55:47
37,CLAYDER TOBIAS LOUZADA,25-29,00:43:09,03:10:46,01:56:35,05:55:54
102,FABIO EBRAHIM,35-39,00:32:16,02:57:21,02:20:55,05:55:57
35,CARLOS CINTRA,45-49,00:36:23,03:00:16,02:13:59,05:56:04
11,LIANA MARTINS MONTENEGRO,35-39,00:35:06,03:10:14,02:02:11,05:56:07
103,LEONARDO MARTINS MORAES,35-39,00:38:40,02:56:17,02:12:50,05:56:35
Pos,Nome,Categ,Swim,Bike,Run,Total
67,MASSAAKI SAKAGAMI,40-44,00:31:17,03:06:23,02:10:52,05:57:00
104,RODRIGO GONCALVES,35-39,00:31:27,03:18:07,02:05:29,05:57:06
11,HIGOR LOPES,18-24,00:30:22,02:47:34,02:32:44,05:57:06
97,CARLOS VIGILIA,30-34,00:39:53,02:57:06,02:11:32,05:57:24
38,AUGUSTO OLIVEIRA,25-29,00:36:19,02:58:32,02:15:25,05:57:25
105,RICARDO PERUZZOLO,35-39,00:34:30,02:58:58,02:16:34,05:57:35
14,CARLOS COSTA,50-54,00:38:14,03:05:41,02:07:26,05:57:48
8,LAIS SARMENTO GAMA KOPPE,25-29,00:40:14,03:11:15,01:59:50,05:57:57
68,FABRICIO BRAGA,40-44,00:43:45,02:58:15,02:07:06,05:58:04
106,GUSTAVO HENRIQUE CORDEIRO CAVALCANTI,35-39,00:39:15,02:55:34,02:11:57,05:58:07
10,ANDREA TRIBULATO,30-34,00:41:10,03:05:02,02:05:55,05:58:08
107,GUSTAVO FRANCO,35-39,00:40:59,03:10:00,01:57:59,05:58:13
108,CAIO MAGANO,35-39,00:37:07,02:57:03,02:15:06,05:58:20
109,RODRIGO MATTANA,35-39,00:34:06,03:15:51,01:59:35,05:58:35
69,ALEXANDRE COSTA DOS SANTOS,40-44,00:38:36,03:06:03,02:07:07,05:58:37
12,RAQUEL LOJA,35-39,00:40:47,03:04:22,02:03:55,05:58:42
98,HENRIQUE XIMENES CARRANO FERNANDES,30-34,00:34:23,03:10:09,02:01:42,05:58:50
39,RICHARD NASCIMENTO,25-29,00:35:28,02:56:02,02:15:34,05:58:52
99,JOSE LUIS OLIVEIRA,30-34,00:40:27,03:04:49,02:07:18,05:58:54
110,PEDRO COELHO,35-39,00:39:25,03:13:31,01:59:11,05:59:05
70,ALEXANDRE MELLO,40-44,00:24:38,02:56:39,02:31:28,05:59:17
7,FERNANDA AZEVEDO,40-44,00:41:56,03:03:52,02:04:01,05:59:34
100,ALEXSANDRO LACAIA,30-34,00:39:46,02:59:50,02:11:17,06:00:02
40,IZAIAS JUNIOR,25-29,00:42:25,03:07:53,02:03:46,06:00:03
8,LUIZA ZANINI,40-44,00:41:54,03:09:31,02:01:15,06:00:03
101,BRUNO BUCHNER,30-34,00:32:11,03:02:35,02:16:04,06:00:16
36,LUIZ FERNANDO ZANANDREA,45-49,00:33:17,03:04:13,02:16:42,06:00:40
102,JOAO PAULO VASCONCELLOS,30-34,00:37:11,03:03:50,02:11:23,06:00:52
111,EDUARDO PONTES,35-39,00:40:23,02:58:16,02:12:57,06:00:55
15,WITNEY JUNIOR,50-54,00:38:39,03:03:41,02:09:34,06:01:00
Pos,Nome,Categ,Swim,Bike,Run,Total
112,JOSE HENRIQUE CORE,35-39,--:--:--,02:57:25,02:14:52,06:01:01
113,FABIANO GODOIS,35-39,00:37:19,02:54:35,02:20:18,06:01:04
114,LUIS PRACANICO JR,35-39,00:38:29,03:07:08,02:08:18,06:01:16
37,PEDRO GAMA,45-49,00:41:29,03:06:10,02:00:37,06:01:20
115,RENATO GOMES,35-39,00:38:26,02:51:51,02:24:05,06:01:26
116,BRUNO HAMPSHIRE,35-39,00:37:54,03:04:22,02:09:16,06:01:32
38,FRANKLIN NEIVA FILHO,45-49,00:29:22,03:05:31,02:18:01,06:01:35
71,MARCEL ANTONIALLI,40-44,00:41:19,02:54:47,02:16:44,06:01:42
103,JORGE LEANDRO MAIA MONTEIRO GONÇALVES,30-34,00:34:41,03:08:33,02:11:05,06:02:03
9,LAURO WÖLLNER,55-59,00:44:19,03:04:48,02:08:00,06:02:05
117,LUCIANO FERREIRA LIMA JR,35-39,00:37:31,03:09:22,02:01:33,06:02:09
118,RAFAEL MELLO GALLIEZ,35-39,00:34:51,03:03:24,02:12:21,06:02:11
16,LUIZ CLAUDIO GUEDES DE MORAES,50-54,00:38:50,03:03:03,02:08:46,06:02:24
119,JOSÉ ALFREDO REZENDE SILVA,35-39,00:41:17,02:56:26,02:17:50,06:02:26
1,CLAUDIO GUSELA,60-64,00:39:00,03:04:51,02:06:35,06:02:30
72,MARCELO PEIXOTO,40-44,00:36:07,03:15:38,02:00:13,06:02:46
104,RENATO BUENO DE OLIVEIRA,30-34,00:45:57,02:55:55,02:11:19,06:03:05
120,FLAVIO RAFAEL GRILLO FAE,35-39,00:40:38,03:06:27,02:06:06,06:03:11
105,CARLOS ALEXANDRE GARCIA FILHO,30-34,00:29:26,03:15:20,02:11:47,06:03:12
39,PAULO CESAR SANTOS,45-49,00:40:09,03:02:01,02:12:10,06:03:18
40,ALVARO BALLEJO FIUZA DE CASTRO,45-49,00:36:02,02:58:27,02:17:02,06:03:25
121,LUCIO MITTESTAINER,35-39,00:47:22,02:56:24,02:11:33,06:03:30
106,VANDRE OLIVEIRA,30-34,00:40:59,02:54:51,02:17:15,06:03:40
41,FREDERICO TORRES,45-49,00:33:40,03:07:50,02:07:49,06:04:20
9,IANA NOBREGA,25-29,00:32:48,03:11:04,02:13:54,06:04:24
73,SERGIO ANACLETO SILVA,40-44,00:42:52,03:14:01,01:57:32,06:04:26
10,KARINE FLORIO,25-29,00:31:02,03:18:45,02:08:13,06:04:26
107,JOAO EDUARDO LOPES,30-34,00:41:39,03:17:43,01:55:36,06:04:29
74,JOAO FUENTES,40-44,00:39:39,03:03:08,02:13:32,06:04:38
123,EDUARDO RISCADO POMBO,35-39,00:39:07,03:08:33,02:10:45,06:05:15
Pos,Nome,Categ,Swim,Bike,Run,Total
75,CARLO CANNAVACCIUOLO JUNIOR,40-44,00:36:11,03:10:49,02:12:20,06:05:21
108,EDUARDO FABRICIO GOMES TRINDADE,30-34,00:38:29,03:09:08,02:07:47,06:05:27
76,MARCELO MENEZES,40-44,00:33:51,03:04:47,02:12:10,06:06:01
77,MARCELO PECANHA,40-44,00:44:28,03:04:07,02:06:35,06:06:03
42,ARTHUR KÓS,45-49,00:39:53,03:01:45,02:14:30,06:06:05
43,OCTAVIO SOBRINHO,45-49,00:33:33,03:04:54,02:20:37,06:06:10
17,CASSIO ROBERTO SELEME ZANDONA,50-54,00:36:15,03:07:16,02:14:12,06:06:21
109,MICHAEL TRINDADE,30-34,00:40:12,03:10:08,02:04:33,06:06:23
10,RICARDO SALDANHA,55-59,00:31:38,03:01:04,02:26:04,06:06:31
110,DAVID KLABIN,30-34,00:41:16,02:52:40,02:24:22,06:06:48
111,JOSE ROBERTO SIFFERT,30-34,00:37:24,03:19:06,02:01:27,06:07:04
124,GUSTAVO NEVES COUTO,35-39,00:28:52,03:30:15,02:02:40,06:07:09
11,NATHALIA PEREIRA AMORIM,25-29,00:37:07,03:18:10,02:04:22,06:07:15
112,ROBERTO FERREIRA MONTEIRO,30-34,00:39:12,03:14:35,02:04:04,06:07:19
41,GUSTAVO GOLDENBERG,25-29,00:40:29,03:01:04,02:17:16,06:07:26
42,VINICIUS MAGALHAES,25-29,00:39:54,03:19:33,01:59:35,06:07:30
2,EDISON ARAUJO VIANA,60-64,00:40:41,03:14:25,02:02:07,06:07:36
44,RICARDO CAMISAO,45-49,00:39:48,02:59:39,02:20:17,06:07:38
113,ANDRE LUIZ COSTA SILVA,30-34,00:38:38,03:08:08,02:10:43,06:08:15
12,FLAVIA LAGUENS,30-34,00:40:57,03:11:11,02:07:32,06:08:24
114,MICHEL GOTTLIEB,30-34,00:40:37,03:05:21,02:12:52,06:08:26
125,GUSTAVO CARNEIRO DE ALBUQUERQUE,35-39,00:37:00,03:29:36,01:56:05,06:08:46
115,VINICIUS RIOS BARROS,30-34,00:31:38,03:06:59,02:23:25,06:08:50
79,ALEXANDRE MANATA,40-44,01:07:19,--:--:--,04:35:36,06:08:59
126,MÁRIO DE ANDRADE CORRÊA,35-39,00:33:57,03:14:30,02:10:28,06:09:01
116,DANIEL SILVA,30-34,00:33:39,03:09:09,02:17:01,06:09:09
117,FERNANDO FLUMIAN,30-34,00:38:38,02:55:16,02:27:49,06:09:27
127,ISAAC JUNIOR,35-39,00:39:42,03:04:39,02:13:55,06:09:31
80,OCTAVIO CUNHA,40-44,00:33:17,03:08:31,02:15:37,06:09:31
15,MARIANA RAMIREZ FORTUNA,35-39,00:42:33,03:13:50,02:03:19,06:09:40
Pos,Nome,Categ,Swim,Bike,Run,Total
81,ANDRE PORTUGAL,40-44,00:35:46,03:08:42,02:15:55,06:09:43
128,VINICIUS MATTOS,35-39,00:42:17,03:11:02,02:09:12,06:09:54
82,FABRICIO PERUZZO,40-44,00:30:46,02:49:55,02:42:27,06:10:12
13,BRUNA BARROSO VASCONCELOS FRANCO,30-34,00:38:59,03:24:38,01:58:39,06:10:21
118,VITOR PEDROSA,30-34,00:39:59,03:13:17,02:07:25,06:10:35
84,SERGIO MAGALHAES,40-44,00:29:58,03:13:53,02:21:19,06:11:06
46,VOLNEI RAGONESI SANTOS,45-49,00:32:28,03:06:45,02:23:54,06:11:08
43,BERNARDO BRIGLIA,25-29,00:32:33,03:13:56,02:14:53,06:11:11
18,FERNANDO BARROS,50-54,00:40:58,03:18:50,02:04:23,06:11:28
85,RAFAEL ANDRE GESINI,40-44,00:35:40,03:07:33,02:17:50,06:11:34
129,ATILLA SALES,35-39,00:39:46,03:14:44,02:07:14,06:11:56
86,ANDRÉ MOTA,40-44,00:44:20,03:01:28,02:17:30,06:12:25
119,ROBERTO DELLAPE JR,30-34,00:36:54,03:06:14,02:20:31,06:12:25
44,ADRIANO TELLES,25-29,00:45:07,03:16:24,01:54:00,06:12:30
16,ROBERTA MURICY,35-39,00:35:37,03:29:42,01:56:23,06:12:48
120,BRUNO CARLOS CARDOSO,30-34,00:32:35,03:49:56,01:45:07,06:13:03
130,MARCELO CLEMENTE,35-39,00:36:55,03:10:26,02:10:12,06:13:07
14,LIVIA QUINTELLA,30-34,00:37:39,03:03:38,02:24:33,06:13:17
87,MARCO SANTOS,40-44,00:29:42,03:13:25,02:16:11,06:13:19
131,DANILO SVERZUT,35-39,00:38:20,03:15:07,02:09:02,06:13:27
2,KARINA BRITTO,45-49,00:43:07,03:24:10,01:58:56,06:13:33
132,FERNANDO RANSCHBURG,35-39,00:34:56,03:14:25,02:13:45,06:13:34
121,DANIEL SCARTEZINI,30-34,00:40:00,03:19:09,02:06:13,06:13:37
88,IGOR ALEXEI COSTA FERREIRA,40-44,00:38:20,03:10:36,02:11:19,06:14:06
133,DAMIAO LEONARDO CAETANO,35-39,00:39:59,03:00:00,02:20:35,06:14:22
19,MARIO RIBEIRO GOMES TOMAS TOMAS,50-54,00:38:32,03:23:20,02:04:28,06:14:25
122,ERICH CAVALEIRO,30-34,00:39:53,03:22:34,01:59:42,06:14:27
134,CHRISTIANO BERNARDI,35-39,00:37:49,03:01:46,02:21:37,06:14:32
47,CARLOS AUGUSTO CAVALCANTI WANDERLEY,45-49,00:36:17,03:16:53,02:12:33,06:14:37
135,MAURICIO SEMOLA,35-39,00:39:11,03:10:15,02:12:33,06:15:11
Pos,Nome,Categ,Swim,Bike,Run,Total
136,RODRIGO LUIS KELLER RAPOSO,35-39,00:46:34,02:44:00,02:36:19,06:15:20
48,FABIO MORTARI,45-49,00:34:45,03:20:24,02:12:13,06:15:35
137,ANDRE MEIRELLES,35-39,00:35:01,03:13:07,02:17:29,06:15:36
45,GABRIEL OSHIRO,25-29,00:43:01,03:06:47,02:17:37,06:15:39
123,RAFAEL DO CARMO RUHL,30-34,00:38:16,03:23:14,02:02:36,06:15:47
138,BRUNO SOUZA CHRIST PAGANELLI,35-39,00:37:33,03:16:08,02:11:57,06:15:48
49,SILVIO DE SOUZA,45-49,00:51:45,03:13:46,02:06:54,06:15:50
1,NADIA TEIXEIRA DE SIQUEIRA,55-59,00:43:43,03:21:54,02:02:20,06:15:59
9,LUCIANA CACHEM,40-44,00:39:25,03:19:15,02:07:56,06:16:00
20,FERNANDO FARKOUH,50-54,00:36:12,03:07:15,02:17:17,06:16:11
12,ANDRÉ FARACO,18-24,00:30:02,03:14:36,02:22:39,06:16:25
13,FELIPE KAWAKAMI,18-24,00:34:47,03:40:53,01:51:09,06:16:27
21,GILBERTO MARQUES,50-54,00:45:54,03:09:48,02:08:40,06:16:34
89,ALEXANDRE DE CASTRO GOYANNA,40-44,00:38:30,02:58:49,02:29:48,06:17:09
46,PHILIPPE NASCIMENTO,25-29,00:39:49,03:16:23,02:05:05,06:17:10
47,ANDERSON COUTO,25-29,00:42:36,03:37:03,01:51:03,06:17:13
124,DANIEL OLIVEIRA,30-34,00:38:25,03:10:25,02:18:41,06:17:25
125,BRENNO CASTRO,30-34,00:45:08,03:19:13,02:00:43,06:18:06
17,MARIELLA MELO,35-39,00:38:12,03:17:42,02:14:28,06:18:27
51,CAIO ROGERIO SIMAO,45-49,00:36:25,03:13:09,02:22:52,06:18:54
139,FELIPE LEITE,35-39,00:40:39,03:06:32,02:19:47,06:19:03
18,SIMONE DE SOUZA BATISTA SCHERPENHUIJZEN,35-39,00:40:20,03:16:31,02:12:56,06:19:30
2,MARIANA PIZARRO MONTEIRO DE CARVALHO,50-54,00:37:34,03:12:20,02:21:06,06:20:15
140,ARMANDO LEITE,35-39,00:41:03,03:24:28,02:07:00,06:20:20
22,MIGUEL LASALVIA,50-54,00:31:49,03:09:24,02:32:57,06:20:41
23,JOSE ELISIO FERREIRA JR ELISIO,50-54,00:44:51,03:24:16,02:04:44,06:20:56
90,MICHEL CUKIERMAN,40-44,00:37:34,02:57:17,02:28:54,06:21:21
126,ANDRE BORGES FREIRE,30-34,00:39:56,03:19:23,02:12:23,06:21:28
127,DANIEL RIBEIRO,30-34,00:42:49,03:16:33,02:11:31,06:21:28
11,LUIZ CARLOS CASSEMIRO,55-59,00:38:35,03:18:02,02:06:37,06:21:31
Pos,Nome,Categ,Swim,Bike,Run,Total
91,AROLDO FELIPE BORGES,40-44,00:39:20,03:03:11,02:32:44,06:21:32
10,ADRIANA VILELA MONTENEGRO FELIPETTO,40-44,00:42:44,03:21:12,02:08:48,06:21:42
141,FABIO URBAN,35-39,00:33:52,03:20:30,02:15:20,06:21:45
128,PABLO SALES,30-34,00:42:25,03:04:55,02:26:03,06:21:49
129,ARMANDO BECERRA NOGUERA,30-34,00:51:44,03:15:25,02:03:57,06:21:55
142,RENATO BRITO,35-39,00:36:20,03:13:05,02:16:04,06:22:12
48,GUILHERME LOPES AVILA,25-29,00:39:35,03:04:10,02:27:40,06:22:21
49,DIEGO MORAES,25-29,00:40:50,03:17:53,02:14:55,06:22:38
12,ANA CLARA RIBEIRO PEIXOTO FERREIRA RECHE,25-29,00:39:24,03:14:11,02:21:15,06:23:10
92,MARCOS PAULO CRUZ,40-44,00:39:06,03:11:18,02:21:49,06:23:22
130,MARCIO ALGARVE DUARTE,30-34,00:43:49,03:13:45,02:16:33,06:23:31
50,LAIR PASETTI DE SOUZA,25-29,00:36:16,03:06:53,02:27:47,06:23:36
143,TIAGO OLIVEIRA,35-39,00:37:39,02:56:33,02:40:42,06:23:38
15,PAMELA STEIN,30-34,00:43:44,03:19:15,02:11:57,06:23:45
144,CLAUDIO SPONTON JUNIOR,35-39,00:38:44,03:33:24,02:01:28,06:23:45
52,ALBOR REÑONES,45-49,00:36:58,03:20:14,02:18:47,06:24:00
131,BRUNO NAKAMURA,30-34,00:33:23,03:19:39,02:26:24,06:24:05
93,LUIZ BAUER,40-44,00:42:58,03:17:16,02:16:08,06:24:29
94,ANDRE BARREIRA DA SILVA ROCHA,40-44,00:37:28,03:13:36,02:18:24,06:24:37
12,PAULO MARCOS DE ATHAYDE FERREIRA,55-59,00:46:38,03:06:52,02:17:09,06:24:49
24,MIGUEL E. DIAS,50-54,00:36:19,03:12:01,02:22:00,06:25:07
25,CELSO YUJI YONEHARA,50-54,00:39:41,03:14:25,02:22:21,06:25:14
53,ALVARO FERNANDO DA CONCEIÇÃO OLIVEIRA,45-49,00:52:31,03:19:43,02:02:49,06:25:28
145,RODRIGO SOLANO,35-39,00:35:56,03:04:17,02:35:33,06:25:58
146,ROTHDAY ZANY MARQUES JUNIOR,35-39,00:41:09,03:01:20,02:32:57,06:25:59
26,MARCO MORAES,50-54,00:44:21,03:18:21,02:09:52,06:26:20
132,ADRIANO COLUCCINI CHINAGLIA,30-34,00:33:25,03:24:07,02:20:12,06:26:32
147,THOMAZ MAGALHÃES NETO MAGALHÃES NETO,35-39,00:49:38,02:58:24,02:21:13,06:26:36
95,LEONARDO ROCHA,40-44,00:41:09,03:20:53,02:08:26,06:26:40
52,PEDRO AMORIM,25-29,00:40:18,03:19:21,02:19:07,06:26:54
Pos,Nome,Categ,Swim,Bike,Run,Total
54,EDUARDO REIBSCHEID,45-49,00:35:23,03:08:08,02:30:22,06:27:08
133,MICHEL NAVARRINA MOURA,30-34,00:42:31,03:09:05,02:26:58,06:27:26
55,WARNER STUDART,45-49,00:39:09,03:35:33,02:04:11,06:27:43
16,LUCILIA GOUVEA VIEIRA,30-34,00:41:45,03:17:27,02:19:47,06:27:49
149,THIAGO BALDIN,35-39,00:43:03,02:59:51,02:36:36,06:28:02
56,LAWRENCE MATHEUS GOMES,45-49,00:34:42,03:11:04,02:31:41,06:28:03
134,DENIS SILVEIRA,30-34,00:47:07,03:22:02,02:10:10,06:28:12
3,GABRIELA MISSAWA,45-49,00:42:06,03:21:25,02:16:26,06:29:06
135,DANIEL MALIKI,30-34,00:41:36,03:24:11,02:16:13,06:29:15
53,RENATO COHEN,25-29,00:40:21,03:12:32,02:28:35,06:29:26
150,BLAIRD CARDOSO,35-39,00:41:00,03:11:51,02:28:16,06:29:42
57,JEFERSON ORTIZ,45-49,00:43:43,03:21:23,02:12:04,06:29:59
27,NORBERT PALLER,50-54,00:33:56,03:15:04,02:30:11,06:30:54
19,ADRIANA LUSTOSA GASPAR,35-39,00:42:13,03:38:41,02:00:32,06:31:27
151,FABIANO SCANDIUZZI,35-39,00:34:34,03:26:06,02:19:34,06:31:28
152,BRUNO FRANCISCO,35-39,00:38:30,03:19:45,02:19:37,06:31:28
136,ALOIR DIAS,30-34,00:48:47,03:07:35,02:23:04,06:31:28
137,ROMULO MANSO,30-34,00:36:43,03:17:59,02:29:49,06:31:36
153,DISSICA TOMAZ CALDERARO,35-39,00:40:27,03:02:54,02:37:24,06:31:44
154,MARCELO QUEIROZ,35-39,00:40:20,03:33:38,02:10:23,06:31:56
58,ANTONIO VIVEIROS,45-49,00:46:28,03:10:22,02:27:39,06:32:14
54,FELIPE JORDAN DE ALMEIDA,25-29,00:39:03,03:09:37,02:33:53,06:32:32
155,ALEXANDRE FONSECA CASTRO,35-39,00:38:19,03:21:46,02:22:39,06:32:41
59,BARRY DEQUANNE,45-49,00:43:47,03:13:03,02:24:35,06:33:07
138,JONAS CORREIA,30-34,00:44:23,03:11:37,02:31:12,06:33:32
139,JOAQUIM GROTH,30-34,00:34:22,03:27:10,02:22:40,06:33:40
140,DAX MENEGHEL,30-34,00:43:14,03:10:26,02:27:38,06:34:32
156,JULIANO WERLANG,35-39,00:47:14,03:15:39,02:23:47,06:34:38
55,ARTHUR BARCELLOS,25-29,00:38:00,03:19:02,02:27:33,06:35:10
17,MARCELA MACHADO,30-34,00:38:16,03:32:17,02:14:58,06:35:14
Pos,Nome,Categ,Swim,Bike,Run,Total
96,VINICIUS BEATO,40-44,00:45:23,03:20:55,02:15:47,06:35:15
97,HUDSON PONTES,40-44,00:38:26,03:15:02,02:29:31,06:35:16
4,CHRISTIANE ABREU,45-49,00:45:19,03:32:03,02:09:43,06:35:17
18,ANITA FERNANDEZ,30-34,00:44:06,03:36:54,02:05:58,06:35:18
141,CARLOS JUNIOR,30-34,00:47:58,03:11:48,02:19:52,06:35:30
5,MONICA PEREIRA,45-49,00:42:28,03:46:21,01:55:46,06:35:53
98,VALERIO MARCELINO BRAGA BRAGA,40-44,00:50:15,03:25:00,02:12:45,06:36:33
157,MARCELO ROCHA,35-39,00:39:17,03:05:31,02:33:06,06:36:39
