Pos,Nome,Pais,Swim,Bike,Run,Total
1,PAMELLA OLIVEIRA,BRA,00:24:48,02:23:01,01:26:14,04:19:37
2,LAUREN GOSS,USA,00:24:55,02:22:55,01:26:51,04:20:17
3,ROMINA PALACIO,ARG,00:25:20,02:27:54,01:27:01,04:25:38
4,CECILIA DAVIS-HAYES,USA,00:30:43,02:21:51,01:29:51,04:28:27
5,LAURA MATHEWS,USA,00:28:11,02:30:29,01:29:26,04:34:44
6,ERIKA SIMON,ARG,00:31:52,02:36:31,01:39:54,04:54:41
