Pos,Nome,Pais,Swim,Bike,Run,Total
1,ELLIOT SMALES,GBR,00:14:31,02:24:53,01:17:38,04:03:08
2,SAM PICTOR,GBR,00:16:56,02:25:27,01:18:12,04:06:29
3,SAM PROCTOR,GBR,00:15:12,02:27:20,01:18:28,04:07:27
4,ALEXANDRE BLAIN,FRA,00:18:51,02:19:04,01:26:21,04:10:44
5,FRASER CARTMELL,GBR,00:14:46,02:27:52,01:23:19,04:12:42
6,FRED LIMOUSIN,FRA,00:16:35,02:30:30,01:22:53,04:18:30
