Pos,Nome,Pais,Swim,Bike,Run,Total
1,PAMELLA OLIVEIRA,BRA,00:25:16,02:26:56,01:27:37,04:23:49
2,ROMINA PALACIO,ARG,00:28:05,02:35:28,01:23:29,04:31:10
3,MARIANA BORGES DE ANDRADE,BRA,00:30:15,02:29:57,01:28:53,04:32:46
4,LUIZA CRAVO,BRA,00:29:34,02:33:53,01:26:06,04:33:36
5,BEATRIZ NERES,BRA,00:29:37,02:36:07,01:26:33,04:36:28
