Pos,Nome,Pais,Swim,Bike,Run,Total
1,MARIANA BORGES DE ANDRADE,BRA,00:28:20,02:32:08,01:36:56,04:40:34
2,CAROLINA FURRIELA,BRA,00:26:50,02:43:02,01:31:00,04:45:09
3,ERIKA SIMON,ARG,00:29:22,02:43:05,01:38:39,04:54:52
4,BRUNA MAHN,BRA,00:28:10,02:44:52,01:40:12,04:56:42
5,LEILA LIANA ANCHIETA ROCHA,BRA,00:34:43,02:52:59,01:38:34,05:10:58
6,KARINE XIMENES,BRA,00:32:59,02:44:32,01:58:54,05:21:19
