Pos,Nome,Pais,Swim,Bike,Run,Total
1,DENIS CHEVROT,FRA,00:24:24,02:10:40,01:14:49,03:55:02
2,PHILIPP KOUTNY,CHE,00:25:26,02:09:45,01:17:35,03:57:45
3,BRUNO PAIS,PRT,00:26:41,02:21:35,01:22:25,04:15:36
4,IVAN TEJERO,ESP,00:25:25,02:25:42,01:25:51,04:22:42
5,MATHIAS VERNIAU,FRA,00:33:16,02:18:42,01:27:29,04:26:27
6,TIM HANCOCK,GBR,00:28:27,02:28:52,01:24:08,04:27:26
7,JORDI PASCUAL SALES,ESP,00:26:47,02:35:42,01:21:08,04:29:39
