Pos,Nome,Pais,Swim,Bike,Run,Total
1,PAMELLA OLIVEIRA,BRA,00:24:49,02:23:56,01:25:46,04:18:01
2,ROMINA PALACIO,ARG,00:27:06,02:37:27,01:25:01,04:33:37
3,CAROLINA FURRIELA,BRA,00:29:19,02:47:02,01:29:10,04:49:14
4,NAYARA LUNIERE,BRA,00:33:14,02:44:56,01:41:12,05:04:17
