Pos,Nome,Pais,Swim,Bike,Run,Total
1,LAUREL WASSNER,AUS,00:54:26,05:00:39,03:49:12,09:50:21
2,KATE BEVILAQUA,AUS,00:57:45,05:26:03,04:06:35,10:36:13
3,CHARLOTTE MOREL,FRA,00:54:30,05:10:01,04:42:59,10:54:25
4,DANIELLE MACK,AUS,01:04:41,05:29:23,05:05:48,11:44:30
