Pos,Nome,Categ,Swim,Bike,Run,Total
66,MARCELO ARANTES DE CARVALHO,45-49,00:47:12,02:58:12,02:01:20,06:02:37
19,KARINA FREITAS,35-39,00:43:16,--:--:--,06:03:21,06:03:21
20,JULIANA  VIEIRA,35-39,00:46:13,03:07:27,01:59:55,06:03:23
146,JONAS CORREIA,30-34,00:41:57,02:49:11,02:26:27,06:03:37
48,DANILO SERRANO,25-29,00:43:01,02:55:31,02:06:04,06:03:56
49,ROBERTO FERNANDES PACHECO,25-29,00:37:11,03:09:30,02:12:58,06:04:05
67,RICARDO MALACHIAS CICOLELO,45-49,00:42:50,02:59:48,02:14:00,06:04:08
1,JOSÉ PIMENTEL JR,65-69,00:42:54,03:07:44,02:02:51,06:04:11
115,RUBNEI GALLEGO,40-44,00:35:34,--:--:--,06:04:13,06:04:13
147,PEDRO SAUER,30-34,00:39:30,03:03:51,02:09:43,06:04:25
50,MURILLO ORLANDI,25-29,00:38:49,03:17:04,01:54:48,06:04:30
175,EDUARDO PONTES,35-39,00:39:41,02:52:27,02:19:24,06:04:35
8,GRACIEMA BERTOLETTI,40-44,00:38:40,03:02:54,02:15:14,06:04:35
148,BRUNO LEAL,30-34,00:36:24,02:50:05,02:29:02,06:04:43
149,PAULO CÉSAR DE JESUS FILHO,30-34,00:46:37,03:13:36,02:02:00,06:04:46
32,JOSE ELISIO FERREIRA JUNIOR ELISIO JR,50-54,00:51:31,03:00:13,02:04:39,06:04:51
116,RODRIGO SOARES CUNHA,40-44,00:37:29,02:38:53,02:36:51,06:04:51
21,MIRELE DREWS,35-39,00:48:45,--:--:--,06:05:00,06:05:00
Pos,Nome,Categ,Swim,Bike,Run,Total
19,NATASHA KOESTER,30-34,00:37:59,03:08:40,02:11:50,06:05:03
117,RENATO CORDEIRO,40-44,00:45:54,03:00:58,02:05:23,06:05:14
176,LAURO ABUD,35-39,00:37:04,02:53:34,02:25:16,06:05:38
20,PATRICIA BERENSTEIN PEREIRA,30-34,00:41:38,03:13:25,02:03:05,06:05:41
68,FÁBIO FURMANKIEWICZ,45-49,00:39:48,02:53:04,02:21:55,06:06:11
69,FREDERICO TORRES,45-49,00:35:01,03:06:36,02:09:38,06:06:16
150,BRUNO LESSA,30-34,00:35:32,03:10:54,02:15:09,06:06:37
12,NAYARA KAKO,25-29,00:40:56,02:57:45,02:20:54,06:06:58
151,HEITOR ALVES,30-34,00:40:23,03:19:44,01:59:36,06:06:58
177,ALOISIO VIEIRA FERNANDES,35-39,00:43:04,03:16:32,02:04:59,06:07:05
118,PEDRO COELHO,40-44,00:42:33,03:01:44,02:14:25,06:07:26
119,IRIO  POMPERMAYER JUNIOR ,40-44,00:40:41,02:54:08,02:22:19,06:07:35
178,CAIO COIMBRA SIQUEIRA,35-39,00:41:10,03:12:26,02:04:21,06:07:37
152,LUIS GUILHERME COIMBRA SIQUEIRA,30-34,00:36:04,03:03:39,02:18:17,06:07:43
51,BRUNO MOREIRA,25-29,00:37:39,03:11:52,02:08:07,06:08:00
22,MIRIAN CARVALHO,35-39,00:38:54,03:06:03,02:15:09,06:08:04
153,JOSE LEMOS,30-34,00:35:46,02:50:52,02:35:08,06:08:05
23,LUANA MENDES,35-39,00:39:12,03:12:57,02:05:09,06:08:26
70,EDUARDO LARA,45-49,00:38:59,03:05:52,02:13:28,06:08:42
10,ELISEU BOLOGNANI,55-59,00:34:52,03:10:07,02:13:55,06:08:44
6,KARINA BRITTO,45-49,00:52:06,03:01:40,02:05:14,06:09:06
120,DANILO DA SILVA,40-44,00:51:52,03:08:17,01:54:11,06:09:06
121,VICTOR SIMOES,40-44,00:41:23,03:17:28,01:59:56,06:09:07
179,DANIEL CORREIA,35-39,00:37:01,03:10:01,02:18:09,06:09:08
180,FRANCISCO GRAEFF,35-39,00:41:14,02:43:52,02:37:25,06:09:25
181,MARIO JOSE NEVARES CADENGUE,35-39,00:41:50,03:04:54,02:19:01,06:09:44
182,ANDRE DOMINGUES CUNHA,35-39,00:42:15,03:12:03,02:08:24,06:09:45
122,FERNANDO PALMA,40-44,00:47:39,02:58:41,02:11:59,06:09:48
123,EMERSON DA COSTA PEREIRA MARTINS,40-44,00:38:23,03:12:55,02:15:16,06:09:49
183,ALEXANDRO LUCAS DE ALMEIDA,35-39,00:42:26,03:11:59,02:07:09,06:09:57
Pos,Nome,Categ,Swim,Bike,Run,Total
124,RODRIGO MAS,40-44,00:52:34,03:04:00,02:03:54,06:09:58
155,TIAGO RAUPP,30-34,00:32:38,03:04:32,02:27:26,06:10:13
22,GERMANA MORAES,30-34,00:43:15,03:08:42,02:11:13,06:10:21
125,FERNANDO ANDRADE,40-44,00:41:28,03:14:45,02:06:43,06:10:26
9,TATIANA LUEBKE,40-44,00:44:12,03:14:25,02:05:21,06:10:37
184,VICTOR BURNS,35-39,00:36:38,02:48:49,02:33:06,06:10:41
185,ROBERTO VICTOR HEGG,35-39,00:38:53,03:12:48,02:14:31,06:10:52
186,FELIPE LEITE,35-39,00:40:45,03:00:23,02:15:24,06:10:52
187,FABIO FIGUEIREDO,35-39,00:42:58,03:02:08,02:12:33,06:11:28
126,AFONSO J RIBEIRO,40-44,00:31:32,02:57:17,02:34:40,06:12:02
34,GENECY TOTI  JUNIOR,50-54,00:42:02,03:08:32,02:17:30,06:12:19
127,ANDREY BARBIERO,40-44,00:41:26,02:52:37,02:28:02,06:12:39
188,EDUARDO DA COSTA SILVA,35-39,00:38:50,03:08:19,02:12:33,06:12:39
10,TATIANA FURTADO,40-44,00:36:30,03:15:25,02:12:03,06:12:58
24,SIMONE DE SOUZA BATISTA SCHERPENHUIJZEN,35-39,00:42:34,02:58:28,02:22:48,06:13:05
189,JOSÉ BRAGA,35-39,00:40:05,02:54:22,02:29:45,06:13:22
128,RUBENS MATSUBARA,40-44,00:46:29,--:--:--,06:13:34,06:13:34
190,ENRICO LETA,35-39,00:37:42,03:08:57,02:17:41,06:13:36
129,ANDERSON QUINTELA,40-44,00:36:02,03:00:52,02:15:44,06:13:44
191,MIGUEL MEDEIROS,35-39,00:43:28,03:15:02,02:03:19,06:13:48
71,HELVERCIO FERNANDO POLSAQUE ALVES,45-49,00:50:59,03:02:50,02:11:23,06:13:48
157,EDSON BRUNO OLIVEIRA MENESES,30-34,00:47:44,03:19:44,01:54:50,06:14:17
22,PEDRO MISK,18-24,00:42:28,02:55:05,02:28:00,06:14:35
11,KATIA SILVA,40-44,00:42:57,03:17:27,02:06:02,06:14:36
52,DANIEL BRITTO,25-29,00:37:48,03:12:16,02:15:13,06:14:43
130,RAMMON PEREIRA,40-44,00:38:12,03:04:50,02:21:19,06:15:04
72,MANOEL ROBERTO JESUS PIRES JUNIOR,45-49,00:36:18,03:06:58,02:22:08,06:15:13
73,MARCUS MARTINS,45-49,00:40:31,03:00:00,02:22:48,06:15:34
131,GUILHERME VELLOSO,40-44,00:41:55,03:00:46,02:21:37,06:15:40
74,DANIEL HERCHENHORN,45-49,00:37:57,03:08:41,02:21:01,06:15:43
Pos,Nome,Categ,Swim,Bike,Run,Total
1,MARA SERRANO,55-59,00:33:08,03:13:09,02:24:51,06:15:44
23,RENATA BURNETT DE MARSILLAC,30-34,00:43:33,03:10:20,02:12:09,06:15:50
193,DANIEL GUEDES,35-39,00:34:18,03:04:31,02:23:34,06:16:01
194,DENIS SILVEIRA,35-39,00:48:20,03:18:44,02:05:57,06:16:07
195,LUIS NEVES,35-39,00:53:31,02:58:28,02:10:03,06:16:16
160,ALEXANDRE MÜLLER RAMOS,30-34,00:36:54,03:13:03,02:20:45,06:16:28
23,GABRIEL OLIVEIRA,18-24,00:53:11,03:01:02,02:12:24,06:16:34
161,ALOÍSIO TEIXEIRA MACHADO,30-34,00:52:02,03:07:21,01:57:58,06:16:35
132,FABIO CHILETTO GONÇALVES,40-44,00:44:02,03:02:14,02:19:11,06:16:39
133,RODRIGO VILANI,40-44,00:43:38,03:01:06,02:13:55,06:17:02
35,ADILSON SOUZA,50-54,00:43:39,03:15:24,02:14:18,06:17:04
11,CARLOS DOS SANTOS,55-59,00:40:35,03:14:06,02:12:02,06:17:05
134,WAGNER AMARAL SANTOS,40-44,00:41:43,02:58:07,02:31:30,06:17:20
7,PRISCILLA OKAMOTO,45-49,00:42:52,03:12:37,02:09:08,06:17:32
25,MARIANA VILLARES,35-39,00:42:45,03:12:31,02:08:20,06:17:42
25,LUIZA FELLIPPA MARQUES,30-34,00:43:21,03:30:25,01:53:15,06:17:56
75,LUIS TAVARES,45-49,00:37:35,02:53:17,02:35:42,06:18:34
76,LUIZ ANTONIO PAZOS MORAES,45-49,00:36:05,03:01:28,02:28:50,06:18:56
77,VOLNEI RAGONESI,45-49,00:36:22,02:53:55,02:39:41,06:19:07
196,JOSÉ ALFREDO REZENDE SILVA,35-39,00:43:35,03:17:42,02:13:50,06:19:17
162,JOÃO NOGUEIRA NETO,30-34,00:48:49,03:23:45,01:56:04,06:19:27
163,JULIO COSTA,30-34,00:35:41,03:05:50,02:22:59,06:19:38
53,DANIEL ROSA,25-29,00:41:04,03:12:31,02:14:34,06:19:53
26,ERIKA SAMPAIO,35-39,00:48:40,03:09:18,02:14:53,06:20:07
135,IGOR ALEXEI COSTA FERREIRA,40-44,00:40:19,03:22:25,02:10:04,06:20:09
8,MONICA KNEIP  REZENDE,45-49,00:44:37,03:14:36,02:12:21,06:20:18
78,ALEXANDRE ANDRADE,45-49,00:40:51,02:55:26,02:34:55,06:20:25
79,THOMAS LUCKE,45-49,00:34:06,02:48:30,02:55:07,06:20:28
136,LUIS BASTOS,40-44,00:37:50,03:16:25,02:20:24,06:20:41
198,SOUZA ANDERSON,35-39,00:38:39,03:09:47,02:23:13,06:20:57
Pos,Nome,Categ,Swim,Bike,Run,Total
137,LUIZ CARLOS CAPELATI,40-44,01:01:37,02:58:28,02:03:02,06:21:00
55,GUILHERME SCAFF,25-29,00:39:53,03:17:57,02:17:54,06:21:02
138,FABIO URBAN,40-44,00:36:04,03:18:38,02:23:33,06:21:06
80,VINICIUS PALMA,45-49,00:40:02,03:23:17,02:03:37,06:21:25
36,CLAUDIO KAWAKAMI,50-54,00:42:32,03:09:28,02:19:20,06:21:36
139,RAPHAEL SANCHEZ,40-44,00:42:55,03:13:06,02:14:06,06:21:41
199,MARCOS FRANCESCHINI,35-39,00:46:56,03:12:26,02:07:11,06:21:56
200,BRUNO MOTA,35-39,00:43:37,03:15:12,02:12:47,06:22:02
56,RAFAEL LINS,25-29,00:32:50,03:09:40,02:30:28,06:22:06
12,PAULO MARCOS DE ATHAYDE FERREIRA,55-59,00:55:27,02:37:36,02:37:58,06:22:18
201,CESAR AUGUSTO CALISSI,35-39,00:37:37,03:04:00,02:27:28,06:22:30
81,PEDRO PAULO PEREIRA,45-49,00:39:27,02:51:13,02:38:21,06:22:36
164,THADEU MAMORU SAKAE,30-34,00:39:05,03:05:56,02:26:54,06:23:13
12,DEBORA BATTISTIN,40-44,00:42:04,03:08:22,02:22:39,06:23:32
28,KELEN CARNEIRO,35-39,00:43:57,03:21:23,02:08:49,06:24:25
2,LIDIA RITSUKO HASEGAWA,50-54,00:48:22,03:14:32,02:02:48,06:24:45
140,ALEX GALVAO,40-44,00:50:21,03:05:54,02:20:28,06:24:45
38,SERGIO XIMENES,50-54,00:37:32,03:10:43,02:20:57,06:24:57
202,RENATO PELLIZZARI,35-39,00:46:26,03:19:14,02:06:07,06:25:03
203,ANDRE SA,35-39,00:39:12,--:--:--,06:25:27,06:25:27
82,ANTONIO VIVEIROS,45-49,00:47:32,03:00:21,02:30:54,06:25:30
204,DANIEL NESTLEHNER,35-39,00:39:19,03:10:37,02:21:40,06:25:34
39,MARCELO GASPARONI DO AMARAL E SILVA,50-54,00:38:55,03:04:17,02:33:22,06:25:51
205,RAPHAEL DE CARVALHO ATHAYDE,35-39,00:38:28,03:19:02,02:24:11,06:25:55
2,ROSANGELA SANTOS,55-59,00:49:29,03:16:37,02:10:38,06:25:56
14,LÍVIA BAPTISTA D'OLIVEIRA,25-29,00:40:56,03:37:09,01:59:40,06:26:17
206,CARLOS RUHL,35-39,00:42:59,03:04:12,02:28:12,06:26:26
141,SERGIO MELO,40-44,00:32:20,03:18:51,02:30:07,06:26:28
165,BRUNO SIMIONE,30-34,00:42:10,03:08:00,02:25:31,06:26:37
57,DELCHI MIGOTTO NETTO,25-29,00:35:25,03:06:57,02:29:31,06:26:38
Pos,Nome,Categ,Swim,Bike,Run,Total
142,EDISON BRANZIN,40-44,00:34:22,03:06:16,02:34:28,06:26:43
29,LUDMILA PONTES,35-39,00:42:05,03:26:20,02:09:44,06:27:27
207,BERNARDO SANTOS CORREIA,35-39,00:40:39,02:57:19,02:35:54,06:27:29
166,PEDRO AMORIM,30-34,00:45:37,03:06:23,02:30:02,06:27:40
208,FRANCISCO MESSIAS MARTINS ALVES,35-39,00:46:07,03:31:32,02:01:23,06:27:40
144,RODRIGO AMADO,40-44,00:46:44,03:08:26,02:20:39,06:27:44
83,CLAUDIO PORTUGAL,45-49,00:44:10,03:20:42,02:16:04,06:27:45
145,GUSTAVO PONTES SILVA,40-44,00:41:37,03:14:03,02:29:23,06:28:06
84,GUSTAVO CARVALHO,45-49,00:36:09,03:16:35,02:29:15,06:28:10
209,MARCELO LEITE,35-39,00:38:08,03:06:40,02:23:31,06:28:17
15,DANIELLE TABET,25-29,00:42:43,03:15:15,02:20:42,06:28:22
13,MABEL HUBBARD BELL,40-44,00:41:57,03:03:53,02:32:34,06:28:39
40,MARC HOFMANN,50-54,00:34:42,03:10:05,02:32:05,06:28:45
85,MARCIO PEREIRA,45-49,00:37:19,03:14:15,02:22:12,06:29:01
167,JOAQUIM DA ROCHA CAVALCANTI,30-34,00:36:31,03:20:35,02:25:30,06:29:13
9,KATIA FABIENNE TONELLE SAMUEL,45-49,00:39:05,03:17:56,02:17:14,06:29:35
168,GABRIEL ABRAHAO,30-34,00:42:09,03:20:12,02:18:57,06:30:11
86,EDUARDO PONTUAL,45-49,00:54:47,03:00:31,02:21:43,06:30:18
59,RENAN BRIQUESE GOMES,25-29,00:51:27,02:59:47,02:27:32,06:30:24
146,LEONARDO PINHEIRO,40-44,00:42:24,03:17:41,02:16:49,06:30:44
87,CARLOS HENRIQUE NAVAES,45-49,00:40:35,02:57:21,02:47:04,06:30:45
30,CAMILA PRENHOLATTO DA COSTA/,35-39,00:42:48,03:04:07,02:31:13,06:30:55
170,MICHEL ALVES,30-34,00:43:18,03:24:04,02:16:32,06:31:36
3,AMELIA IORIO,50-54,00:39:38,03:18:01,02:25:22,06:31:44
31,MARCELE SALAVERRY,35-39,00:42:34,03:10:32,02:29:25,06:31:46
210,ANTONIO ROBERTO DE GODOY FILHO,35-39,00:48:06,03:10:23,02:22:58,06:31:49
147,ALESSANDER BELLAVER,40-44,00:41:58,--:--:--,06:32:18,06:32:18
24,GABRIEL MANTOVANI DE OLIVEIRA,18-24,00:53:19,03:21:41,02:05:42,06:32:41
13,LUIZ CARLOS CASSEMIRO,55-59,00:41:56,03:11:03,02:17:49,06:33:00
211,JOSE SERGIO MARTINS FILHO,35-39,00:43:59,03:07:13,02:30:44,06:33:13
Pos,Nome,Categ,Swim,Bike,Run,Total
212,LUIS SANTOS,35-39,00:45:07,03:32:43,02:07:49,06:33:16
26,CAROLINA DE AGUIAR MOREIRA,30-34,00:46:54,03:27:15,02:09:53,06:33:20
213,ALFREDO SCHWARZ,35-39,00:49:35,03:16:30,02:18:22,06:33:20
148,BERNARDO FERREIRA DOS SANTOS AOAD,40-44,00:31:46,03:10:11,02:43:48,06:33:29
42,HORACIO MARTINS DE OLIVEIRA CAMPOS,50-54,00:52:30,03:01:49,02:29:48,06:33:53
215,DANILO PEDRO FLORÊNCIO,35-39,00:45:10,03:19:56,02:15:40,06:34:15
149,NELSON PENEDO,40-44,00:50:06,--:--:--,06:34:44,06:34:44
150,LEONARDO L LUCIDO RODRIGUES,40-44,00:42:06,03:10:54,02:26:57,06:35:13
216,CRISTIANO CUNHA,35-39,00:36:50,03:17:03,02:34:59,06:35:20
151,ADRIANO PERAZIO,40-44,00:37:21,03:11:44,02:43:04,06:35:27
171,ELITON LUIZ DA SILVA,30-34,00:44:04,03:11:29,02:32:24,06:35:50
217,CÍCERO BRAZ DE BEM,35-39,00:49:00,03:12:45,02:24:00,06:36:20
27,FERNANDA GUEDES LAVORATO,30-34,00:46:25,03:30:49,02:12:09,06:36:28
88,MARCELUS FASSANO,45-49,00:39:03,03:12:41,02:10:40,06:36:35
43,ADILSON BARISON,50-54,00:43:54,03:02:50,02:30:38,06:36:55
218,CARLOS MARRESE,35-39,00:46:00,02:59:36,02:34:36,06:37:27
219,MIKLOS MIYATA,35-39,00:55:14,03:14:08,02:13:00,06:37:41
220,MARCO SANTIAGO,35-39,00:41:00,03:33:34,02:18:18,06:37:42
172,ANTONIO FRANCO NETO,30-34,00:46:13,03:32:04,02:14:31,06:37:45
1,ANNA PAULA COLELLA,18-24,00:37:39,03:28:45,02:20:21,06:37:48
28,BEATRIZ SANTOS CARVALHO,30-34,00:38:55,03:23:00,02:23:24,06:37:57
10,DEISE BECKER,45-49,01:06:17,03:00:09,02:19:40,06:38:16
153,OSMUNDO OLIVEIRA,40-44,00:46:20,03:05:18,02:32:49,06:38:54
32,CAROLINA CHEVARRIA,35-39,00:41:00,03:24:18,02:21:50,06:38:58
61,EDUARDO PHILLIPS,25-29,00:38:00,03:14:44,02:34:12,06:39:42
173,TIAGO ASSUNÇÃO,30-34,00:38:53,03:30:46,02:27:03,06:39:53
174,BRIAN BREDER,30-34,00:42:23,03:13:01,02:37:09,06:40:00
62,CHARLLES MARTINS PEREIRA,25-29,00:31:06,03:08:04,02:48:32,06:40:14
44,EDIVALDO DE ARAUJO FILHO,50-54,00:48:37,03:12:28,02:28:44,06:40:58
175,FERNANDO VERBOONEN,30-34,00:42:26,03:10:08,02:33:32,06:41:04
Pos,Nome,Categ,Swim,Bike,Run,Total
89,RODRIGO MACHADO,45-49,00:41:58,03:15:30,02:34:25,06:41:15
176,HARALD FRIESE JUNIOR,30-34,00:47:18,03:11:20,02:30:15,06:41:34
45,ANTÔNIO CARLOS DE LIMA,50-54,00:58:45,03:14:58,02:17:36,06:41:45
11,MARCIA MAGALHÃES,45-49,00:44:52,03:23:55,02:23:33,06:41:52
90,FLAVIO MILMAN,45-49,00:38:23,03:12:17,02:37:33,06:41:53
177,GABRIEL AZEVEDO,30-34,00:42:16,03:23:24,02:25:25,06:42:07
91,ROBERTO MARTINS,45-49,00:39:44,03:24:00,02:31:37,06:42:10
16,JULIANA TAKAHASHI MIYOSHI,25-29,00:45:31,03:31:10,02:18:15,06:42:25
29,ISABELA AROEIRA DE ALMEIDA//,30-34,00:45:19,03:19:07,02:35:59,06:42:42
222,IDUARTE FERREIRA LOPES JÚNIOR,35-39,00:44:53,03:03:51,02:43:32,06:42:56
154,THEMISTOCLES NETO,40-44,00:47:43,03:23:48,02:21:21,06:43:53
92,VICTOR CANONGIA,45-49,00:38:35,03:29:08,02:25:02,06:45:04
93,EMERSON DEO,45-49,00:37:13,03:20:47,02:34:55,06:45:18
156,CARMINE AVENA JUNIOR,40-44,00:39:54,03:09:27,02:45:08,06:46:21
157,MICHEL CUKIERMAN,40-44,00:41:31,03:00:00,02:48:33,06:47:34
63,UBIRATAN SOUZA DE ARAUJO,25-29,00:33:09,03:11:31,02:55:25,06:47:36
17,BEATRIZ LOPES KALLENBACH CARDOSO,25-29,00:43:45,03:17:36,02:36:39,06:47:36
223,DANIEL CAMARGO,35-39,00:37:54,03:19:48,02:31:00,06:47:38
178,DANIEL SANTAMARINHA,30-34,00:50:39,03:14:14,02:33:57,06:47:51
12,SIMONE DE QUEVEDO E SILVA,45-49,00:44:08,03:37:25,02:16:47,06:48:11
158,LUCIANO DE SOUZA,40-44,00:42:45,03:08:14,02:45:43,06:48:20
14,FERNANDA MESQUITA,40-44,00:41:24,03:32:19,02:22:46,06:48:32
30,ANA PAULA DE BARROSO,30-34,00:39:25,03:41:08,02:14:42,06:48:51
179,BRUNO ANTONIO BORDIM,30-34,00:48:27,03:09:58,02:35:09,06:48:56
224,BRUNO TRINDADE,35-39,00:40:41,03:17:50,02:39:50,06:49:05
225,LUIS ANTONIO BAUER,35-39,00:42:21,03:18:33,02:38:34,06:50:09
180,LUCAS CAJUEIRO,30-34,00:39:24,03:34:00,02:31:52,06:50:18
181,ROBERTO MARINHO NETO,30-34,00:39:40,03:08:07,02:48:32,06:50:22
159,TIAGO DUARTE,40-44,00:39:27,03:11:40,02:44:27,06:50:22
182,VITOR MIZIARA,30-34,00:37:19,03:27:20,02:31:49,06:50:24
Pos,Nome,Categ,Swim,Bike,Run,Total
13,LUCIANA VERTAMATTI,45-49,00:40:37,03:22:32,02:41:11,06:53:12
33,ALINE TAVARES,35-39,00:45:10,03:10:00,02:49:48,06:54:39
15,GLAUCIA VARGENS,40-44,00:43:41,--:--:--,06:54:49,06:54:49
46,JOSE CARLOS RODRIGUES FARIA,50-54,00:50:10,03:10:13,02:41:16,06:54:55
34,MAÍRA MARTINS,35-39,00:52:44,03:19:57,02:32:48,06:54:59
226,DANIEL RIBEIRO,35-39,00:46:56,03:16:29,02:39:08,06:55:36
25,HENRIQUE BERALDO,18-24,00:38:21,03:23:02,02:41:55,06:55:37
2,THAIS LOPES HENRIQUES,18-24,00:45:01,03:26:06,02:37:46,06:55:38
3,MARIANA CARVALHO,18-24,00:44:26,03:18:08,02:39:27,06:56:18
184,CELSO VIANA,30-34,00:42:07,03:19:03,02:37:23,06:56:43
185,JEFFERSON BRUNO BENTO,30-34,00:58:54,--:--:--,06:57:02,06:57:02
2,ARTHUR ANDRADE,60-64,00:49:47,03:20:08,02:34:15,06:57:08
227,FELIPE AZEVEDO,35-39,00:39:17,--:--:--,06:57:14,06:57:14
64,THIAGO LOMBARDI TERRA,25-29,00:41:20,03:47:11,02:15:22,06:57:15
160,EMERSON RIBEIRO,40-44,00:46:54,03:27:06,02:29:05,06:57:18
228,THIAGO GAYA,35-39,00:44:49,03:35:46,02:18:16,06:57:20
97,LUIS FILIPE MEIRA,45-49,00:46:33,03:23:41,02:22:46,06:57:48
26,ANDRE REIS,18-24,00:47:27,03:34:05,02:27:28,06:58:07
186,DAVI VIANA,30-34,00:44:41,03:31:20,02:23:11,06:58:15
16,VERONICA LINO,40-44,00:41:22,03:27:11,02:40:28,06:58:41
65,RAFAEL BANOS,25-29,00:39:58,03:32:48,02:32:42,06:58:44
18,JULIANA RESENDE,25-29,00:43:37,--:--:--,06:59:17,06:59:17
32,MARCELLE PIZZO,30-34,00:40:18,03:30:17,02:38:39,06:59:29
17,GABRIELA ACEDO,40-44,00:43:48,03:33:07,02:32:09,06:59:31
18,CAMILA RODRIGUES,40-44,00:52:18,03:26:37,02:29:15,07:00:04
161,RICARDO COELHO,40-44,00:50:16,03:36:57,02:25:32,07:00:04
230,FRED BEIJOS,35-39,00:47:38,03:29:58,02:32:37,07:01:48
4,KALI ADAUTO RODRIGUES,50-54,00:47:02,03:27:21,02:32:22,07:02:02
98,GUSTAVO ROTHER MOTTA,45-49,00:40:07,03:28:32,02:40:15,07:02:41
99,CESAR SUZUKI,45-49,00:48:39,03:17:41,02:47:53,07:03:27
Pos,Nome,Categ,Swim,Bike,Run,Total
35,ROBERTA AZEREDO,35-39,00:47:20,03:31:50,02:30:27,07:04:37
47,JORGE LUIS NOGUEIRA SARAIVA,50-54,00:40:58,03:22:40,02:48:25,07:04:46
33,AMANDA MONTEIRO,30-34,00:52:03,03:39:23,02:19:47,07:05:10
231,LUIS FERNANDO DE CARVALHO,35-39,00:50:52,02:46:18,03:15:14,07:05:10
100,ALEXANDRE H. C. MANATA,45-49,00:38:30,02:53:57,03:20:18,07:05:59
20,DANIELA GATTI,40-44,00:48:06,03:48:12,02:12:59,07:06:42
14,MARTINA VASCONCELLOS,45-49,00:42:14,03:40:30,02:33:32,07:07:48
232,ELI MIRANDA JUNIOR,35-39,00:51:41,03:14:29,02:51:28,07:08:03
101,WARNER STUDART,45-49,00:39:06,03:29:42,02:54:01,07:08:40
102,LUIZ CLAUDIO SILVA JARDIM MARINHO,45-49,00:43:21,03:20:07,02:48:39,07:09:09
103,EMERSON VILELA,45-49,00:50:37,--:--:--,02:20:13,07:09:23
162,ROBSON MARINHO,40-44,00:43:25,03:28:48,02:44:11,07:09:36
233,ANDERSON AZEVEDO,35-39,00:57:09,--:--:--,07:11:08,07:11:08
49,JADIEL MELLO,50-54,00:41:34,03:48:25,02:37:47,07:11:55
104,ROGÉRIO SONOKI,45-49,00:54:20,03:20:42,02:41:29,07:13:14
50,SAULO PAREDES PINHEIRO,50-54,00:50:45,03:29:38,02:40:44,07:13:27
234,JULIANO WERLANG,35-39,00:53:12,03:13:19,02:56:08,07:13:46
235,RAFAEL BORBA,35-39,00:49:20,03:19:18,02:54:40,07:14:03
163,FABIO LORDELLO,40-44,00:47:04,03:30:14,02:39:05,07:14:36
164,MARCO FARIA,40-44,00:39:25,03:30:34,02:46:09,07:15:34
236,ARMANDO NETO,35-39,00:48:38,03:23:10,02:36:47,07:15:52
165,RAPHAEL BLUM,40-44,00:43:20,03:24:09,02:55:01,07:17:06
166,MARCIO OLIVEIRA,40-44,00:44:10,03:29:27,02:44:33,07:17:19
34,MAÍRA SANCHES LEITE BITTENCOURT,30-34,00:45:09,03:38:11,02:44:05,07:20:18
105,VICTOR TEIXEIRA,45-49,00:43:12,03:13:14,03:04:05,07:20:33
167,ARLESTON GONCALVES,40-44,01:04:33,03:28:34,02:35:58,07:21:12
168,THALLES LARANJO,40-44,00:50:23,03:28:30,02:56:03,07:21:32
169,EDUARDO GIGEKE,40-44,00:44:45,--:--:--,07:21:59,07:21:59
170,LEONARDO GOMES CARDOSO,40-44,00:36:48,--:--:--,07:24:10,07:24:10
187,EDUARDO BUSTAMANTE DE MAGALHÃES RIBEIRO,30-34,01:05:50,03:33:04,02:43:29,07:26:20
Pos,Nome,Categ,Swim,Bike,Run,Total
188,SAULO SENNA,30-34,00:51:30,03:37:40,02:43:05,07:26:49
21,ANDREA DEO,40-44,00:49:24,03:36:52,02:44:47,07:26:57
5,CLAUDIA AIROZA,50-54,00:48:39,03:25:11,02:59:04,07:27:16
3,MARCOS MAIA,60-64,00:46:52,03:31:30,02:49:16,07:27:58
171,LUCIO AULER,40-44,00:38:03,--:--:--,07:28:51,07:28:51
237,DIOGO FERNADES GRANJA,35-39,00:56:18,03:28:06,02:50:59,07:30:00
67,MARCELINO CALDAS,25-29,00:47:31,03:40:15,02:47:03,07:30:45
189,HUGO IVER VASCONCELOS GONCALVES,30-34,00:49:02,--:--:--,07:32:15,07:32:15
35,LÍVIA TRIVIZOL,30-34,00:43:40,03:32:23,03:03:32,07:33:14
3,ANA LÚCIA BERTHOLDI PIACENTINI,55-59,00:46:54,03:45:56,02:53:04,07:34:23
6,ROSELI PRADO,50-54,00:47:53,03:42:12,02:50:46,07:34:39
238,ANDERSON SILVESTRE,35-39,01:08:41,03:36:22,02:39:27,07:34:56
15,ISIS LOHMANN LACE,45-49,00:55:59,03:34:32,02:48:38,07:37:23
190,ANDERSON PITTA LOPES DE ABREU,30-34,00:44:08,--:--:--,07:38:59,07:38:59
191,RAFAEL MEDEIROS,30-34,00:47:15,03:59:50,02:45:18,07:40:42
69,PEDRO HUGO CUNHA,25-29,00:52:20,03:28:31,03:12:30,07:40:47
172,NASSER PEREZ,40-44,00:54:25,03:34:55,02:56:22,07:41:19
52,SALOMÃO BITTENCOURT,50-54,00:37:50,03:57:51,02:52:50,07:41:40
3,JOAO ARTHUR FERREIRA,65-69,01:02:11,03:43:50,02:42:11,07:43:40
239,BERNARDO TWARDOWSKY,35-39,00:43:51,03:59:04,03:03:08,07:54:16
