Pos,Nome,Categ,Swim,Bike,Run,Total
91,TIAGO VOSO,35-39,00:42:42,02:40:09,01:49:43,05:24:32
92,EDUARDO HENRIQUE,35-39,00:37:02,02:53:59,01:46:46,05:24:35
54,DANIEL FREITAS,40-44,00:33:22,02:44:37,01:59:01,05:24:36
3,NATALLY COSTA,25-29,00:41:47,02:48:44,01:48:00,05:24:37
77,DIEGO DE FREITAS RODRIGUES,30-34,00:34:22,02:48:09,01:54:42,05:24:37
55,MARLON MIRANDA,40-44,00:37:29,02:38:28,02:02:10,05:24:54
56,JOAQUIM SCHALCH,40-44,00:37:09,02:41:56,02:03:10,05:24:55
78,CASSIO PEREIRA,30-34,00:28:42,02:57:03,01:56:06,05:24:58
14,ANDRÉ FARACO,18-24,00:29:45,02:47:14,02:05:01,05:25:03
93,EDUARDO FREDERICO MENDES LAUTERJUNG,35-39,00:38:07,02:49:24,01:54:55,05:25:03
15,VICTOR ZABAN BITTENCOURT,18-24,00:31:00,02:44:56,02:02:13,05:25:04
57,JEFERSON HEINLIK,40-44,00:37:50,02:45:55,01:57:35,05:25:04
4,THAINA CONDE,25-29,00:38:01,02:54:17,01:46:13,05:25:11
58,WALLACE PIRES,40-44,00:33:07,02:57:40,01:51:23,05:25:12
79,VANDRE OLIVEIRA,30-34,00:36:20,02:33:30,02:04:36,05:25:23
94,PABLO SIQUEIRA DE MEDEIROS,35-39,00:40:19,02:45:19,01:53:38,05:25:32
59,LEONARDO LOUREIRO,40-44,00:38:10,02:55:45,01:47:24,05:25:32
80,CESAR H P MATHIS,30-34,00:34:11,02:50:49,01:52:03,05:25:38
95,JULIANO SERAFIM,35-39,00:41:52,02:44:35,01:53:29,05:25:40
81,SÉRGIO MAURÍCIO,30-34,00:39:38,02:57:52,01:44:23,05:25:44
60,NILTON LEITE,40-44,00:44:12,02:49:33,01:42:40,05:26:04
96,THIAGO SOUZA SALVIANO,35-39,00:46:45,02:34:33,01:57:33,05:26:12
27,LUIZ MARCELO MATTOS,45-49,00:39:45,02:42:45,02:01:31,05:26:17
61,BRUNO MORAES,40-44,00:46:31,02:40:21,01:50:56,05:26:18
82,PABLO SALES,30-34,00:37:30,02:42:35,02:04:56,05:26:21
83,MARIO DAVILA,30-34,00:34:28,02:49:31,01:56:00,05:26:27
Pos,Nome,Categ,Swim,Bike,Run,Total
62,LUIZ ARTUR GOMES JUNIOR,40-44,00:35:03,02:42:27,02:02:28,05:26:34
28,EDUARDO DUARTE,45-49,00:34:44,02:50:28,01:54:58,05:26:41
97,DIOGO CASTILHO,35-39,00:29:36,02:41:17,02:07:28,05:26:52
98,RICARDO AMARAL MANHÃES,35-39,00:39:02,02:41:19,02:00:18,05:26:57
84,JOAO LEAL,30-34,00:35:58,02:33:35,02:15:19,05:27:06
16,MARCELO DE ALCÂNTARA CORREIA,18-24,00:45:00,02:49:40,01:47:22,05:27:12
7,NATHALIA TODESCO FIORI,30-34,00:37:52,02:54:13,01:47:58,05:27:13
5,RAQUEL NUVOLINI WAJNGARTEN,25-29,00:37:35,02:54:01,01:53:17,05:27:14
99,TIAGO BARRETO,35-39,00:37:10,02:48:19,01:53:16,05:27:18
7,NADJA OLIVEIRA,35-39,00:39:22,02:44:04,01:58:19,05:27:19
85,RAFAEL KAPPS,30-34,00:38:56,02:46:20,01:54:44,05:27:20
86,NELSON JUNIOR,30-34,00:36:13,02:42:21,02:01:30,05:27:27
100,LEONARDO MARTINS MORAES,35-39,00:40:32,02:42:18,01:59:14,05:27:35
101,IGOR FERREIRA DOS ANJOS,35-39,00:34:08,02:36:53,02:10:51,05:27:37
14,LEONARDO NEGREIROS,50-54,00:34:56,02:47:53,02:02:04,05:27:41
32,CAIO SOUZA,25-29,00:37:37,02:46:20,01:56:48,05:28:02
87,GUSTAVO FIORANTE,30-34,00:32:33,02:52:42,02:01:02,05:28:05
102,RAPHAEL BADDINI DE QUEIROZ CAMPOS,35-39,00:43:55,02:43:50,01:52:22,05:28:08
33,ALEX DAVE SZRAJBMAN,25-29,00:44:28,02:43:10,01:53:12,05:28:14
29,MARCOS MANGI,45-49,00:39:06,02:35:11,02:02:02,05:28:33
65,RODOLFO CHEDID,40-44,00:37:47,02:43:33,02:05:26,05:28:35
30,MARCOS EDUARDO SANTIS,45-49,00:40:45,02:46:04,01:52:55,05:28:51
103,ROGER FARES,35-39,00:33:30,02:51:25,01:57:30,05:28:57
4,JOANA KFURI,40-44,00:39:21,02:46:05,01:58:08,05:28:58
31,SIDNEI SANTOS,45-49,00:31:22,02:56:30,01:54:56,05:29:05
4,CARLOS ROBERTO DOS SANTOS,55-59,00:39:04,02:45:23,01:56:34,05:29:06
8,LIA LISERRA,30-34,00:36:18,02:50:10,02:01:19,05:29:11
104,MARCO SOUSA,35-39,00:43:18,02:44:30,01:53:29,05:29:11
32,RAUL MESQUITA DE FREITAS,45-49,00:31:44,02:36:11,02:19:26,05:29:32
105,EDUARDO VIANNA,35-39,00:35:27,02:46:05,02:01:11,05:29:56
Pos,Nome,Categ,Swim,Bike,Run,Total
106,ROBERTO BRITTO,35-39,00:37:51,02:43:41,02:00:37,05:29:58
89,MARCIO BRITO,30-34,00:38:43,02:46:51,01:56:17,05:30:08
107,FERNANDO SESTO,35-39,00:36:55,--:--:--,02:09:39,05:30:17
90,AXEL CEZAR,30-34,00:34:33,02:54:24,01:52:54,05:30:25
108,CADU FERREIRA,35-39,00:52:35,02:50:53,01:41:21,05:30:27
66,ROBERTO FEDERICI,40-44,00:34:56,02:52:32,01:55:24,05:30:48
91,ANDRE NADAIS,30-34,00:39:30,02:44:01,01:59:55,05:30:49
92,RODRIGO NAKANO,30-34,00:34:57,02:43:32,02:06:55,05:30:51
34,FELIPE BASTOS,25-29,00:37:41,02:49:17,01:51:58,05:30:56
109,RODRIGO AUGUSTO RAMOS RODRIGUES,35-39,00:37:20,02:57:50,01:48:20,05:31:13
35,BRENO GANDOLFI FERRAZ,25-29,00:29:44,02:47:43,02:11:46,05:31:46
110,ANDERSON CARDOSO DE ALMEIDA,35-39,00:39:03,03:07:50,01:41:38,05:32:07
111,GUILHERME ISO,35-39,00:43:40,02:57:25,01:47:08,05:32:12
93,BRUNO BORELLO,30-34,00:32:43,03:05:03,01:49:19,05:32:16
94,LUIZ AUGUSTO PEÇANHA TAVARES,30-34,00:37:32,02:45:52,02:02:34,05:32:25
112,FABIO CARNEIRO,35-39,00:34:20,02:43:51,02:12:41,05:32:28
95,MARCELO SOUZA,30-34,00:37:16,02:47:27,02:00:51,05:32:32
113,ANDRE SOUSA,35-39,00:34:18,03:03:37,01:47:37,05:32:33
96,CARLOS FELICIO,30-34,00:42:19,02:51:16,01:47:12,05:32:34
97,JOAQUIM GROTH,30-34,00:35:08,02:49:27,02:06:25,05:32:40
8,ERIKA ANDREA IZIDIO SZPEKTOR,35-39,00:42:23,02:57:11,01:46:24,05:32:43
33,BEN-HUR ALBERGARIA FILHO,45-49,00:36:57,02:56:11,01:55:57,05:32:44
114,RAFAEL GASPARIAN,35-39,00:32:41,02:47:58,02:05:50,05:32:49
6,GABRIELA PEREIRA VAZ,25-29,00:35:41,02:49:57,02:01:28,05:32:53
98,JOÃO MASSONI FERRAZ,30-34,00:33:40,02:47:30,02:05:35,05:32:58
36,MARCELO TONELLI PINHEIRO,25-29,00:34:47,02:57:27,01:59:12,05:33:03
99,THIAGO DOS SANTOS FONSECA,30-34,00:34:13,02:44:06,02:08:22,05:33:06
115,CASSIO TORRES,35-39,00:38:14,02:50:12,01:56:45,05:33:18
67,DAVI BOM MEIHY,40-44,00:35:33,02:39:49,02:11:06,05:33:18
15,MARIO TOMAS,50-54,00:40:22,02:55:43,01:51:06,05:33:20
Pos,Nome,Categ,Swim,Bike,Run,Total
16,LUIS LOPES,50-54,00:35:57,02:53:15,01:59:53,05:33:36
5,DANIELA PEREIRA,40-44,00:35:27,02:59:25,01:52:11,05:33:44
68,DOUGLAS TORRES,40-44,00:37:07,02:34:49,02:19:39,05:33:47
100,LUCAS NAVES DIAS,30-34,00:37:25,02:46:13,02:03:06,05:33:48
117,RICARDO ZWEIBIL,35-39,00:34:16,02:43:51,02:09:39,05:34:01
118,DANIEL JOSE GUIMARAES SILVA,35-39,00:42:25,02:54:30,01:50:03,05:34:06
34,FERNANDO LUZ,45-49,00:32:50,02:51:19,02:07:08,05:34:09
101,RAFAEL OLIVEIRA,30-34,00:28:51,02:53:42,02:06:24,05:34:10
69,EDSON SOUSA,40-44,00:48:25,02:52:34,01:44:44,05:34:25
70,MAX CORDERO,40-44,00:42:47,02:58:17,01:46:46,05:34:25
119,BERNARDO CORTES,35-39,00:39:36,02:43:37,02:02:20,05:34:28
18,ARMANDO NOVELLI,50-54,00:38:47,02:43:11,02:06:46,05:34:32
102,ALEXANDRE REIS,30-34,00:39:02,02:40:11,02:06:45,05:34:35
120,RODOLFO FAZANO,35-39,00:36:17,02:44:22,02:01:21,05:34:49
35,KNUT ARNE KARLSEN,45-49,00:33:39,02:49:33,02:08:15,05:34:50
121,KLAUS OLIVEIRA,35-39,00:38:55,02:50:55,01:55:58,05:34:51
36,ANDRE NASCIMENTO,45-49,00:37:14,02:51:55,02:04:22,05:34:55
122,WISLANN DOS SANTOS,35-39,00:47:55,02:55:22,01:41:47,05:35:16
123,ANDRE MEIRELLES,35-39,00:34:41,02:49:22,02:03:22,05:35:21
103,TIAGO MUNK,30-34,00:37:03,02:56:36,01:54:19,05:35:28
72,RONI SILVA,40-44,00:33:06,02:44:30,02:14:11,05:35:31
73,REGIS ALMEIDA,40-44,00:39:33,02:45:15,02:02:10,05:35:41
37,JOHNAR OLSEN,45-49,00:36:38,02:41:43,02:07:06,05:35:51
74,ANDRE DE SOUZA DANTAS VIEIRA,40-44,00:41:09,02:51:29,01:54:00,05:35:55
104,JOAO PAULO VASCONCELLOS,30-34,00:39:39,03:03:35,01:50:38,05:35:58
6,GINA KERLY PONTES MOURA,40-44,00:37:03,03:00:04,01:50:01,05:36:21
75,LUCIO MAURO DA SILVA  JUNGER,40-44,00:45:48,02:45:33,01:54:58,05:36:22
19,JEAN REBETEZ,50-54,00:35:47,02:50:18,02:08:17,05:36:31
125,LAMARTINE SOARES,35-39,00:35:29,02:46:15,02:05:13,05:36:40
37,DIEGO TIBURCIO,25-29,00:37:44,03:14:48,01:41:30,05:36:47
Pos,Nome,Categ,Swim,Bike,Run,Total
126,JOÃO LUIS RADICHEWSKI,35-39,00:41:04,02:52:04,01:55:46,05:36:50
105,GUSTAVO SOZZI,30-34,00:37:19,02:54:45,02:00:28,05:36:53
127,RICARDO DEMETRIO FERREIRA PIMENTEL,35-39,00:26:31,02:56:02,02:10:50,05:36:54
106,RICARDO ROCHA,30-34,00:32:06,02:52:04,02:07:36,05:37:05
17,DAVI FREITAS,18-24,00:42:34,02:52:45,01:59:27,05:37:13
128,DANIEL DOS SANTOS PEEL,35-39,00:33:01,02:57:08,01:57:51,05:37:31
38,ROGÉRIO MELLO,45-49,00:32:46,03:01:47,01:59:37,05:37:31
107,PHILIPE RODRIGUES,30-34,00:39:40,02:51:55,01:54:36,05:37:41
39,ALEXANDRE FONTENELLE RIBEIRO DE OLIVEIRA,45-49,00:39:32,02:46:50,02:03:35,05:37:46
1,MELISSA MARTINS,50-54,00:42:05,02:53:40,01:55:51,05:37:50
108,RANNISON SILVA,30-34,00:34:06,02:58:19,01:59:01,05:37:52
77,LUCAS HORTA,40-44,00:42:27,02:46:07,02:01:20,05:38:19
40,ALBERTO JUNIOR,45-49,00:33:44,02:44:48,02:16:43,05:38:24
109,KELSON MARCOS DA SILVA,30-34,00:36:32,02:57:46,01:55:32,05:38:32
41,GENES LOPES DE ALMEIDA JUNIOR,45-49,00:38:32,02:54:05,01:59:48,05:38:34
110,THIAGO DA SILVA PEREIRA SOARES,30-34,00:37:27,02:45:51,02:06:26,05:38:44
129,JOÃO FORTES,35-39,00:33:39,02:51:07,02:06:20,05:38:44
130,EVANDRO MACENTE SASANO,35-39,00:35:07,02:53:03,02:02:40,05:38:46
131,LUIS FELIPE AZEVEDO DA CUNHA,35-39,00:39:47,02:55:29,02:01:30,05:38:51
111,RENNE CAMPOS,30-34,00:36:43,03:05:40,01:52:51,05:38:53
18,JOAO VICTOR LOUZADA FARIAS,18-24,00:34:24,02:47:10,02:10:42,05:38:54
78,MARCELO TAVARES GOLEG??,40-44,00:41:59,02:51:38,02:00:20,05:38:59
79,LEONARDO CURVELO,40-44,00:40:57,02:59:12,01:56:08,05:39:07
132,THIAGO REZENDE,35-39,00:35:58,02:46:56,02:10:16,05:39:11
10,GISELE CHAVES,35-39,00:38:56,02:59:28,01:54:39,05:39:24
5,RICARDO SALDANHA,55-59,00:33:20,02:43:20,02:14:53,05:39:30
113,LEANDRO VIANNA,30-34,00:39:32,02:50:58,01:59:34,05:39:44
133,RAFAEL RODRIGUES DO ESPIRITO SANTO,35-39,00:35:11,02:48:33,02:09:26,05:39:52
80,RODRIGO PEREIRA,40-44,00:40:50,02:48:04,02:03:26,05:39:55
42,ARTHUR XAVIER,45-49,00:33:25,02:48:11,02:12:00,05:39:58
Pos,Nome,Categ,Swim,Bike,Run,Total
81,FLÁVIO REIS,40-44,00:32:51,02:50:55,02:05:51,05:40:05
114,HENRIQUE VERAS,30-34,00:38:38,03:08:10,01:49:29,05:40:11
43,MARCELO MANSOLDO,45-49,00:42:37,02:50:20,02:00:10,05:40:14
45,ROBERTO CHACON DE SOUZA,45-49,00:35:52,02:55:06,01:58:23,05:40:15
20,MARCELO LEAL,50-54,00:38:42,02:52:54,01:57:03,05:40:43
9,MARCELA MACHADO,30-34,00:37:33,03:00:11,01:56:55,05:40:49
134,FLAVIO RAFAEL GRILLO FAE,35-39,00:44:05,02:41:23,02:13:02,05:40:50
46,ELIEZER RIBEIRO ANTUNES JUNIOR,45-49,00:36:15,02:53:51,02:00:37,05:41:06
47,PAULO CESAR SANTOS,45-49,00:42:36,03:10:34,01:46:01,05:41:11
135,RONALDO GUILHERME,35-39,00:38:31,02:49:59,02:00:35,05:41:20
38,FLAVIO LANZA,25-29,00:33:20,02:45:07,02:11:54,05:41:35
83,JEAN CARLO VON DER HAYDE,40-44,00:43:03,02:42:44,02:06:37,05:42:02
7,MARIANA BIRCHALL,40-44,00:33:20,02:56:40,02:05:39,05:42:19
39,GLAUBER CÉSAR RUIZ,25-29,00:42:10,02:51:54,02:05:03,05:42:28
40,RAFAEL CAMPOS,25-29,00:43:14,02:51:58,02:01:41,05:42:48
11,MELISSA BERTTI DE OLIVEIRA,35-39,00:42:54,03:01:18,01:51:40,05:42:54
49,SILVIO DE SOUZA,45-49,00:47:15,02:50:08,02:03:48,05:43:15
2,REBECA MARTINO,45-49,00:37:39,03:02:22,01:56:39,05:43:15
21,CARLOS PEREIRA,50-54,00:37:48,02:53:08,02:10:38,05:43:18
117,RENATO DESIO,30-34,00:33:01,02:58:44,02:03:30,05:43:23
6,RUBENS AMARAL NETO,55-59,00:35:23,03:07:19,01:57:37,05:43:23
50,MARCUS BRAGANCA,45-49,00:38:32,03:01:05,01:53:44,05:43:36
136,DANIEL STEPHENS,35-39,00:38:52,02:52:29,02:05:12,05:43:47
137,CAIRO ANDRE FERREIRA,35-39,00:43:20,02:52:12,01:56:17,05:43:50
138,JOÃO PAULO DA HORA,35-39,00:32:16,02:35:55,02:29:07,05:44:09
139,JAIR TOLEDO DE SOUZA,35-39,00:36:27,02:54:43,02:09:33,05:44:11
84,ALEXANDRE LOVECCHIO,40-44,00:37:10,02:45:59,02:13:47,05:44:13
22,CASSIO ZANDONA,50-54,00:37:07,02:55:02,02:09:56,05:44:26
85,CHRISTIANO BERNARDI,40-44,00:34:50,02:46:40,02:15:45,05:44:29
118,BRUNO PEREIRA,30-34,00:43:14,02:49:48,02:04:02,05:44:42
Pos,Nome,Categ,Swim,Bike,Run,Total
52,ANTÔNIO PEREZ DE MELLO,45-49,00:38:26,02:49:20,02:13:37,05:44:44
119,CARLOS VIGILIA,30-34,00:45:19,02:45:56,02:02:13,05:44:55
140,JULIO CESAR ALVES DA CUNHA,35-39,00:39:02,02:44:51,02:13:21,05:44:57
53,DAN YAMAMURA,45-49,00:41:49,02:50:00,02:07:09,05:44:58
41,RODOLFO TALLARIDA SERRA PEREIRA,25-29,00:34:37,03:09:39,01:57:47,05:45:15
42,RODRIGO MELO,25-29,00:40:37,03:03:41,01:53:05,05:45:18
7,JOÃO LUIZ RODRIGUES,55-59,00:47:28,02:53:55,01:55:08,05:45:19
19,VICTOR BOLONHA PEREIRA DE SOUZA,18-24,00:37:35,02:59:53,02:02:22,05:45:31
120,ALEXANDRE ROMERO,30-34,00:48:55,02:51:51,01:55:53,05:45:37
11,PAOLA CARVALHO,30-34,00:39:33,03:00:12,01:59:11,05:45:46
141,RICARDO ASCENCAO,35-39,00:38:48,02:38:01,02:15:15,05:45:50
142,RENATO RENART,35-39,00:39:12,02:48:28,02:04:23,05:46:05
86,RODRIGO TIRADENTES MONTECHIARI,40-44,00:34:26,02:48:34,02:15:28,05:46:23
121,RODOLFO MONTAGNER,30-34,00:33:26,02:40:58,02:22:22,05:46:26
43,GUILHERME RODRIGUES,25-29,00:46:26,02:48:09,02:04:31,05:46:30
87,JOSE SUDRE,40-44,00:38:45,02:50:00,02:07:23,05:46:31
143,STELIO BELCHIOR,35-39,00:35:58,02:48:46,02:19:52,05:46:36
88,JEFFERSON DE DECCO TEIXEIRA,40-44,00:35:56,02:54:45,02:10:03,05:46:44
89,LEANDRO SANTOS,40-44,00:36:33,03:00:31,02:07:14,05:46:46
144,JONATAN NASCIMENTO,35-39,00:49:25,02:55:09,01:54:29,05:46:56
122,FABIO NATAL CORRÊA,30-34,00:42:18,03:00:23,01:56:18,05:46:59
145,PEDRO AMAURI DUTRA JR,35-39,00:42:39,02:53:55,02:05:10,05:47:06
8,PAULA MEY DE AGUIAR E SOUSA,25-29,00:42:54,02:59:32,01:59:05,05:47:16
123,FILINTO MULLER,30-34,00:35:06,02:46:01,02:17:28,05:47:17
124,FREDERICO BRANDAO,30-34,00:34:57,03:08:55,01:58:15,05:47:23
146,LUIZ FABREGAT,35-39,00:40:57,02:53:16,02:02:38,05:47:23
90,ALEXANDRE ELIEZER CARNEIRO MOREIRA,40-44,00:37:48,02:53:45,02:05:22,05:47:45
147,FABIO JOSE BORDALLOPINTO,35-39,00:37:36,02:45:15,02:15:15,05:47:49
148,FELIPE OLIVEIRA,35-39,00:37:26,02:55:13,02:09:55,05:48:01
12,DANIELA MESQUITA,35-39,00:39:20,02:54:09,02:07:28,05:48:05
Pos,Nome,Categ,Swim,Bike,Run,Total
125,IZAIAS JUNIOR,30-34,00:40:25,03:02:24,02:02:02,05:48:08
149,DAMIAO LEONARDO CAETANO,35-39,00:41:57,03:03:06,01:59:01,05:48:09
150,VICTOR CAVALCANTE,35-39,00:33:52,02:59:53,01:55:27,05:48:25
126,GUILHERME FREIRE,30-34,00:31:28,03:14:41,01:58:45,05:48:26
127,THIAGO GOMES BESERRA,30-34,00:38:37,03:02:23,02:05:26,05:48:32
128,ALEX MAGALHAES,30-34,00:37:54,02:58:26,02:10:13,05:48:32
152,PAULO ROBERTO FONSECA BARBOSA,35-39,00:39:52,03:00:40,01:57:35,05:48:33
8,LAURO WÖLLNER,55-59,00:43:56,02:52:32,02:06:36,05:48:33
20,THOMAS CARVALHO,18-24,00:41:04,03:03:21,02:02:15,05:49:01
54,ALVARO FERNANDO DA CONCEIÇÃO OLIVEIRA,45-49,00:49:58,02:50:11,01:57:00,05:49:01
153,NILSON ROCHA,35-39,00:32:10,03:01:52,02:05:17,05:49:12
154,ROMULO MANSO,35-39,00:35:53,02:59:24,02:08:48,05:49:14
92,MARCEL ANTONIALLI,40-44,00:41:03,02:40:15,02:17:08,05:49:20
24,MARCELO DASILVA,50-54,00:40:24,02:54:31,02:11:59,05:49:24
44,GABRIEL OSHIRO,25-29,00:43:22,02:56:05,02:06:51,05:49:25
13,LUCIANA RAPACH,30-34,00:36:36,02:51:14,02:15:56,05:49:25
25,CARLOS COSTA,50-54,00:41:42,02:55:33,02:03:24,05:49:37
155,VAGNER CESAR RALHA,35-39,00:37:32,03:07:34,01:54:26,05:49:42
156,MAURICIO GIANGIACOMO,35-39,00:46:22,02:48:19,02:05:43,05:49:48
9,LUIZA MUSSNICH,25-29,00:42:25,02:58:05,02:01:59,05:50:16
129,FELIPE GRUBER RIBEIRO,30-34,00:37:13,02:52:09,02:09:52,05:50:23
14,MARINA NASCIMENTO,30-34,00:35:43,03:14:24,01:54:35,05:50:24
56,EDUARDO SANCHES SILVA,45-49,00:41:23,02:48:52,02:18:20,05:50:40
15,ANGÉLICA OLIVEIRA DE ALMEIDA,30-34,00:39:26,03:08:21,01:55:22,05:50:48
93,MAURO ABDALLA,40-44,00:32:12,03:03:40,02:11:58,05:50:50
157,PAULO TABOSA,35-39,00:43:35,02:54:18,02:06:43,05:51:00
130,AIRTON SILVA,30-34,00:46:31,02:41:21,02:11:45,05:51:03
13,ANA CARVALHO,35-39,00:42:52,03:10:10,01:50:59,05:51:05
14,RAQUEL LOJA,35-39,00:45:24,02:54:38,02:03:38,05:51:10
10,PRISCILA SILVESTRE,25-29,00:38:48,03:04:12,02:06:50,05:51:13
Pos,Nome,Categ,Swim,Bike,Run,Total
3,ADRIANA VILELA MONTENEGRO FELIPETTO,45-49,00:45:11,03:04:37,01:54:43,05:51:17
131,RAFAEL MANOEL,30-34,00:40:51,02:56:14,02:02:31,05:51:25
132,WELLINGTON SOUZA AMARAL,30-34,00:37:18,02:53:34,02:14:36,05:51:34
158,ULYSSES LINS,35-39,00:39:22,02:45:13,02:19:45,05:51:36
94,EURICO CAMPOS,40-44,00:38:23,03:01:06,01:59:19,05:51:37
26,NELSON MUNHOZ JR,50-54,00:41:34,03:02:21,02:00:54,05:51:44
159,FABIO TASHIMA,35-39,00:42:35,02:58:26,02:06:21,05:51:46
57,SERGIO BITTENCOURT,45-49,00:31:40,03:00:39,02:10:34,05:51:47
134,DANIEL PAGNOZZI,30-34,00:39:38,02:51:15,02:13:57,05:51:48
21,GUSTAVO WOELLNER,18-24,00:39:31,03:05:15,02:00:16,05:51:55
135,EDUARDO OLIVEIRA,30-34,00:42:21,02:59:07,02:08:19,05:52:02
27,JOSE NETTO,50-54,00:36:46,02:53:25,02:09:29,05:52:02
58,ALAUDIO AMARAL NETO,45-49,00:36:52,03:02:20,02:04:12,05:52:08
95,PEDRO NUNES,40-44,00:41:20,02:54:47,02:05:53,05:52:32
59,DANY GELLER,45-49,00:36:24,03:03:49,02:11:11,05:53:02
96,RODRIGO STANGER,40-44,00:38:30,02:51:04,02:15:07,05:53:11
138,ANTONIO CARLOS MARTINHO JUNIOR,30-34,00:36:40,03:02:45,02:07:13,05:53:12
97,RAFAEL MODESTO DE OLIVEIRA,40-44,00:40:51,03:03:39,02:04:28,05:53:33
139,WANDERLEY ALENCAR,30-34,00:42:12,02:45:48,02:12:49,05:53:43
160,LUDGERO SIQUEIRA,35-39,00:38:09,03:01:17,02:04:15,05:53:47
98,ATHOS NEVES,40-44,00:39:09,03:07:00,01:57:59,05:54:10
99,EMERSON JOSÉ COSETIN,40-44,00:35:56,03:00:59,02:15:09,05:54:20
60,ALEXANDRO MIGUEL PIZZA,45-49,00:37:38,03:04:36,01:59:16,05:54:27
162,AROLDO GORETTI TRESSE,35-39,00:42:16,02:56:00,02:12:36,05:54:32
16,JULIANA DAVIES FIGUEIRA DE MEL,30-34,00:39:16,03:07:59,01:57:19,05:54:39
101,NUNO COSTA NUNES,40-44,00:40:16,02:55:33,02:11:58,05:54:52
164,MARCUS JESUS,35-39,00:38:01,02:46:39,02:20:28,05:55:05
102,RAFAEL ANDRE GESINI,40-44,00:35:48,02:49:08,02:17:54,05:55:12
140,ROSEMBERG PEREIRA DIAS JUNIOR,30-34,00:44:03,02:53:44,02:07:49,05:55:13
103,LEANDRO ESCUDEIRO,40-44,00:39:32,02:59:28,02:06:45,05:55:14
Pos,Nome,Categ,Swim,Bike,Run,Total
141,GABRIEL BOAL,30-34,00:43:00,02:47:05,02:17:51,05:55:21
17,CAMILA RIBEIRO ERN LEDUC,30-34,00:39:03,03:06:40,02:07:53,05:55:23
15,JULIANY RODRIGUES,35-39,00:42:31,03:08:32,01:56:09,05:55:25
165,FABIO EBRAHIM,35-39,00:34:12,02:47:30,02:28:46,05:55:34
166,PEDRO CUNHA,35-39,00:38:30,03:10:55,02:02:45,05:55:41
4,LETICIA LACROIX DE OLIVEIRA,45-49,00:45:00,03:06:28,01:58:15,05:55:54
46,GUILHERME MOURA,25-29,00:38:14,03:02:42,01:59:42,05:55:55
61,ARTHUR KÓS,45-49,00:39:33,02:57:28,02:15:04,05:55:57
104,IURI SOUZA,40-44,00:42:02,02:51:13,02:13:34,05:56:05
16,DENISE REIS,35-39,00:38:57,02:56:49,02:18:09,05:56:12
105,ALEXANDRE MELLO,40-44,00:25:58,02:53:50,02:33:42,05:56:16
167,ALEX TURNES,35-39,00:39:12,02:56:34,02:09:44,05:56:28
142,JOÃO ALVES SALGADO NETO,30-34,00:36:04,02:59:31,02:09:51,05:56:36
106,WAGNER MIRANDA DE CASTRO,40-44,00:42:09,03:03:45,02:02:11,05:56:46
107,LEANDRO ARCE ANDREATTI,40-44,00:42:16,03:01:27,02:06:27,05:56:49
9,MARCELO SILVA SAMPAIO,55-59,00:42:17,03:14:55,01:45:48,05:56:51
62,SILVIO KAVISKI,45-49,00:39:12,03:12:17,02:00:15,05:56:52
168,BRUNO LARDOSA,35-39,00:39:15,03:01:25,02:06:05,05:56:54
11,MANUELA SEVE,25-29,00:42:41,02:57:13,02:08:25,05:57:14
169,HENRIQUE NIETMANN,35-39,00:33:48,03:06:16,02:03:00,05:57:30
63,WALDIR SANTOS,45-49,00:39:28,02:55:50,02:13:57,05:57:46
64,MARCELO VARGENS,45-49,00:35:50,03:08:39,02:01:56,05:57:49
29,ADALBERTO SPIER,50-54,00:40:27,02:45:43,02:26:17,05:58:06
47,PEDRO DE AGUIAR DUARTE,25-29,00:35:15,03:00:24,02:11:08,05:58:39
108,RODRIGO CARIA MARTINS,40-44,00:43:59,03:04:11,02:08:05,05:58:45
30,PAULO ROBERTO INNOCENCIO,50-54,00:38:49,03:06:10,02:05:37,05:58:55
31,RICARDO MARCHI,50-54,00:39:08,03:08:27,02:01:52,05:58:59
170,RENATO BRITO,35-39,00:38:58,03:06:32,01:58:11,05:59:11
171,THIAGO LUIZ DE AGUIAR,35-39,00:37:57,02:51:06,02:21:03,05:59:12
109,ALEXANDRE FELIX,40-44,00:41:00,02:52:16,02:10:24,05:59:23
Pos,Nome,Categ,Swim,Bike,Run,Total
144,JORGE LEANDRO MAIA MONTEIRO GONÇALVES,30-34,00:38:33,03:09:20,02:09:41,06:00:10
173,DANILO COSTA FUKUNAGA,35-39,00:38:09,02:59:03,02:08:20,06:00:17
110,MARCIO RENAN VINICIUS ESPINOLA MARQUES,40-44,00:34:37,02:53:14,02:30:32,06:00:25
18,ANNA LEITE,30-34,00:48:30,03:02:55,02:02:25,06:00:41
65,FLAVIO MARANI JUNIOR,45-49,00:45:47,02:46:34,02:18:54,06:01:11
111,THIAGO FERNANDES,40-44,00:37:00,03:13:29,02:05:56,06:01:12
112,ALBERTO MACHADO,40-44,00:33:32,03:02:48,02:21:57,06:01:20
113,FABIO CALPACCI LEONE,40-44,00:41:11,02:51:05,02:16:07,06:01:30
145,CELIO HERARDT JR,30-34,00:42:02,02:50:00,02:21:14,06:01:49
17,ERICA ZANELATO,35-39,00:59:46,03:06:41,01:45:49,06:01:59
174,RAFAEL BASTOS,35-39,00:35:49,03:06:42,02:08:48,06:02:19
18,VIVIANE CAMPOS,35-39,00:44:16,03:05:00,02:04:35,06:02:29
